,accuracy
0,0.1086
1,0.3616
2,0.4
3,0.3521
4,0.4192
5,0.3608
6,0.3817
7,0.4243
8,0.3215
9,0.4034
10,0.3728
11,0.3738
12,0.3412
13,0.3817
14,0.4415
15,0.4605
16,0.4611
17,0.4033
18,0.4747
19,0.4308
20,0.4853
21,0.4667
22,0.4985
23,0.433
24,0.4512
25,0.4987
26,0.5094
27,0.4994
28,0.4833
29,0.4602
30,0.4759
31,0.4918
32,0.4946
33,0.449
34,0.4913
35,0.4764
36,0.4633
37,0.5145
38,0.5069
39,0.4966
40,0.4977
41,0.5035
42,0.4893
43,0.5006
44,0.4992
45,0.4969
46,0.4804
47,0.5321
48,0.4819
49,0.5141
50,0.4955
51,0.5009
52,0.5344
53,0.5007
54,0.5308
55,0.5053
56,0.5047
57,0.5122
58,0.4806
59,0.5061
60,0.5369
61,0.5332
62,0.5286
63,0.5247
64,0.5171
65,0.5163
66,0.5113
67,0.5123
68,0.5103
69,0.5298
70,0.5268
71,0.5329
72,0.5262
73,0.5112
74,0.5147
75,0.5221
76,0.5269
77,0.5138
78,0.5111
79,0.5198
80,0.5253
81,0.5093
82,0.5321
83,0.525
84,0.5194
85,0.5225
86,0.5432
87,0.523
88,0.5045
89,0.5124
90,0.5019
91,0.5217
92,0.5252
93,0.5282
94,0.5135
95,0.5349
96,0.5174
97,0.5156
98,0.5467
99,0.5363
100,0.5818
101,0.6165
102,0.629
103,0.6174
104,0.6137
105,0.6133
106,0.6088
107,0.6019
108,0.5785
109,0.6113
110,0.5984
111,0.6025
112,0.5942
113,0.6064
114,0.5971
115,0.592
116,0.5981
117,0.5903
118,0.6024
119,0.5877
120,0.5953
121,0.6058
122,0.5994
123,0.6016
124,0.6056
125,0.614
126,0.606
127,0.6055
128,0.602
129,0.5894
130,0.6028
131,0.6133
132,0.5922
133,0.6145
134,0.6142
135,0.6192
136,0.6263
137,0.6361
138,0.6211
139,0.6173
140,0.5887
141,0.6124
142,0.6068
143,0.6131
144,0.6157
145,0.595
146,0.6159
147,0.6152
148,0.615
149,0.5961
150,0.6035
151,0.6142
152,0.61
153,0.6187
154,0.6062
155,0.6233
156,0.6177
157,0.6151
158,0.6104
159,0.612
160,0.6091
161,0.6219
162,0.6202
163,0.6288
164,0.6205
165,0.6061
166,0.6184
167,0.6181
168,0.6168
169,0.615
170,0.624
171,0.6121
172,0.6227
173,0.6264
174,0.6238
175,0.61
176,0.6146
177,0.6097
178,0.6166
179,0.6223
180,0.6222
181,0.6166
182,0.6054
183,0.619
184,0.6211
185,0.6216
186,0.616
187,0.6251
188,0.6187
189,0.6235
190,0.6251
191,0.6343
192,0.6243
193,0.6134
194,0.6122
195,0.6115
196,0.6142
197,0.6166
198,0.6211
199,0.6159
200,0.6473
201,0.6638
202,0.6785
203,0.6778
204,0.6771
205,0.672
206,0.6671
207,0.6533
208,0.6694
209,0.6579
210,0.6601
211,0.666
212,0.6592
213,0.6565
214,0.668
215,0.6675
216,0.6609
217,0.6697
218,0.6577
219,0.6633
220,0.6693
221,0.6658
222,0.6454
223,0.6623
224,0.6534
225,0.6679
226,0.663
227,0.6724
228,0.6662
229,0.6694
230,0.6678
231,0.6622
232,0.6644
233,0.6679
234,0.6753
235,0.6616
236,0.6641
237,0.6531
238,0.6636
239,0.6587
240,0.6739
241,0.6821
242,0.6782
243,0.6803
244,0.6695
245,0.6721
246,0.6642
247,0.6749
248,0.6666
249,0.673
250,0.6744
251,0.6718
252,0.6697
253,0.6698
254,0.6685
255,0.6615
256,0.6743
257,0.6744
258,0.6685
259,0.6705
260,0.6766
261,0.6765
262,0.6757
263,0.6634
264,0.6597
265,0.6751
266,0.6757
267,0.677
268,0.6747
269,0.6751
270,0.6574
271,0.675
272,0.6738
273,0.6766
274,0.6794
275,0.6669
276,0.678
277,0.6778
278,0.6692
279,0.6799
280,0.6778
281,0.6788
282,0.6724
283,0.6677
284,0.6662
285,0.6687
286,0.6635
287,0.6599
288,0.6719
289,0.6652
290,0.6778
291,0.6625
