,accuracy,lr
101,0.5577,0.0002
102,0.5644,0.00030000000000000003
103,0.5569,0.0004
104,0.5524,0.0005
105,0.5446,0.0006000000000000001
106,0.5352,0.0007000000000000001
107,0.5432,0.0008
108,0.5415,0.0009
109,0.525,0.001
110,0.5368,0.001
111,0.5001,0.001
112,0.5332,0.001
113,0.5445,0.001
114,0.5263,0.001
115,0.5575,0.001
116,0.5589,0.001
117,0.5634,0.001
118,0.5703,0.001
119,0.5508,0.001
120,0.5386,0.001
121,0.5635,0.001
122,0.5393,0.001
123,0.5733,0.001
124,0.5642,0.001
125,0.5549,0.001
126,0.5574,0.001
127,0.574,0.001
128,0.5687,0.001
129,0.5324,0.001
130,0.5739,0.001
131,0.5486,0.001
132,0.5437,0.001
133,0.5602,0.001
134,0.5796,0.001
135,0.5684,0.001
136,0.5608,0.001
137,0.5644,0.001
138,0.5822,0.001
139,0.5437,0.001
140,0.5758,0.001
141,0.5653,0.001
142,0.5686,0.001
143,0.5753,0.001
144,0.5683,0.001
145,0.5658,0.001
146,0.5731,0.001
147,0.5703,0.001
148,0.5412,0.001
149,0.5809,0.001
150,0.5854,0.001
151,0.5669,0.001
152,0.5517,0.001
153,0.5669,0.001
154,0.5672,0.001
155,0.5783,0.001
156,0.5618,0.001
157,0.5621,0.001
158,0.5873,0.001
159,0.5773,0.001
160,0.5746,0.001
161,0.5701,0.001
162,0.5747,0.001
163,0.5811,0.001
164,0.5719,0.001
165,0.5843,0.001
166,0.571,0.001
167,0.5855,0.001
168,0.5774,0.001
169,0.595,0.001
170,0.5972,0.001
171,0.5824,0.001
172,0.5889,0.001
173,0.5949,0.001
174,0.5855,0.001
175,0.5848,0.001
176,0.5964,0.001
177,0.5936,0.001
178,0.5769,0.001
179,0.5859,0.001
180,0.5929,0.001
181,0.5946,0.001
182,0.5917,0.001
183,0.5778,0.001
184,0.5831,0.001
185,0.5907,0.001
186,0.5903,0.001
187,0.5804,0.001
188,0.5923,0.001
189,0.5859,0.001
190,0.5902,0.001
191,0.592,0.001
192,0.5762,0.001
193,0.584,0.001
194,0.5857,0.001
195,0.5744,0.001
196,0.5863,0.001
197,0.5935,0.001
198,0.5845,0.001
199,0.5829,0.001
200,0.6129,0.0001
201,0.6267,0.0002
202,0.6348,0.00030000000000000003
203,0.6359,0.0004
204,0.6275,0.0005
205,0.6244,0.0006000000000000001
206,0.6289,0.0007000000000000001
207,0.6133,0.0008
208,0.6166,0.0009
209,0.6183,0.001
210,0.6237,0.001
211,0.6018,0.001
212,0.6224,0.001
213,0.6099,0.001
214,0.6339,0.001
215,0.6266,0.001
216,0.6221,0.001
217,0.6325,0.001
218,0.6233,0.001
219,0.627,0.001
220,0.6274,0.001
221,0.6292,0.001
222,0.6299,0.001
223,0.629,0.001
224,0.6279,0.001
225,0.6302,0.001
226,0.6307,0.001
227,0.6296,0.001
228,0.6361,0.001
229,0.6313,0.001
230,0.6197,0.001
231,0.6283,0.001
232,0.6265,0.001
233,0.6283,0.001
234,0.6198,0.001
235,0.6394,0.001
236,0.6247,0.001
237,0.636,0.001
238,0.6372,0.001
239,0.6392,0.001
240,0.6463,0.001
241,0.6477,0.001
242,0.6444,0.001
243,0.639,0.001
244,0.6449,0.001
245,0.6304,0.001
246,0.6396,0.001
247,0.6304,0.001
248,0.6398,0.001
249,0.6404,0.001
250,0.6398,0.001
251,0.6246,0.001
252,0.631,0.001
253,0.6454,0.001
254,0.6377,0.001
255,0.6337,0.001
256,0.6328,0.001
257,0.6366,0.001
258,0.6314,0.001
259,0.6387,0.001
260,0.6439,0.001
261,0.6435,0.001
262,0.6324,0.001
263,0.6353,0.001
264,0.6368,0.001
265,0.6479,0.001
266,0.6458,0.001
267,0.6447,0.001
268,0.643,0.001
269,0.6399,0.001
270,0.6427,0.001
271,0.6424,0.001
272,0.6398,0.001
273,0.6406,0.001
274,0.6391,0.001
275,0.643,0.001
276,0.6277,0.001
277,0.6392,0.001
278,0.641,0.001
279,0.6528,0.001
280,0.6469,0.001
281,0.6541,0.001
282,0.6486,0.001
283,0.6408,0.001
284,0.6507,0.001
285,0.6397,0.001
286,0.6436,0.001
287,0.6379,0.001
288,0.6494,0.001
289,0.6502,0.001
290,0.6515,0.001
291,0.6413,0.001
292,0.6222,0.001
293,0.6454,0.001
294,0.6377,0.001
295,0.6459,0.001
296,0.6492,0.001
297,0.6473,0.001
298,0.6466,0.001
299,0.6511,0.001
300,0.6679,0.0001
301,0.6765,0.0002
302,0.6777,0.00030000000000000003
303,0.6735,0.0004
304,0.675,0.0005
305,0.6739,0.0006000000000000001
306,0.675,0.0007000000000000001
307,0.6718,0.0008
308,0.6646,0.0009
309,0.6459,0.001
310,0.6534,0.001
311,0.6628,0.001
312,0.6642,0.001
313,0.6694,0.001
314,0.6717,0.001
315,0.6663,0.001
316,0.6624,0.001
317,0.6708,0.001
318,0.6819,0.001
319,0.6664,0.001
320,0.6785,0.001
321,0.6733,0.001
322,0.6749,0.001
323,0.6678,0.001
324,0.6804,0.001
325,0.6643,0.001
326,0.6792,0.001
327,0.6794,0.001
328,0.6743,0.001
329,0.6797,0.001
330,0.6721,0.001
331,0.6646,0.001
332,0.6726,0.001
333,0.6719,0.001
334,0.6716,0.001
335,0.6719,0.001
336,0.6699,0.001
337,0.672,0.001
338,0.6703,0.001
339,0.6776,0.001
340,0.6742,0.001
341,0.6696,0.001
342,0.674,0.001
343,0.6721,0.001
344,0.6672,0.001
345,0.6708,0.001
346,0.6739,0.001
347,0.6727,0.001
348,0.6704,0.001
349,0.6839,0.001
350,0.6858,0.001
351,0.6808,0.001
352,0.6779,0.001
353,0.6786,0.001
354,0.6757,0.001
355,0.6708,0.001
356,0.678,0.001
357,0.6749,0.001
358,0.6649,0.001
359,0.6663,0.001
360,0.6837,0.001
361,0.6695,0.001
362,0.6744,0.001
363,0.6801,0.001
364,0.6785,0.001
365,0.6747,0.001
366,0.676,0.001
367,0.6766,0.001
368,0.6835,0.001
369,0.682,0.001
370,0.6844,0.001
371,0.677,0.001
372,0.6784,0.001
373,0.681,0.001
374,0.6723,0.001
375,0.6804,0.001
376,0.6788,0.001
377,0.6794,0.001
378,0.6773,0.001
379,0.6705,0.001
380,0.682,0.001
381,0.6798,0.001
382,0.6774,0.001
383,0.6683,0.001
384,0.6768,0.001
385,0.6775,0.001
386,0.6802,0.001
387,0.6779,0.001
388,0.6805,0.001
389,0.6838,0.001
390,0.683,0.001
391,0.6854,0.001
392,0.6736,0.001
393,0.6782,0.001
394,0.6708,0.001
395,0.6783,0.001
396,0.6696,0.001
397,0.6818,0.001
398,0.6814,0.001
399,0.6795,0.001
400,0.6939,0.0001
401,0.6993,0.0002
402,0.7019,0.00030000000000000003
403,0.6995,0.0004
404,0.6998,0.0005
405,0.7027,0.0006000000000000001
406,0.7019,0.0007000000000000001
407,0.7014,0.0008
408,0.7025,0.0009
409,0.7041,0.001
410,0.7025,0.001
411,0.7035,0.001
412,0.7036,0.001
413,0.7037,0.001
414,0.7036,0.001
415,0.7028,0.001
416,0.7035,0.001
417,0.7034,0.001
418,0.7032,0.001
419,0.7021,0.001
420,0.703,0.001
421,0.7019,0.001
422,0.7007,0.001
423,0.7025,0.001
424,0.7033,0.001
425,0.7014,0.001
426,0.7021,0.001
427,0.6667,0.001
428,0.6953,0.001
429,0.7003,0.001
430,0.6968,0.001
431,0.7072,0.001
432,0.6955,0.001
433,0.7028,0.001
434,0.6976,0.001
435,0.6962,0.001
436,0.7088,0.001
437,0.7007,0.001
438,0.6923,0.001
439,0.6994,0.001
440,0.7092,0.001
441,0.7057,0.001
442,0.7005,0.001
443,0.7033,0.001
444,0.7022,0.001
445,0.6912,0.001
446,0.7035,0.001
447,0.7005,0.001
448,0.7059,0.001
449,0.6995,0.001
450,0.7058,0.001
451,0.7058,0.001
452,0.7091,0.001
453,0.7119,0.001
454,0.7112,0.001
455,0.7145,0.001
456,0.7148,0.001
457,0.7146,0.001
458,0.7147,0.001
459,0.7146,0.001
460,0.7153,0.001
461,0.7155,0.001
462,0.7167,0.001
463,0.7149,0.001
464,0.7162,0.001
465,0.7143,0.001
466,0.7129,0.001
467,0.7131,0.001
468,0.7146,0.001
469,0.7162,0.001
470,0.7163,0.001
471,0.7157,0.001
472,0.7175,0.001
473,0.7148,0.001
474,0.7165,0.001
475,0.7164,0.001
476,0.7167,0.001
477,0.7165,0.001
478,0.7172,0.001
479,0.7157,0.001
480,0.718,0.001
481,0.7164,0.001
482,0.7155,0.001
483,0.7172,0.001
484,0.7182,0.001
485,0.7179,0.001
486,0.7159,0.001
487,0.7174,0.001
488,0.7177,0.001
489,0.7172,0.001
490,0.7164,0.001
491,0.7172,0.001
492,0.7175,0.001
493,0.7182,0.001
494,0.7172,0.001
495,0.7177,0.001
496,0.7186,0.001
497,0.718,0.001
498,0.718,0.001
499,0.7178,0.001
500,0.7259,0.0001
501,0.7322,0.0002
502,0.7306,0.00030000000000000003
503,0.7289,0.0004
504,0.7295,0.0005
505,0.7287,0.0006000000000000001
506,0.7274,0.0007000000000000001
507,0.7259,0.0008
508,0.7247,0.0009
509,0.7043,0.001
510,0.7062,0.001
511,0.7161,0.001
512,0.7136,0.001
513,0.7175,0.001
514,0.7167,0.001
515,0.7194,0.001
516,0.7176,0.001
517,0.7138,0.001
518,0.7182,0.001
519,0.714,0.001
520,0.7185,0.001
521,0.7176,0.001
522,0.7242,0.001
523,0.7159,0.001
524,0.7144,0.001
525,0.7129,0.001
526,0.7207,0.001
527,0.7123,0.001
528,0.7162,0.001
529,0.7191,0.001
530,0.7154,0.001
531,0.7218,0.001
532,0.7231,0.001
533,0.7181,0.001
534,0.7213,0.001
535,0.718,0.001
536,0.7227,0.001
537,0.7128,0.001
538,0.7237,0.001
539,0.7235,0.001
540,0.7248,0.001
541,0.7193,0.001
542,0.7204,0.001
543,0.7178,0.001
544,0.7174,0.001
545,0.7238,0.001
546,0.7263,0.001
547,0.7228,0.001
548,0.7193,0.001
549,0.723,0.001
550,0.724,0.001
551,0.7242,0.001
552,0.7218,0.001
553,0.7244,0.001
554,0.7178,0.001
555,0.7255,0.001
556,0.7212,0.001
557,0.7274,0.001
558,0.7282,0.001
559,0.7222,0.001
560,0.7213,0.001
561,0.7171,0.001
562,0.7197,0.001
563,0.7221,0.001
564,0.7152,0.001
565,0.7252,0.001
566,0.7252,0.001
567,0.7233,0.001
568,0.7224,0.001
569,0.7254,0.001
570,0.7252,0.001
571,0.7196,0.001
572,0.7229,0.001
573,0.7267,0.001
574,0.7188,0.001
575,0.7226,0.001
576,0.7292,0.001
577,0.721,0.001
578,0.7254,0.001
579,0.7293,0.001
580,0.7277,0.001
581,0.7288,0.001
582,0.7315,0.001
583,0.7259,0.001
584,0.7268,0.001
585,0.7255,0.001
586,0.7245,0.001
587,0.7251,0.001
588,0.7253,0.001
589,0.7279,0.001
590,0.733,0.001
591,0.7342,0.001
592,0.7326,0.001
593,0.7311,0.001
594,0.724,0.001
595,0.7292,0.001
596,0.722,0.001
597,0.7275,0.001
598,0.7288,0.001
599,0.7193,0.001
600,0.7381,0.0001
601,0.7434,0.0002
602,0.7447,0.00030000000000000003
603,0.7421,0.0004
604,0.7413,0.0005
605,0.7413,0.0006000000000000001
606,0.7414,0.0007000000000000001
607,0.7436,0.0008
608,0.7429,0.0009
609,0.7439,0.001
610,0.7435,0.001
611,0.743,0.001
612,0.7435,0.001
613,0.7433,0.001
614,0.7445,0.001
615,0.7435,0.001
616,0.7419,0.001
617,0.7422,0.001
618,0.743,0.001
619,0.7413,0.001
620,0.7417,0.001
621,0.7431,0.001
622,0.7427,0.001
623,0.7456,0.001
624,0.7447,0.001
625,0.7438,0.001
626,0.7439,0.001
627,0.7458,0.001
628,0.7433,0.001
629,0.7442,0.001
630,0.7436,0.001
631,0.7434,0.001
632,0.7425,0.001
633,0.7426,0.001
634,0.7449,0.001
635,0.744,0.001
636,0.7443,0.001
637,0.7447,0.001
638,0.746,0.001
639,0.7446,0.001
640,0.7456,0.001
641,0.7433,0.001
642,0.7443,0.001
643,0.7438,0.001
644,0.742,0.001
645,0.744,0.001
646,0.7458,0.001
647,0.7443,0.001
648,0.7473,0.001
649,0.7461,0.001
650,0.7443,0.001
651,0.7443,0.001
652,0.7445,0.001
653,0.7445,0.001
654,0.7091,0.001
655,0.7394,0.001
656,0.7415,0.001
657,0.7447,0.001
658,0.7452,0.001
659,0.7462,0.001
660,0.7426,0.001
661,0.7463,0.001
662,0.7432,0.001
663,0.7434,0.001
664,0.7359,0.001
665,0.736,0.001
666,0.7448,0.001
667,0.7462,0.001
668,0.7404,0.001
669,0.7421,0.001
670,0.7478,0.001
671,0.7458,0.001
672,0.7434,0.001
673,0.7477,0.001
674,0.7436,0.001
675,0.7427,0.001
676,0.7385,0.001
677,0.7468,0.001
678,0.7424,0.001
679,0.7509,0.001
680,0.745,0.001
681,0.7446,0.001
682,0.748,0.001
683,0.7447,0.001
684,0.7436,0.001
685,0.7443,0.001
686,0.7474,0.001
687,0.7374,0.001
688,0.7366,0.001
689,0.7394,0.001
690,0.7448,0.001
691,0.7455,0.001
692,0.7454,0.001
693,0.7464,0.001
694,0.7483,0.001
695,0.7518,0.001
696,0.752,0.001
697,0.7488,0.001
698,0.7344,0.001
699,0.7402,0.001
700,0.749,0.0001
701,0.7538,0.0002
702,0.7562,0.00030000000000000003
703,0.7557,0.0004
704,0.7544,0.0005
705,0.7542,0.0006000000000000001
706,0.754,0.0007000000000000001
707,0.7538,0.0008
708,0.7543,0.0009
709,0.7545,0.001
710,0.7546,0.001
711,0.744,0.001
712,0.7448,0.001
713,0.7456,0.001
714,0.7511,0.001
715,0.7515,0.001
716,0.7535,0.001
717,0.7586,0.001
718,0.759,0.001
719,0.7573,0.001
720,0.7569,0.001
721,0.7443,0.001
722,0.7486,0.001
723,0.7583,0.001
724,0.7552,0.001
725,0.7515,0.001
726,0.7576,0.001
727,0.7561,0.001
728,0.7567,0.001
729,0.7484,0.001
730,0.7554,0.001
731,0.7516,0.001
732,0.7594,0.001
733,0.756,0.001
734,0.762,0.001
735,0.7597,0.001
736,0.7638,0.001
737,0.7625,0.001
738,0.7612,0.001
739,0.7616,0.001
740,0.7546,0.001
741,0.7466,0.001
742,0.7485,0.001
743,0.758,0.001
744,0.7597,0.001
745,0.7616,0.001
746,0.7551,0.001
747,0.757,0.001
748,0.7553,0.001
749,0.7568,0.001
750,0.7589,0.001
751,0.7595,0.001
752,0.7584,0.001
753,0.7539,0.001
754,0.755,0.001
755,0.7546,0.001
756,0.753,0.001
757,0.7558,0.001
758,0.7553,0.001
759,0.7598,0.001
760,0.7506,0.001
761,0.7546,0.001
762,0.7533,0.001
763,0.7605,0.001
764,0.7548,0.001
765,0.7575,0.001
766,0.7591,0.001
767,0.7617,0.001
768,0.7558,0.001
769,0.7655,0.001
770,0.7575,0.001
771,0.7583,0.001
772,0.7634,0.001
773,0.759,0.001
774,0.7602,0.001
775,0.7578,0.001
776,0.7574,0.001
777,0.754,0.001
778,0.7622,0.001
779,0.7591,0.001
780,0.7606,0.001
781,0.7628,0.001
782,0.7644,0.001
783,0.7633,0.001
784,0.7648,0.001
785,0.7632,0.001
786,0.7602,0.001
787,0.7572,0.001
788,0.7445,0.001
789,0.7598,0.001
790,0.7598,0.001
791,0.7656,0.001
792,0.7616,0.001
793,0.76,0.001
794,0.7589,0.001
795,0.7606,0.001
796,0.76,0.001
797,0.7597,0.001
798,0.7624,0.001
799,0.7631,0.001
800,0.7681,0.0001
801,0.7711,0.0002
802,0.773,0.00030000000000000003
803,0.7701,0.0004
804,0.7711,0.0005
805,0.7714,0.0006000000000000001
806,0.7722,0.0007000000000000001
807,0.7721,0.0008
808,0.7728,0.0009
809,0.7731,0.001
810,0.7739,0.001
811,0.7751,0.001
812,0.7752,0.001
813,0.7746,0.001
814,0.774,0.001
815,0.7735,0.001
816,0.747,0.001
817,0.7653,0.001
818,0.7649,0.001
819,0.771,0.001
820,0.7771,0.001
821,0.775,0.001
822,0.7768,0.001
823,0.7738,0.001
824,0.7714,0.001
825,0.7664,0.001
826,0.7591,0.001
827,0.7702,0.001
828,0.7718,0.001
829,0.7754,0.001
830,0.772,0.001
831,0.7707,0.001
832,0.7681,0.001
833,0.7692,0.001
834,0.7652,0.001
835,0.7725,0.001
836,0.7712,0.001
837,0.7749,0.001
838,0.7742,0.001
839,0.7753,0.001
840,0.7689,0.001
841,0.7711,0.001
842,0.7704,0.001
843,0.7628,0.001
844,0.7666,0.001
845,0.7685,0.001
846,0.7692,0.001
847,0.7647,0.001
848,0.7711,0.001
849,0.7706,0.001
850,0.7713,0.001
851,0.773,0.001
852,0.7722,0.001
853,0.7718,0.001
854,0.7739,0.001
855,0.7742,0.001
856,0.7738,0.001
857,0.7763,0.001
858,0.7743,0.001
859,0.7765,0.001
860,0.7754,0.001
861,0.7747,0.001
862,0.7752,0.001
863,0.775,0.001
864,0.7757,0.001
865,0.7749,0.001
866,0.7754,0.001
867,0.7749,0.001
868,0.7751,0.001
869,0.738,0.001
870,0.7622,0.001
871,0.7695,0.001
872,0.7743,0.001
873,0.7765,0.001
874,0.7783,0.001
875,0.778,0.001
876,0.7787,0.001
877,0.7792,0.001
878,0.7799,0.001
879,0.7785,0.001
880,0.7812,0.001
881,0.7808,0.001
882,0.779,0.001
883,0.7793,0.001
884,0.7793,0.001
885,0.7792,0.001
886,0.7798,0.001
887,0.779,0.001
888,0.7797,0.001
889,0.7789,0.001
890,0.78,0.001
891,0.7803,0.001
892,0.7812,0.001
893,0.7803,0.001
894,0.7795,0.001
895,0.7803,0.001
896,0.7809,0.001
897,0.7801,0.001
898,0.7798,0.001
899,0.7808,0.001
900,0.7791,0.0001
901,0.7774,0.0002
902,0.7784,0.00030000000000000003
903,0.7801,0.0004
904,0.7793,0.0005
905,0.7809,0.0006000000000000001
906,0.7806,0.0007000000000000001
907,0.7812,0.0008
908,0.7811,0.0009
909,0.7793,0.001
910,0.7804,0.001
911,0.78,0.001
912,0.7814,0.001
913,0.7826,0.001
914,0.7821,0.001
915,0.782,0.001
916,0.7811,0.001
917,0.7801,0.001
918,0.7711,0.001
919,0.7735,0.001
920,0.7756,0.001
921,0.7773,0.001
922,0.7775,0.001
923,0.7804,0.001
924,0.7777,0.001
925,0.779,0.001
926,0.7756,0.001
927,0.7771,0.001
928,0.7557,0.001
929,0.7699,0.001
930,0.7749,0.001
931,0.7806,0.001
932,0.7793,0.001
933,0.7788,0.001
934,0.7839,0.001
935,0.7831,0.001
936,0.7826,0.001
937,0.7851,0.001
938,0.784,0.001
939,0.7684,0.001
940,0.7738,0.001
941,0.7799,0.001
942,0.7777,0.001
943,0.7838,0.001
944,0.7856,0.001
945,0.7859,0.001
946,0.783,0.001
947,0.7849,0.001
948,0.7839,0.001
949,0.7856,0.001
950,0.764,0.001
951,0.7751,0.001
952,0.7809,0.001
953,0.7816,0.001
954,0.7852,0.001
955,0.7837,0.001
956,0.7846,0.001
957,0.7843,0.001
958,0.7838,0.001
959,0.7835,0.001
960,0.7826,0.001
961,0.7848,0.001
962,0.7845,0.001
963,0.7842,0.001
964,0.7717,0.001
965,0.7756,0.001
966,0.7803,0.001
967,0.7857,0.001
968,0.7859,0.001
969,0.7861,0.001
970,0.7836,0.001
971,0.773,0.001
972,0.7718,0.001
973,0.7762,0.001
974,0.7799,0.001
975,0.78,0.001
976,0.7869,0.001
977,0.7822,0.001
978,0.7808,0.001
979,0.7737,0.001
980,0.7795,0.001
981,0.7839,0.001
982,0.7814,0.001
983,0.7851,0.001
984,0.7866,0.001
985,0.7804,0.001
986,0.7791,0.001
987,0.7761,0.001
988,0.7768,0.001
989,0.7776,0.001
990,0.7784,0.001
991,0.7738,0.001
992,0.7722,0.001
993,0.7758,0.001
994,0.78,0.001
995,0.7792,0.001
996,0.7779,0.001
997,0.7795,0.001
998,0.7832,0.001
999,0.7817,0.001
