,accuracy
0,0.1
1,0.2181
2,0.3924
3,0.4009
4,0.3684
5,0.3813
6,0.4068
7,0.3769
8,0.2926
9,0.3257
10,0.3857
11,0.3917
12,0.4461
13,0.3333
14,0.3955
15,0.4217
16,0.4327
17,0.3904
18,0.4191
19,0.4431
20,0.4412
21,0.3684
22,0.4169
23,0.3845
24,0.4464
25,0.4496
26,0.3463
27,0.4532
28,0.4351
29,0.4319
30,0.4451
31,0.4504
32,0.4372
33,0.4209
34,0.4391
35,0.4662
36,0.4779
37,0.4552
38,0.4176
39,0.4635
40,0.4584
41,0.4718
42,0.4745
43,0.4398
44,0.4708
45,0.455
46,0.468
47,0.4733
48,0.4701
49,0.4616
50,0.4796
51,0.4813
52,0.4927
53,0.4869
54,0.477
55,0.4695
56,0.4695
57,0.4787
58,0.4873
59,0.4677
60,0.4626
61,0.4857
62,0.4936
63,0.5023
64,0.5034
65,0.4341
66,0.4864
67,0.4656
68,0.4664
69,0.4799
70,0.5063
71,0.4849
72,0.461
73,0.4993
74,0.4575
75,0.5069
76,0.4926
77,0.4765
78,0.5059
79,0.4964
80,0.4787
81,0.4863
82,0.505
83,0.5127
84,0.4874
85,0.509
86,0.4929
87,0.501
88,0.5031
89,0.4721
90,0.497
91,0.4846
92,0.5006
93,0.5
94,0.467
95,0.4743
96,0.4991
97,0.4961
98,0.5047
99,0.5022
100,0.5524
101,0.568
102,0.5828
103,0.5791
104,0.5735
105,0.5695
106,0.53
107,0.5712
108,0.5547
109,0.5579
110,0.5686
111,0.534
112,0.5637
113,0.5713
114,0.5572
115,0.5631
116,0.5587
117,0.5582
118,0.5722
119,0.5446
120,0.5732
121,0.5634
122,0.5684
123,0.5503
124,0.5775
125,0.556
126,0.5815
127,0.5652
128,0.5787
129,0.6
130,0.5739
131,0.5673
132,0.5818
133,0.5836
134,0.5825
135,0.5917
136,0.5864
137,0.5829
138,0.567
139,0.5799
140,0.5668
141,0.5827
142,0.5812
143,0.5835
144,0.5475
145,0.5662
146,0.5875
147,0.5754
148,0.5858
149,0.5707
150,0.5897
151,0.5587
152,0.5808
153,0.5584
154,0.5817
155,0.5826
156,0.59
157,0.5801
158,0.588
159,0.5946
160,0.5792
161,0.5814
162,0.5911
163,0.6021
164,0.5864
165,0.5834
166,0.5534
167,0.59
168,0.5914
169,0.5832
170,0.5938
171,0.6009
172,0.6001
173,0.5703
174,0.601
175,0.5997
176,0.5951
177,0.592
178,0.5945
179,0.6057
180,0.601
181,0.6038
182,0.5956
183,0.6073
184,0.6158
185,0.6004
186,0.6062
187,0.6045
188,0.6044
189,0.5889
190,0.6026
191,0.5964
192,0.6082
193,0.6038
194,0.6012
195,0.5975
196,0.5901
197,0.6034
198,0.6127
199,0.6132
200,0.6315
201,0.6461
202,0.6495
203,0.6489
204,0.641
205,0.6475
206,0.6446
207,0.6238
208,0.6333
209,0.6333
210,0.641
211,0.6329
212,0.6095
213,0.6375
214,0.6427
215,0.6378
216,0.637
217,0.6449
218,0.6332
219,0.6355
220,0.6368
221,0.6544
222,0.6376
223,0.6388
224,0.6416
225,0.6362
226,0.6472
227,0.6354
228,0.6434
229,0.6452
230,0.636
231,0.6395
232,0.6471
233,0.649
234,0.6464
235,0.6461
236,0.6457
237,0.6539
238,0.6438
239,0.6464
240,0.6478
241,0.6478
242,0.6442
243,0.6497
244,0.6426
245,0.6483
246,0.6516
247,0.6474
248,0.6474
249,0.6504
250,0.6518
251,0.6501
252,0.6509
253,0.64
254,0.648
255,0.6349
256,0.6534
257,0.652
258,0.6528
259,0.6444
260,0.6344
261,0.6465
262,0.6428
263,0.6385
264,0.6486
265,0.6463
