,accuracy
0,0.1
1,0.1138
2,0.2382
3,0.312
4,0.3931
5,0.3858
6,0.4635
7,0.3775
8,0.4248
9,0.41
10,0.4277
11,0.4197
12,0.3846
13,0.4579
14,0.392
15,0.4285
16,0.4161
17,0.4254
18,0.4307
19,0.352
20,0.386
21,0.4517
22,0.4418
23,0.4438
24,0.393
25,0.3845
26,0.4195
27,0.3923
28,0.436
29,0.4006
30,0.44
31,0.4309
32,0.4394
33,0.4479
34,0.3875
35,0.4362
36,0.434
37,0.4606
38,0.4504
39,0.4427
40,0.4443
41,0.4038
42,0.4449
43,0.4465
44,0.4499
45,0.4086
46,0.4155
47,0.4393
48,0.4209
49,0.426
50,0.3906
51,0.4479
52,0.4031
53,0.4196
54,0.3914
55,0.4223
56,0.4328
57,0.4381
58,0.429
59,0.4549
60,0.4582
61,0.4516
62,0.4473
63,0.4464
64,0.4517
65,0.458
66,0.4539
67,0.4498
68,0.4671
69,0.4309
70,0.4334
71,0.448
72,0.4684
73,0.4562
74,0.4548
75,0.4356
76,0.4109
77,0.4537
78,0.4748
79,0.4611
80,0.4534
81,0.468
82,0.4374
83,0.4614
84,0.4382
85,0.4259
86,0.4583
87,0.4545
88,0.4578
89,0.4825
90,0.4708
91,0.4261
92,0.4381
93,0.4613
94,0.433
95,0.46
96,0.4584
97,0.4813
98,0.4749
99,0.4447
100,0.5023
101,0.5114
102,0.5189
103,0.5154
104,0.5135
105,0.4959
106,0.4991
107,0.4959
108,0.5006
109,0.493
110,0.4788
111,0.4892
112,0.4886
113,0.48
114,0.4993
115,0.5185
116,0.5031
117,0.513
118,0.5162
119,0.4789
120,0.5095
121,0.497
122,0.5058
123,0.4927
124,0.498
125,0.499
126,0.5062
127,0.5312
128,0.51
129,0.5251
130,0.5094
131,0.5062
132,0.5164
133,0.4942
134,0.5212
135,0.4973
136,0.5109
137,0.5294
138,0.5229
139,0.5219
140,0.5165
141,0.5225
142,0.5257
143,0.5173
144,0.535
145,0.5213
146,0.5124
147,0.4891
148,0.5002
149,0.5123
150,0.4891
151,0.5338
152,0.5262
153,0.5114
154,0.5234
155,0.4953
156,0.5182
157,0.5203
158,0.5196
159,0.5116
160,0.5186
161,0.5291
162,0.5217
163,0.5259
164,0.5323
165,0.5148
166,0.529
167,0.5164
168,0.523
169,0.5264
170,0.5194
171,0.5053
172,0.5266
173,0.5215
174,0.5396
175,0.5239
176,0.5383
177,0.5244
178,0.5426
179,0.5514
180,0.5303
181,0.5356
182,0.5356
183,0.5378
184,0.5515
185,0.5387
186,0.5345
187,0.523
188,0.5499
189,0.5263
190,0.5509
191,0.5369
192,0.5488
193,0.5431
194,0.5214
195,0.5471
196,0.5347
197,0.5412
198,0.5602
199,0.5291
200,0.5722
201,0.581
202,0.5843
203,0.5776
204,0.5732
205,0.5749
206,0.5653
