,accuracy
0,0.1
1,0.1001
2,0.2432
3,0.3576
4,0.399
5,0.3956
6,0.4226
7,0.4605
8,0.4268
9,0.3013
10,0.3767
11,0.432
12,0.3321
13,0.335
14,0.3078
15,0.4331
16,0.4059
17,0.3646
18,0.4148
19,0.4075
20,0.4306
21,0.3617
22,0.388
23,0.4075
24,0.421
25,0.3426
26,0.4271
27,0.4005
28,0.3784
29,0.4098
30,0.4122
31,0.4102
32,0.4203
33,0.3846
34,0.4383
35,0.4172
36,0.4468
37,0.4307
38,0.4456
39,0.4074
40,0.4157
41,0.4005
42,0.4242
43,0.4424
44,0.4195
45,0.4217
46,0.438
47,0.4323
48,0.4284
49,0.4558
50,0.4626
51,0.4366
52,0.3942
53,0.419
54,0.4248
55,0.4187
56,0.4274
57,0.4318
58,0.4231
59,0.4515
60,0.4573
61,0.4448
62,0.4138
63,0.4526
64,0.4413
65,0.4559
66,0.4249
67,0.4288
68,0.4411
69,0.4549
70,0.4298
71,0.4583
72,0.4476
73,0.4652
74,0.448
75,0.4472
76,0.4673
77,0.413
78,0.4535
79,0.4416
80,0.4397
81,0.4352
82,0.4557
83,0.4332
84,0.4267
85,0.4042
86,0.4528
87,0.4266
88,0.4437
89,0.4687
90,0.4601
91,0.3698
92,0.4325
93,0.4509
94,0.4467
95,0.448
96,0.4414
97,0.4421
98,0.4454
99,0.4593
100,0.4948
101,0.5108
102,0.5128
103,0.5168
104,0.5016
105,0.5008
106,0.4868
107,0.4943
108,0.4879
109,0.4862
110,0.5029
111,0.4964
112,0.4916
113,0.4995
114,0.4606
115,0.4803
116,0.4725
117,0.4651
118,0.4881
119,0.4999
120,0.5031
121,0.4855
122,0.4941
123,0.4966
124,0.5092
125,0.5019
126,0.492
127,0.4921
128,0.4865
129,0.4853
130,0.5125
131,0.4922
132,0.4916
133,0.4982
134,0.5083
135,0.5029
136,0.5125
137,0.5029
138,0.506
139,0.5118
140,0.4963
141,0.4865
142,0.5092
143,0.5068
144,0.5088
145,0.5132
146,0.52
147,0.5049
148,0.5094
149,0.4996
150,0.4813
151,0.5092
152,0.5112
153,0.5184
154,0.5005
155,0.5169
156,0.5185
157,0.5036
158,0.509
159,0.5092
160,0.5144
161,0.5033
162,0.5208
163,0.521
164,0.5194
165,0.5158
166,0.508
167,0.5108
168,0.5259
169,0.538
170,0.5018
171,0.5147
172,0.5139
173,0.5144
174,0.4771
175,0.5288
176,0.5332
177,0.5243
178,0.5244
179,0.5266
180,0.529
181,0.5308
182,0.5212
183,0.527
184,0.5064
185,0.5265
186,0.5265
187,0.5277
188,0.528
189,0.5165
190,0.5198
191,0.5242
192,0.5025
193,0.5215
194,0.5288
195,0.5219
196,0.5132
197,0.5395
198,0.5238
199,0.5168
200,0.5545
201,0.557
202,0.5553
203,0.5521
204,0.5531
205,0.5571
206,0.5519
207,0.5363
208,0.5428
209,0.5346
210,0.5475
211,0.5289
212,0.5517
213,0.531
214,0.5552
215,0.5602
216,0.5501
217,0.5445
218,0.5472
219,0.5616
220,0.5693
221,0.5507
222,0.5665
223,0.5552
224,0.5525
225,0.5728
226,0.5548
227,0.5622
228,0.5594
229,0.5453
230,0.5436
231,0.5701
232,0.5486
233,0.5464
234,0.5598
235,0.5646
236,0.5639
237,0.557
238,0.5678
239,0.5648
240,0.548
241,0.5702
242,0.557
243,0.5544
244,0.5688
245,0.5508
246,0.5448
247,0.5496
248,0.5607
249,0.5607
250,0.5542
251,0.562
252,0.5665
253,0.565
254,0.5645
255,0.5588
256,0.5557
257,0.5619
258,0.547
259,0.5695
260,0.5551
261,0.5595
262,0.5657
263,0.5728
264,0.564
