,accuracy
0,0.1
1,0.1648
2,0.2523
3,0.3562
4,0.3479
5,0.4164
6,0.4478
7,0.4124
8,0.3654
9,0.3241
10,0.3937
11,0.4134
12,0.3827
13,0.4095
14,0.3779
15,0.3872
16,0.3699
17,0.3702
18,0.4013
19,0.3951
20,0.3846
21,0.383
22,0.4375
23,0.4103
24,0.4173
25,0.4481
26,0.393
27,0.4393
28,0.4229
29,0.4184
30,0.4146
31,0.4404
32,0.3664
33,0.4383
34,0.4279
35,0.443
36,0.4361
37,0.4553
38,0.4295
39,0.4192
40,0.4412
41,0.4327
42,0.4386
43,0.4219
44,0.4409
45,0.4168
46,0.4463
47,0.4357
48,0.4658
49,0.4807
50,0.4576
51,0.4505
52,0.4423
53,0.4372
54,0.4305
55,0.4557
56,0.4655
57,0.4411
58,0.4023
59,0.4321
60,0.47
61,0.4522
62,0.484
63,0.4558
64,0.4136
65,0.4424
66,0.461
67,0.4494
68,0.457
69,0.4811
70,0.44
71,0.467
72,0.463
73,0.4496
74,0.4851
75,0.4749
76,0.4301
77,0.4662
78,0.4738
79,0.4693
80,0.485
81,0.4622
82,0.4708
83,0.4362
84,0.4831
85,0.4248
86,0.4713
87,0.4676
88,0.4716
89,0.4898
90,0.4636
91,0.4449
92,0.4682
93,0.4855
94,0.4814
95,0.4816
96,0.4482
97,0.4665
98,0.4555
99,0.4504
100,0.526
101,0.5355
102,0.5403
103,0.5427
104,0.5307
105,0.5274
106,0.5145
107,0.523
108,0.5108
109,0.4911
110,0.5073
111,0.5148
112,0.5123
113,0.5098
114,0.5349
115,0.5321
116,0.5218
117,0.5222
118,0.5426
119,0.52
120,0.5192
121,0.5282
122,0.5284
123,0.5406
124,0.5419
125,0.5115
126,0.5314
127,0.5187
128,0.5155
129,0.5342
130,0.5205
131,0.5263
132,0.5542
133,0.5193
134,0.5342
135,0.5341
136,0.5267
137,0.5345
138,0.534
139,0.5425
140,0.5367
141,0.5297
142,0.529
143,0.5461
144,0.5363
145,0.5537
146,0.5494
147,0.5457
148,0.5564
149,0.5502
150,0.5527
151,0.5576
152,0.5389
153,0.5385
154,0.5481
155,0.5451
156,0.5462
157,0.5317
158,0.5547
159,0.5395
160,0.5299
161,0.5292
162,0.5457
163,0.5353
164,0.5366
165,0.5499
166,0.5447
167,0.5583
168,0.5281
169,0.5432
170,0.5586
171,0.5487
172,0.5557
173,0.5673
174,0.5482
175,0.5533
176,0.552
177,0.5545
178,0.5529
179,0.5623
180,0.5471
181,0.5362
182,0.5603
183,0.5628
184,0.5694
185,0.5667
186,0.5644
187,0.5746
188,0.5604
189,0.5511
190,0.5781
191,0.5672
192,0.5464
193,0.5568
194,0.5495
195,0.5472
196,0.5178
197,0.5637
198,0.5735
199,0.5741
200,0.5956
201,0.6033
202,0.606
203,0.6072
204,0.6055
205,0.5968
206,0.6002
207,0.6027
208,0.5913
209,0.576
210,0.5927
211,0.5991
212,0.594
213,0.5883
214,0.585
215,0.5979
216,0.5859
217,0.5959
218,0.5977
219,0.5995
220,0.5898
221,0.6004
222,0.5985
223,0.6066
224,0.5909
225,0.6001
226,0.6037
227,0.6101
228,0.6039
229,0.5913
230,0.5933
231,0.6099
232,0.6026
233,0.6002
234,0.6053
235,0.6068
236,0.6082
237,0.5983
238,0.5947
239,0.5961
240,0.6108
241,0.5929
242,0.6034
243,0.6057
244,0.5897
245,0.6141
246,0.6141
247,0.6193
248,0.6094
249,0.6126
250,0.6054
251,0.6145
252,0.6033
253,0.6133
254,0.61
255,0.6167
256,0.61
257,0.6048
258,0.6095
259,0.6007
260,0.6234
261,0.6164
262,0.6018
263,0.6161
264,0.6171
265,0.6116
266,0.6221
267,0.6158
268,0.6137
269,0.627
270,0.6178
271,0.6169
272,0.6215
273,0.6229
274,0.6024
275,0.6226
276,0.6121
277,0.6114
278,0.6102
279,0.6204
280,0.6078
281,0.6283
282,0.621
283,0.616
284,0.6173
285,0.6227
286,0.6222
287,0.6157
288,0.6163
289,0.622
290,0.6225
291,0.6213
292,0.6349
293,0.6226
294,0.6227
295,0.6323
296,0.6185
297,0.6306
298,0.6204
299,0.6213
300,0.6451
301,0.6552
302,0.6524
303,0.6518
304,0.6568
305,0.6481
306,0.6428
307,0.6476
308,0.6456
309,0.6488
310,0.639
311,0.6377
312,0.6412
313,0.6387
314,0.6517
315,0.6426
316,0.645
317,0.6457
318,0.6498
319,0.6393
320,0.6377
321,0.6515
322,0.6396
323,0.6512
324,0.6432
325,0.6433
326,0.648
327,0.6482
328,0.6453
329,0.65
330,0.651
331,0.6524
332,0.6352
333,0.6526
334,0.647
335,0.6525
336,0.6553
337,0.6507
338,0.6488
339,0.657
340,0.6529
341,0.6448
342,0.652
343,0.6436
344,0.6532
345,0.651
346,0.6426
347,0.6451
348,0.6541
349,0.6495
350,0.6558
351,0.6549
352,0.6582
353,0.6529
354,0.664
355,0.6515
356,0.6536
357,0.6659
358,0.6527
359,0.6632
360,0.6617
361,0.6532
362,0.6565
363,0.6514
364,0.6518
365,0.6567
366,0.6582
367,0.6525
368,0.661
369,0.6479
370,0.6615
371,0.6631
372,0.6455
373,0.655
374,0.6559
375,0.6617
376,0.6701
377,0.662
378,0.6592
379,0.6604
380,0.6646
381,0.6447
382,0.6545
383,0.6543
384,0.6503
385,0.6573
386,0.6537
387,0.6549
388,0.6588
389,0.6579
390,0.6506
391,0.6563
392,0.6587
393,0.6558
394,0.6524
395,0.6596
396,0.6552
397,0.6489
398,0.6582
399,0.6507
400,0.6749
401,0.6783
402,0.6774
403,0.6775
404,0.6756
405,0.679
406,0.6806
407,0.68
408,0.6683
409,0.6693
410,0.6719
411,0.6704
412,0.6715
413,0.6748
414,0.6746
415,0.6746
416,0.6791
417,0.6751
418,0.6796
419,0.6684
420,0.6868
421,0.6841
422,0.6849
423,0.6787
424,0.68
425,0.6928
426,0.6833
427,0.6847
428,0.6866
429,0.6824
430,0.6903
431,0.684
432,0.677
433,0.6903
434,0.6738
435,0.6856
436,0.6834
437,0.6683
438,0.6884
439,0.6884
440,0.6838
441,0.6862
442,0.6828
443,0.6802
444,0.6888
445,0.6832
446,0.6805
447,0.6874
448,0.6862
449,0.6856
450,0.6868
451,0.6828
452,0.6794
453,0.6853
454,0.6878
455,0.6799
456,0.6858
457,0.6868
458,0.6836
459,0.6737
460,0.6862
461,0.6898
462,0.6906
463,0.6915
464,0.6928
465,0.6872
466,0.6901
467,0.6879
468,0.6895
469,0.6804
470,0.6832
471,0.6908
472,0.6837
473,0.6875
474,0.6852
475,0.6858
476,0.6862
477,0.6945
478,0.6893
479,0.6867
480,0.6859
481,0.6857
482,0.685
483,0.6875
484,0.6842
485,0.6835
486,0.6852
487,0.6838
488,0.6886
489,0.6898
490,0.6898
491,0.6897
492,0.6823
493,0.6858
494,0.6854
495,0.686
496,0.6972
497,0.6942
498,0.691
499,0.6872
500,0.7016
501,0.7016
502,0.7027
503,0.7021
504,0.7014
505,0.7039
506,0.7066
507,0.7058
508,0.7059
509,0.7022
510,0.686
511,0.688
512,0.6895
513,0.6921
514,0.6966
515,0.6944
516,0.6997
517,0.6982
518,0.6974
519,0.6981
520,0.7056
521,0.6974
522,0.701
523,0.7009
524,0.7071
525,0.7076
526,0.7058
527,0.7018
528,0.7029
529,0.7048
530,0.7007
531,0.7026
532,0.6958
533,0.6997
534,0.6908
535,0.6989
536,0.6929
537,0.6968
538,0.7012
539,0.7057
540,0.6987
541,0.7024
542,0.6978
543,0.6924
544,0.6967
545,0.7007
546,0.7012
547,0.7046
548,0.701
549,0.7044
550,0.7067
551,0.6966
552,0.7009
553,0.6959
554,0.7034
555,0.7076
556,0.7092
557,0.7073
558,0.705
559,0.7053
560,0.7097
561,0.7035
562,0.706
563,0.7081
564,0.7057
565,0.7106
566,0.7053
567,0.7145
568,0.7053
569,0.7147
570,0.7134
571,0.7016
572,0.7093
573,0.7075
574,0.7084
575,0.7097
576,0.705
577,0.7089
578,0.7033
579,0.7087
580,0.7075
581,0.7136
582,0.7065
583,0.7128
584,0.7078
585,0.7141
586,0.7122
587,0.711
588,0.7067
589,0.7147
590,0.7163
591,0.7169
592,0.7113
593,0.7145
594,0.7092
595,0.716
596,0.7155
597,0.7179
598,0.716
599,0.7163
600,0.72
601,0.7254
602,0.7232
603,0.7214
604,0.7169
605,0.7203
