,accuracy
0,0.103
1,0.3895
2,0.3529
3,0.4396
4,0.3343
5,0.3581
6,0.3673
7,0.3653
8,0.3488
9,0.3569
10,0.3574
11,0.3815
12,0.3424
13,0.4465
14,0.3745
15,0.3608
16,0.4267
17,0.446
18,0.4213
19,0.4354
20,0.4473
21,0.4137
22,0.4346
23,0.4371
24,0.4658
25,0.4235
26,0.4403
27,0.4092
28,0.4665
29,0.4814
30,0.4921
31,0.4407
32,0.4758
33,0.4239
34,0.4844
35,0.4916
36,0.5005
37,0.4724
38,0.4633
39,0.4584
40,0.4871
41,0.4966
42,0.4828
43,0.4661
44,0.4963
45,0.4649
46,0.4918
47,0.4873
48,0.4061
49,0.4934
50,0.468
51,0.4911
52,0.5015
53,0.4737
54,0.5124
55,0.4849
56,0.4903
57,0.4835
58,0.5039
59,0.4634
60,0.4962
61,0.4963
62,0.5077
63,0.5054
64,0.5067
65,0.5147
66,0.4971
67,0.5142
68,0.4941
69,0.5048
70,0.4875
71,0.5009
72,0.5102
73,0.4912
74,0.4964
75,0.5037
76,0.495
77,0.4679
78,0.5039
79,0.4963
80,0.4798
81,0.5066
82,0.5043
83,0.4916
84,0.4921
85,0.5322
86,0.5134
87,0.5216
88,0.5128
89,0.5297
90,0.5028
91,0.5256
92,0.5056
93,0.5045
94,0.5206
95,0.4847
96,0.5114
97,0.526
98,0.5133
99,0.4986
100,0.5612
101,0.5948
102,0.6062
103,0.5978
104,0.5921
105,0.591
106,0.5889
107,0.5795
108,0.5966
109,0.5894
110,0.5794
111,0.5843
112,0.5919
113,0.5939
114,0.5762
115,0.5531
116,0.5859
117,0.6014
118,0.5845
119,0.584
120,0.5944
121,0.5972
122,0.5951
123,0.5811
124,0.5778
125,0.5884
126,0.602
127,0.597
128,0.5889
129,0.5926
130,0.5882
131,0.5824
132,0.5652
133,0.588
134,0.5999
135,0.6006
136,0.5928
137,0.5943
138,0.5931
139,0.5811
140,0.6078
141,0.6066
142,0.6056
143,0.6062
144,0.594
145,0.6051
146,0.6153
147,0.5933
148,0.5988
149,0.6063
150,0.6035
151,0.6025
152,0.6017
153,0.6014
154,0.6035
155,0.6064
156,0.6091
157,0.6113
158,0.6072
159,0.6094
160,0.6076
161,0.612
162,0.5884
163,0.6112
164,0.6131
165,0.5976
166,0.5877
167,0.5953
168,0.6087
169,0.6133
170,0.6033
171,0.5785
172,0.5997
173,0.605
174,0.6133
175,0.602
176,0.609
177,0.5865
178,0.6021
179,0.6162
180,0.5968
181,0.6009
182,0.6066
183,0.6099
184,0.6
185,0.6089
186,0.6111
187,0.6062
188,0.6028
189,0.6087
190,0.6017
191,0.5985
192,0.6194
193,0.6053
194,0.607
195,0.6137
196,0.6154
197,0.6078
198,0.6107
199,0.6204
200,0.6385
201,0.6564
202,0.6661
203,0.6704
204,0.6676
205,0.673
206,0.6635
207,0.6527
208,0.6533
209,0.6525
210,0.652
211,0.6464
212,0.6575
213,0.6491
214,0.6625
215,0.6447
216,0.6536
217,0.6524
218,0.6639
219,0.6556
220,0.6563
221,0.666
222,0.6557
223,0.6521
224,0.6531
225,0.6656
226,0.6558
227,0.6608
228,0.6604
229,0.6508
230,0.6558
231,0.6536
232,0.6624
233,0.6612
234,0.6597
235,0.668
236,0.6725
237,0.665
238,0.6545
239,0.6542
240,0.6497
241,0.6594
242,0.6633
243,0.6697
244,0.6618
245,0.6629
246,0.6601
247,0.6632
248,0.6653
249,0.6606
250,0.6556
251,0.6661
252,0.6668
253,0.6629
254,0.6654
255,0.6602
256,0.6614
257,0.6458
258,0.6651
259,0.6707
260,0.6622
261,0.671
262,0.6637
263,0.674
264,0.6706
265,0.6512
266,0.6589
267,0.6645
268,0.6633
269,0.6611
270,0.6559
271,0.6499
272,0.6575
273,0.6689
274,0.6666
275,0.6701
276,0.6626
277,0.6659
278,0.6548
279,0.6629
280,0.6616
281,0.6647
282,0.6616
283,0.6663
284,0.6744
285,0.6701
286,0.6603
287,0.6627
288,0.6647
289,0.6683
290,0.6653
291,0.6731
292,0.6753
293,0.6793
294,0.6828
295,0.6816
296,0.6843
297,0.6846
298,0.683
299,0.6839
300,0.6906
301,0.6973
302,0.6998
303,0.7033
304,0.7049
305,0.6993
306,0.6991
307,0.6956
308,0.686
309,0.6879
310,0.67
311,0.6803
312,0.682
313,0.6867
314,0.6871
315,0.687
316,0.6874
317,0.6894
318,0.6878
319,0.6909
320,0.6862
321,0.6776
322,0.6833
323,0.6923
324,0.6903
325,0.6914
326,0.6957
327,0.6947
328,0.6966
329,0.6933
330,0.6982
331,0.6875
332,0.6894
333,0.6854
334,0.6881
335,0.6753
336,0.6867
337,0.6834
338,0.6838
339,0.6924
340,0.6926
341,0.6966
342,0.6992
343,0.6944
344,0.693
345,0.6866
346,0.6892
347,0.6885
348,0.6878
