,accuracy
0,0.1
1,0.2061
2,0.3567
3,0.4273
4,0.3493
5,0.3731
6,0.3529
7,0.3502
8,0.3889
9,0.316
10,0.2285
11,0.3337
12,0.367
13,0.4301
14,0.3933
15,0.4172
16,0.3533
17,0.3696
18,0.4326
19,0.3988
20,0.4332
21,0.4005
22,0.3704
23,0.4577
24,0.4601
25,0.4327
26,0.4439
27,0.4369
28,0.4163
29,0.4517
30,0.4407
31,0.4373
32,0.4762
33,0.4108
34,0.4364
35,0.4438
36,0.4865
37,0.4629
38,0.468
39,0.4642
40,0.4398
41,0.4671
42,0.4569
43,0.4813
44,0.4305
45,0.4514
46,0.4628
47,0.4679
48,0.4558
49,0.4764
50,0.4526
51,0.4537
52,0.4888
53,0.4842
54,0.4851
55,0.482
56,0.4364
57,0.4779
58,0.4922
59,0.4747
60,0.4619
61,0.4836
62,0.479
63,0.482
64,0.4733
65,0.476
66,0.4713
67,0.447
68,0.4741
69,0.501
70,0.4489
71,0.4751
72,0.4879
73,0.4879
74,0.4846
75,0.4984
76,0.5078
77,0.4849
78,0.4724
79,0.5107
80,0.5104
81,0.4915
82,0.4789
83,0.4933
84,0.4949
85,0.4942
86,0.4997
87,0.4933
88,0.478
89,0.4923
90,0.5062
91,0.5098
92,0.5009
93,0.5114
94,0.5121
95,0.4964
96,0.5046
97,0.4904
98,0.4797
99,0.4821
100,0.548
101,0.5663
102,0.5862
103,0.5784
104,0.5701
105,0.5581
106,0.5544
107,0.5217
108,0.5401
109,0.5625
110,0.5516
111,0.5468
112,0.5616
113,0.5399
114,0.5455
115,0.5652
116,0.5465
117,0.5703
118,0.5664
119,0.524
120,0.56
121,0.5413
122,0.5636
123,0.5546
124,0.5615
125,0.5714
126,0.574
127,0.5768
128,0.5887
129,0.561
130,0.5926
131,0.5592
132,0.5662
133,0.5759
134,0.549
135,0.579
136,0.5804
137,0.5511
138,0.5747
139,0.5698
140,0.5611
141,0.5845
142,0.5767
143,0.5783
144,0.5889
145,0.5664
146,0.5765
147,0.5841
148,0.5844
149,0.5868
150,0.561
151,0.5624
152,0.5906
153,0.5865
154,0.5906
155,0.5867
156,0.5818
157,0.5913
158,0.5919
159,0.5692
160,0.5908
161,0.5829
162,0.6031
163,0.5978
164,0.5939
165,0.5893
166,0.5845
167,0.588
168,0.5884
169,0.58
170,0.5964
171,0.5986
172,0.5828
173,0.5961
174,0.5914
175,0.5872
176,0.5957
177,0.5972
178,0.5854
179,0.5941
180,0.5935
181,0.5812
182,0.5863
183,0.6021
184,0.5908
185,0.5919
186,0.5837
187,0.5875
188,0.5965
189,0.5886
190,0.5709
191,0.6138
192,0.5978
193,0.5831
194,0.5929
195,0.5962
196,0.6036
197,0.5936
198,0.6073
199,0.5918
200,0.6285
201,0.6443
202,0.6482
203,0.6514
204,0.6474
205,0.6419
206,0.6323
207,0.6392
208,0.6342
209,0.64
210,0.6465
211,0.6469
212,0.6251
213,0.6309
214,0.6412
215,0.6394
216,0.6258
217,0.6408
218,0.635
219,0.6494
220,0.6465
221,0.6477
222,0.6366
223,0.6419
224,0.6398
225,0.6293
226,0.6414
227,0.6395
228,0.6195
229,0.6308
230,0.6425
231,0.6529
232,0.6494
233,0.6451
234,0.6426
235,0.6337
236,0.6371
237,0.6289
238,0.6501
239,0.652
240,0.6405
241,0.636
242,0.6525
243,0.632
244,0.6358
245,0.6485
246,0.6503
247,0.6515
248,0.645
249,0.6373
250,0.6415
251,0.6295
252,0.6496
253,0.6412
254,0.6375
255,0.6416
256,0.6602
257,0.6495
258,0.6628
259,0.6574
260,0.665
261,0.6516
262,0.6571
263,0.6586
264,0.6518
265,0.6521
266,0.6472
267,0.656
268,0.6508
269,0.6549
270,0.6537
271,0.6445
272,0.6608
273,0.6475
274,0.6495
275,0.6466
276,0.6466
277,0.6559
278,0.6466
279,0.6571
280,0.6565
281,0.6448
282,0.6484
283,0.6541
284,0.6499
285,0.6529
286,0.6614
287,0.6581
288,0.6603
289,0.6592
290,0.6623
291,0.6572
292,0.6479
293,0.6467
294,0.6448
295,0.6463
296,0.65
297,0.6463
298,0.6261
299,0.6415
300,0.6713
301,0.6789
302,0.684
303,0.6879
304,0.6816
305,0.6815
306,0.6851
307,0.6849
308,0.6847
309,0.6533
310,0.6672
311,0.6559
312,0.6771
313,0.6686
314,0.6811
315,0.6831
316,0.6782
317,0.6845
318,0.6828
319,0.6767
320,0.67
321,0.681
322,0.6785
323,0.6888
324,0.6789
325,0.6769
326,0.6827
327,0.6669
328,0.6761
329,0.6774
330,0.6813
331,0.6812
332,0.6766
333,0.6691
334,0.6868
335,0.6908
336,0.6932
337,0.6818
338,0.685
339,0.678
340,0.6859
341,0.6788
342,0.6867
343,0.6875
344,0.685
345,0.6865
346,0.6868
347,0.6858
348,0.6868
349,0.6858
350,0.6872
351,0.6829
352,0.6833
353,0.6844
354,0.6813
355,0.6763
356,0.6881
357,0.6846
358,0.6876
359,0.6807
360,0.684
361,0.6814
362,0.6852
363,0.6815
364,0.6681
365,0.6784
366,0.6955
367,0.6848
368,0.6918
369,0.6854
370,0.6918
371,0.6907
372,0.6814
373,0.6882
374,0.6813
375,0.6845
376,0.683
377,0.6811
378,0.6894
379,0.6838
380,0.6782
381,0.6871
382,0.695
383,0.6782
384,0.6869
385,0.6798
386,0.6809
387,0.6871
388,0.6763
389,0.6886
390,0.6897
391,0.6953
392,0.6936
393,0.6978
394,0.6955
395,0.6882
396,0.6887
397,0.6827
398,0.693
399,0.686
400,0.7035
401,0.7116
402,0.7143
403,0.711
404,0.711
405,0.7117
406,0.7146
407,0.7129
408,0.7141
409,0.7006
410,0.7078
411,0.7062
412,0.7046
413,0.6999
414,0.7052
415,0.7075
416,0.716
417,0.7059
418,0.7
419,0.7058
420,0.7104
421,0.7073
422,0.7062
423,0.7028
424,0.7097
425,0.7077
426,0.7014
427,0.7053
428,0.7076
429,0.7076
430,0.7164
431,0.7127
432,0.7023
433,0.7182
434,0.7134
435,0.7036
436,0.7117
437,0.7135
438,0.6879
439,0.7117
440,0.713
441,0.711
442,0.7151
443,0.7171
444,0.7144
445,0.722
446,0.7227
447,0.7224
448,0.7203
449,0.7204
450,0.7198
451,0.7154
452,0.7151
453,0.7096
454,0.7057
455,0.7066
456,0.7183
457,0.7176
458,0.7147
459,0.7208
460,0.7184
461,0.7241
462,0.7175
463,0.7125
464,0.7133
465,0.718
466,0.7166
467,0.7225
468,0.7106
469,0.7105
470,0.7132
471,0.7128
472,0.7165
473,0.7099
474,0.7117
475,0.7072
476,0.7212
477,0.7181
478,0.7209
479,0.724
480,0.7236
481,0.7231
482,0.7233
483,0.7239
484,0.7237
485,0.7249
486,0.7241
487,0.724
488,0.7244
489,0.7239
490,0.7241
491,0.724
492,0.7246
493,0.7248
494,0.7239
495,0.7237
496,0.7236
497,0.7234
498,0.7238
499,0.7246
500,0.7309
501,0.7335
502,0.7347
503,0.7306
504,0.7317
505,0.7324
506,0.7331
507,0.7324
508,0.7324
509,0.7306
510,0.7324
511,0.7314
512,0.7332
513,0.7329
514,0.7209
515,0.7132
516,0.7244
517,0.7233
518,0.7255
519,0.7291
520,0.7305
521,0.7277
522,0.7342
523,0.7256
524,0.7293
525,0.7287
526,0.7254
527,0.724
528,0.726
529,0.7229
530,0.7319
531,0.7326
532,0.7254
533,0.7295
534,0.7266
535,0.7297
536,0.7301
537,0.7308
538,0.7281
539,0.7319
540,0.7246
541,0.7301
542,0.7347
543,0.7293
544,0.7314
545,0.7366
546,0.7292
547,0.7299
548,0.7269
549,0.7357
550,0.7312
551,0.7315
552,0.7311
553,0.7283
554,0.7331
555,0.7288
556,0.7328
557,0.7258
558,0.7271
559,0.7235
560,0.7301
561,0.7323
562,0.7368
563,0.7367
564,0.7414
565,0.739
566,0.7367
567,0.7323
568,0.734
569,0.72
570,0.7348
571,0.7381
572,0.7411
573,0.7407
574,0.7419
575,0.741
576,0.7393
577,0.7434
578,0.7456
579,0.7451
580,0.7457
581,0.7443
582,0.7441
583,0.7448
584,0.7443
585,0.7464
586,0.746
587,0.7467
588,0.7177
589,0.7222
590,0.7391
