,accuracy
0,0.1078
1,0.3094
2,0.4022
3,0.3517
4,0.3547
5,0.4001
6,0.2981
7,0.3339
8,0.3517
9,0.3802
10,0.3816
11,0.342
12,0.3553
13,0.4069
14,0.3616
15,0.4346
16,0.4475
17,0.4173
18,0.4246
19,0.4547
20,0.3951
21,0.382
22,0.4268
23,0.4236
24,0.4258
25,0.4438
26,0.4375
27,0.4533
28,0.4328
29,0.4403
30,0.4572
31,0.4643
32,0.4544
33,0.4473
34,0.4335
35,0.4481
36,0.4646
37,0.4834
38,0.4581
39,0.4773
40,0.452
41,0.4499
42,0.48
43,0.4739
44,0.4674
45,0.4534
46,0.4803
47,0.4596
48,0.4494
49,0.466
50,0.4499
51,0.4957
52,0.4787
53,0.4719
54,0.4865
55,0.4624
56,0.4952
57,0.4737
58,0.4937
59,0.4817
60,0.4437
61,0.486
62,0.4914
63,0.4857
64,0.4539
65,0.4791
66,0.4826
67,0.4707
68,0.5014
69,0.5113
70,0.476
71,0.4964
72,0.4914
73,0.5034
74,0.4596
75,0.4721
76,0.4761
77,0.5014
78,0.481
79,0.4933
80,0.4996
81,0.4945
82,0.5082
83,0.5194
84,0.4626
85,0.484
86,0.4763
87,0.4933
88,0.5065
89,0.4885
90,0.4828
91,0.5029
92,0.5091
93,0.4962
94,0.4744
95,0.5247
96,0.5018
97,0.5065
98,0.5094
99,0.5084
100,0.5522
101,0.5789
102,0.59
103,0.5865
104,0.5744
105,0.58
106,0.5658
107,0.5699
108,0.5369
109,0.5467
110,0.5584
111,0.5719
112,0.5718
113,0.5475
114,0.5677
115,0.5059
116,0.5672
117,0.58
118,0.5771
119,0.5864
120,0.5768
121,0.5719
122,0.5622
123,0.5671
124,0.5622
125,0.5802
126,0.5695
127,0.5676
128,0.5626
129,0.5702
130,0.5517
131,0.5937
132,0.5784
133,0.5679
134,0.5805
135,0.5878
136,0.5964
137,0.5925
138,0.5861
139,0.5771
140,0.5934
141,0.5783
142,0.594
143,0.5781
144,0.5969
145,0.5853
146,0.5836
147,0.5938
148,0.5829
149,0.5899
150,0.6002
151,0.5857
152,0.5986
153,0.5795
154,0.5622
155,0.5764
156,0.6026
157,0.6072
158,0.6053
159,0.5919
160,0.5716
161,0.5849
162,0.5961
163,0.5992
164,0.5976
165,0.6008
166,0.5924
167,0.6013
168,0.5824
169,0.5783
170,0.5891
171,0.5886
172,0.6003
173,0.5952
174,0.5802
175,0.5915
176,0.5993
177,0.5995
178,0.5971
179,0.5991
180,0.5986
181,0.5964
182,0.5912
183,0.6018
184,0.5969
185,0.6083
186,0.6118
187,0.5891
188,0.604
189,0.5926
190,0.6045
191,0.6161
192,0.6048
193,0.5983
194,0.5873
195,0.5965
196,0.6023
197,0.6084
198,0.6013
199,0.5898
200,0.6341
201,0.6557
202,0.669
203,0.6642
204,0.6576
205,0.6556
206,0.6548
207,0.6489
208,0.6434
209,0.6443
210,0.6461
211,0.6199
212,0.6424
213,0.6482
214,0.6307
215,0.6557
216,0.6473
217,0.6463
218,0.6468
219,0.6493
220,0.6548
221,0.6404
222,0.6472
223,0.6477
224,0.6493
225,0.6519
226,0.646
227,0.6481
228,0.6466
229,0.6453
230,0.6416
231,0.6469
232,0.6501
233,0.6532
234,0.6491
235,0.6419
236,0.6497
237,0.6573
238,0.6582
239,0.6579
240,0.6418
241,0.6466
242,0.6461
243,0.6509
244,0.6526
245,0.6259
246,0.6528
247,0.6548
248,0.6487
249,0.6561
250,0.6556
251,0.6558
252,0.655
253,0.6511
254,0.6479
255,0.6505
256,0.6432
257,0.6541
258,0.6573
259,0.6666
260,0.6573
261,0.6577
262,0.6543
263,0.6495
264,0.6394
265,0.6518
266,0.6584
267,0.6595
268,0.6605
269,0.6664
270,0.6557
271,0.6597
272,0.6603
273,0.6567
274,0.6537
275,0.6564
276,0.6564
277,0.6434
278,0.6576
279,0.6477
280,0.6497
281,0.6605
282,0.6652
283,0.6713
284,0.6622
285,0.657
286,0.6348
287,0.6579
288,0.6681
289,0.6624
290,0.6554
291,0.6639
292,0.6499
293,0.6573
294,0.6584
295,0.6641
296,0.6385
297,0.6482
298,0.6647
299,0.6675
300,0.6818
301,0.6903
302,0.697
303,0.697
304,0.6963
305,0.6891
306,0.692
307,0.6862
308,0.6736
309,0.6637
310,0.6763
311,0.6796
312,0.6739
313,0.675
314,0.6797
315,0.6789
316,0.6843
317,0.6907
318,0.6896
319,0.6925
320,0.6904
321,0.6832
322,0.6816
323,0.6834
324,0.6917
325,0.692
326,0.6913
327,0.6894
328,0.6941
329,0.6928
330,0.6869
331,0.6852
332,0.6801
333,0.6839
334,0.6792
335,0.6833
336,0.6836
337,0.6836
338,0.6845
339,0.6862
340,0.6874
341,0.6859
342,0.6919
343,0.6946
344,0.6994
345,0.6971
346,0.6954
347,0.6912
348,0.6945
349,0.6891
350,0.6734
351,0.6857
352,0.6968
353,0.6933
354,0.6837
355,0.683
356,0.6817
357,0.6844
358,0.6842
359,0.6832
360,0.6917
361,0.6925
362,0.6884
363,0.6943
364,0.681
365,0.6911
366,0.6847
367,0.6892
368,0.6802
369,0.6763
370,0.6839
371,0.6884
372,0.6913
373,0.6936
374,0.6895
375,0.6858
376,0.6921
377,0.6872
378,0.6793
379,0.6909
380,0.6907
381,0.6947
382,0.6897
383,0.6983
384,0.6953
385,0.6842
386,0.694
387,0.6887
388,0.6978
389,0.6893
390,0.695
391,0.6854
392,0.6982
393,0.7006
394,0.6912
395,0.6944
396,0.6913
397,0.6864
398,0.6895
399,0.6853
400,0.7051
401,0.7137
402,0.7171
403,0.717
404,0.7137
405,0.7149
406,0.7185
407,0.7177
408,0.7173
409,0.7181
410,0.7189
411,0.7188
412,0.7084
413,0.6781
414,0.7011
415,0.7022
416,0.7091
417,0.7162
418,0.714
419,0.7171
420,0.712
421,0.7155
422,0.7076
423,0.7064
424,0.7129
425,0.713
426,0.713
427,0.713
428,0.7176
429,0.7124
430,0.7104
431,0.7147
432,0.7091
433,0.722
434,0.7167
435,0.7115
436,0.7187
437,0.7178
438,0.7207
439,0.7106
440,0.7118
441,0.7203
442,0.7175
443,0.7128
444,0.7176
445,0.7177
446,0.7088
447,0.7095
448,0.7202
449,0.7142
450,0.7186
451,0.7162
452,0.7157
453,0.7073
454,0.7222
455,0.7086
456,0.7098
457,0.7165
458,0.7194
459,0.7214
460,0.7192
461,0.7164
462,0.7116
463,0.7112
464,0.7129
465,0.7184
466,0.7141
467,0.7177
468,0.7186
469,0.7251
470,0.7228
471,0.7219
472,0.7185
473,0.7098
474,0.7066
475,0.716
476,0.716
477,0.7146
478,0.7167
479,0.719
480,0.7202
481,0.7221
482,0.7212
483,0.7235
484,0.7248
485,0.7232
486,0.7226
487,0.7235
488,0.724
489,0.725
490,0.7253
491,0.725
492,0.7254
493,0.7271
494,0.7259
495,0.7254
496,0.725
497,0.7262
498,0.7254
499,0.7263
500,0.7303
501,0.7353
502,0.7397
503,0.743
504,0.7414
505,0.7392
506,0.7398
507,0.7392
508,0.7378
509,0.7412
510,0.7276
511,0.7247
512,0.7318
513,0.7212
514,0.733
515,0.739
516,0.7319
517,0.7359
518,0.7403
519,0.7356
520,0.7336
521,0.7364
522,0.7351
523,0.7314
524,0.7329
525,0.7333
526,0.7336
527,0.7321
528,0.7414
529,0.7295
530,0.7362
531,0.7342
532,0.7403
533,0.7421
534,0.7359
535,0.7422
536,0.7307
537,0.7344
538,0.7329
539,0.7345
540,0.7386
541,0.7414
542,0.7417
543,0.7395
544,0.7379
545,0.7334
546,0.7405
547,0.7355
548,0.7322
549,0.7358
550,0.7395
551,0.7422
552,0.7397
553,0.7405
554,0.7361
555,0.7312
556,0.736
557,0.7332
558,0.7361
559,0.7366
560,0.7367
561,0.7426
562,0.7347
563,0.732
564,0.7283
565,0.7362
566,0.7377
567,0.7355
568,0.7376
569,0.741
570,0.743
571,0.74
572,0.7403
573,0.7445
574,0.7299
575,0.7307
576,0.7358
577,0.7438
578,0.7397
579,0.743
580,0.7442
581,0.7366
582,0.7358
583,0.7333
584,0.744
585,0.7393
586,0.7478
587,0.7456
588,0.7475
589,0.7488
590,0.747
591,0.7469
592,0.7455
593,0.7302
594,0.7392
595,0.7321
596,0.7355
597,0.735
598,0.7369
599,0.7363
600,0.7451
601,0.7476
602,0.7509
603,0.7514
604,0.751
605,0.7514
606,0.7505
607,0.749
608,0.7511
609,0.7518
610,0.7517
611,0.7532
612,0.7513
613,0.7523
614,0.7521
615,0.7524
616,0.752
617,0.7527
618,0.7537
619,0.7531
620,0.7528
621,0.7541
622,0.7264
623,0.7433
624,0.7533
625,0.7576
626,0.7537
627,0.7537
628,0.7535
629,0.7478
630,0.7461
631,0.7447
632,0.7519
633,0.753
634,0.7556
635,0.76
636,0.7621
637,0.7614
638,0.7602
639,0.7602
640,0.7626
641,0.7612
642,0.7621
643,0.7631
644,0.7612
645,0.7616
646,0.7615
647,0.761
648,0.762
649,0.7629
650,0.762
651,0.7612
652,0.7627
653,0.7616
654,0.7622
655,0.7612
656,0.7617
657,0.7617
658,0.7615
659,0.7611
660,0.7621
661,0.763
662,0.762
663,0.7624
664,0.7611
665,0.761
666,0.7615
667,0.761
668,0.7616
669,0.7626
670,0.7604
671,0.7617
672,0.7634
673,0.7617
674,0.7633
675,0.7625
676,0.7626
677,0.7628
678,0.7624
679,0.7631
680,0.7619
681,0.7621
682,0.7613
683,0.7623
684,0.6964
685,0.7429
686,0.7501
687,0.7481
688,0.7559
689,0.7489
690,0.7571
691,0.7567
692,0.7547
693,0.7572
694,0.756
695,0.7577
696,0.743
697,0.7396
698,0.7454
699,0.7547
700,0.761
701,0.7629
702,0.7669
703,0.7668
704,0.766
705,0.7654
706,0.7657
707,0.7669
708,0.7679
709,0.7667
710,0.7671
711,0.7673
712,0.7484
713,0.7546
714,0.7594
715,0.7637
716,0.7626
717,0.7696
718,0.7718
719,0.7708
720,0.7655
721,0.7639
722,0.755
723,0.7604
724,0.7646
725,0.7673
726,0.7633
727,0.7593
728,0.7608
729,0.7647
730,0.7615
731,0.7633
732,0.7611
733,0.7633
734,0.7554
735,0.7589
736,0.7581
737,0.765
738,0.759
739,0.7582
740,0.7637
741,0.7633
742,0.7652
743,0.7666
744,0.7617
745,0.7588
746,0.7639
747,0.7651
748,0.7628
749,0.7678
750,0.7669
751,0.7653
752,0.7633
753,0.7559
754,0.7528
755,0.76
756,0.7662
757,0.7673
758,0.7676
759,0.7669
760,0.7651
761,0.7575
762,0.7663
763,0.7621
764,0.7642
765,0.7647
766,0.7676
767,0.7686
768,0.7669
769,0.76
770,0.7664
771,0.7587
772,0.7623
773,0.7705
774,0.768
775,0.7682
776,0.7687
777,0.7621
778,0.7663
779,0.765
780,0.7701
781,0.7741
782,0.7745
783,0.7696
784,0.7714
785,0.7733
786,0.7722
787,0.7725
788,0.7692
789,0.7559
790,0.766
791,0.7687
792,0.7738
793,0.7739
794,0.775
795,0.7757
796,0.7776
797,0.7773
798,0.778
799,0.777
800,0.7773
801,0.7795
802,0.7795
803,0.7787
804,0.7823
805,0.7809
806,0.7806
807,0.7824
808,0.7807
809,0.7806
810,0.781
811,0.782
812,0.7811
813,0.7829
814,0.7805
815,0.783
816,0.7828
817,0.7823
818,0.7828
819,0.7829
820,0.7837
821,0.7832
822,0.7818
823,0.7848
824,0.7843
825,0.784
826,0.7824
827,0.7815
828,0.783
829,0.7825
830,0.7839
831,0.7808
832,0.7825
833,0.761
834,0.7802
835,0.7858
836,0.786
837,0.7834
838,0.7844
839,0.7842
840,0.7795
841,0.7725
842,0.7727
843,0.7765
844,0.7842
845,0.7861
846,0.7877
847,0.7883
848,0.782
849,0.7726
850,0.783
851,0.7788
852,0.7803
853,0.7813
854,0.7801
855,0.7778
856,0.7727
857,0.7673
858,0.772
859,0.7784
860,0.7762
861,0.7737
862,0.7788
863,0.7794
864,0.7779
865,0.7739
866,0.7738
867,0.778
868,0.774
869,0.7795
870,0.7794
871,0.7791
872,0.7728
873,0.7725
874,0.7696
875,0.7747
876,0.7772
877,0.7795
878,0.7784
879,0.7789
880,0.7801
881,0.7823
882,0.7822
883,0.7828
884,0.783
885,0.7808
886,0.7826
887,0.7809
888,0.7824
889,0.782
890,0.782
891,0.7821
892,0.781
893,0.7839
894,0.783
895,0.7825
896,0.7824
897,0.7829
898,0.7837
