,accuracy
0,0.1347
1,0.3256
2,0.3098
3,0.3587
4,0.3431
5,0.334
6,0.2846
7,0.3744
8,0.1828
9,0.3493
10,0.3919
11,0.4014
12,0.3859
13,0.4287
14,0.4255
15,0.445
16,0.4464
17,0.4444
18,0.4157
19,0.3613
20,0.3912
21,0.3878
22,0.4741
23,0.4518
24,0.4261
25,0.3839
26,0.3948
27,0.4244
28,0.4799
29,0.4694
30,0.4773
31,0.4739
32,0.4611
33,0.4739
34,0.469
35,0.4567
36,0.4844
37,0.4656
38,0.4705
39,0.4457
40,0.4556
41,0.507
42,0.4848
43,0.4572
44,0.468
45,0.5035
46,0.4743
47,0.4707
48,0.4916
49,0.4881
50,0.4843
51,0.5055
52,0.4682
53,0.4761
54,0.5023
55,0.4881
56,0.4904
57,0.4988
58,0.4808
59,0.5074
60,0.4926
61,0.5131
62,0.5206
63,0.4692
64,0.4822
65,0.4898
66,0.4854
67,0.4982
68,0.4715
69,0.4934
70,0.4937
71,0.5191
72,0.5196
73,0.5054
74,0.5103
75,0.4867
76,0.5
77,0.5152
78,0.4979
79,0.4945
80,0.5037
81,0.4987
82,0.5248
83,0.5193
84,0.5052
85,0.5081
86,0.5177
87,0.512
88,0.4944
89,0.5156
90,0.5134
91,0.5175
92,0.5167
93,0.5221
94,0.5166
95,0.5155
96,0.5138
97,0.4979
98,0.5318
99,0.504
100,0.572
101,0.5914
102,0.608
103,0.6041
104,0.5982
105,0.5929
106,0.5707
107,0.5706
108,0.5632
109,0.5912
110,0.5801
111,0.5748
112,0.5582
113,0.5959
114,0.6041
115,0.5931
116,0.5915
117,0.5754
118,0.6014
119,0.5851
120,0.5929
121,0.5814
122,0.5818
123,0.5726
124,0.5914
125,0.5806
126,0.5949
127,0.6031
128,0.5846
129,0.574
130,0.5858
131,0.5963
132,0.6074
133,0.5732
134,0.5775
135,0.5886
136,0.573
137,0.5906
138,0.5985
139,0.5983
140,0.6031
141,0.5892
142,0.6017
143,0.6092
144,0.5959
145,0.5978
146,0.5729
147,0.6001
148,0.6003
149,0.6044
150,0.5817
151,0.6014
152,0.6001
153,0.6174
154,0.6214
155,0.6177
156,0.6025
157,0.588
158,0.6054
159,0.6076
160,0.6134
161,0.6005
162,0.6188
163,0.6136
164,0.6259
165,0.6172
166,0.6144
167,0.6044
168,0.623
169,0.6018
170,0.6021
171,0.61
172,0.6138
173,0.6157
174,0.6177
175,0.6196
176,0.6156
177,0.6205
178,0.6038
179,0.6065
180,0.6009
181,0.5989
182,0.6031
183,0.6023
184,0.6148
185,0.6171
186,0.6214
187,0.6038
188,0.6115
189,0.6013
190,0.6093
191,0.6135
192,0.5912
193,0.6066
194,0.5968
195,0.6142
196,0.5962
197,0.616
198,0.602
199,0.6145
200,0.6424
201,0.656
202,0.6647
203,0.6607
204,0.6602
205,0.6571
206,0.6465
207,0.6544
208,0.6415
209,0.6484
210,0.6592
211,0.6519
212,0.6532
213,0.6543
214,0.6478
215,0.6452
216,0.6585
217,0.6556
218,0.6549
219,0.6504
220,0.6574
221,0.6573
222,0.6596
223,0.6686
224,0.6642
225,0.6475
226,0.6521
227,0.6547
228,0.6535
229,0.6504
230,0.6501
231,0.6401
232,0.6502
233,0.6577
234,0.6585
235,0.6617
236,0.6563
237,0.6683
238,0.66
239,0.661
240,0.6748
241,0.6509
242,0.6683
243,0.6543
244,0.6664
245,0.6622
246,0.6584
247,0.658
248,0.6549
249,0.662
250,0.6569
251,0.6534
252,0.6537
253,0.6586
254,0.6526
255,0.6666
256,0.6594
257,0.6536
258,0.6684
259,0.6627
260,0.6495
261,0.6615
262,0.6616
263,0.669
264,0.6696
265,0.6732
266,0.6711
267,0.6728
268,0.6676
269,0.6555
270,0.6652
271,0.6614
272,0.6647
273,0.6585
274,0.6573
275,0.6609
276,0.6748
277,0.6565
278,0.6623
279,0.6632
280,0.6716
281,0.6693
282,0.673
283,0.6634
284,0.6523
285,0.6596
286,0.658
287,0.6633
288,0.6679
289,0.6705
290,0.6554
291,0.6569
292,0.6685
293,0.6624
294,0.664
295,0.6525
296,0.6693
297,0.6574
298,0.6589
299,0.6624
300,0.674
301,0.685
302,0.6925
303,0.6932
304,0.6904
305,0.6893
306,0.6913
307,0.6943
308,0.6781
309,0.6785
310,0.6861
311,0.6988
312,0.6845
313,0.6953
314,0.6927
315,0.685
316,0.6866
317,0.6945
318,0.6904
319,0.6918
320,0.6902
321,0.6981
322,0.679
323,0.6919
324,0.7004
325,0.6933
326,0.6849
327,0.6919
328,0.6869
329,0.677
330,0.6901
331,0.7018
332,0.6937
333,0.6952
334,0.6967
335,0.6962
336,0.6897
337,0.6971
338,0.7006
339,0.6927
340,0.6928
341,0.6788
342,0.6958
343,0.6935
344,0.6858
345,0.6972
346,0.6897
347,0.6953
348,0.689
349,0.6889
350,0.6947
351,0.6832
352,0.6926
353,0.699
354,0.6968
355,0.6872
356,0.688
357,0.6992
358,0.6978
359,0.6958
360,0.6963
361,0.6757
362,0.6838
363,0.6906
364,0.6882
365,0.6915
366,0.6874
367,0.6836
368,0.701
369,0.6953
370,0.6928
371,0.6945
372,0.6922
373,0.6956
374,0.6939
375,0.6916
376,0.6848
377,0.6983
378,0.6882
379,0.6867
380,0.7
381,0.6978
382,0.6963
383,0.6957
