,accuracy
0,0.1
1,0.1
2,0.1004
3,0.2253
4,0.2744
5,0.3259
6,0.3389
7,0.3416
8,0.3461
9,0.3729
10,0.3697
11,0.3975
12,0.4205
13,0.3865
14,0.3894
15,0.4135
16,0.4347
17,0.416
18,0.4136
19,0.383
20,0.4241
21,0.4228
22,0.3966
23,0.4068
24,0.4153
25,0.4144
26,0.4057
27,0.4277
28,0.4083
29,0.4265
30,0.4211
31,0.4158
32,0.3874
33,0.3993
34,0.4281
35,0.4074
36,0.419
37,0.4302
38,0.4251
39,0.4238
40,0.4157
41,0.4224
42,0.4018
43,0.4254
44,0.4178
45,0.4152
46,0.413
47,0.4206
48,0.4032
49,0.427
50,0.4227
51,0.4044
52,0.4148
53,0.4063
54,0.3902
55,0.4175
56,0.4226
57,0.391
58,0.4073
59,0.4095
60,0.403
61,0.4043
62,0.4062
63,0.4208
64,0.4076
65,0.422
66,0.4159
67,0.4061
68,0.412
69,0.4198
70,0.4081
71,0.4184
72,0.4008
73,0.4171
74,0.4073
75,0.4053
76,0.3949
77,0.4051
78,0.4205
79,0.4062
80,0.4169
81,0.4032
82,0.4258
83,0.4044
84,0.4112
85,0.4087
86,0.4168
87,0.416
88,0.4061
89,0.4187
90,0.3994
91,0.4082
92,0.4178
93,0.4076
94,0.4007
95,0.4066
96,0.4061
97,0.4084
98,0.4061
99,0.4039
100,0.4316
101,0.4395
102,0.4381
103,0.4429
104,0.4338
105,0.4409
106,0.4337
107,0.4336
108,0.4313
109,0.428
110,0.418
111,0.4409
112,0.4219
113,0.4341
114,0.3987
115,0.4053
116,0.4358
117,0.4262
118,0.417
119,0.4323
120,0.4392
121,0.4278
122,0.4117
123,0.4393
124,0.4262
125,0.4353
126,0.4436
127,0.4242
128,0.4407
129,0.4378
130,0.4208
131,0.4122
132,0.439
133,0.4398
134,0.4294
135,0.4421
136,0.4294
137,0.427
138,0.4391
139,0.4394
140,0.4368
141,0.4378
142,0.4321
143,0.4322
144,0.4425
145,0.4399
146,0.4406
147,0.437
148,0.4371
149,0.4394
150,0.4331
151,0.4419
152,0.4416
153,0.4453
154,0.4354
155,0.4368
156,0.4529
157,0.4437
158,0.4318
159,0.4292
160,0.432
161,0.4433
162,0.4416
163,0.4425
164,0.4284
165,0.4457
166,0.4398
167,0.4435
168,0.4363
169,0.4398
170,0.4445
171,0.4538
172,0.4292
173,0.4387
174,0.4413
175,0.4501
176,0.4457
177,0.4555
178,0.4457
179,0.4509
180,0.4389
181,0.4496
182,0.4561
183,0.4433
184,0.4497
185,0.4475
186,0.4464
187,0.4469
188,0.4322
189,0.4468
190,0.442
191,0.4329
192,0.4382
193,0.4243
194,0.4328
195,0.4461
196,0.4552
197,0.4434
198,0.4363
199,0.451
200,0.45
201,0.4489
202,0.4495
203,0.4575
204,0.4558
205,0.4522
206,0.4642
207,0.4495
208,0.4435
209,0.4511
210,0.4557
211,0.4439
212,0.4556
213,0.4514
214,0.4446
215,0.4527
216,0.4541
217,0.4673
218,0.471
219,0.4617
220,0.4458
221,0.4525
222,0.4539
223,0.4556
224,0.4557
225,0.4556
226,0.4564
227,0.4536
228,0.4547
229,0.4611
230,0.4574
231,0.4618
232,0.4511
233,0.4613
234,0.4662
235,0.4588
236,0.4631
237,0.4731
238,0.4439
239,0.4608
240,0.4546
241,0.4533
242,0.4688
243,0.458
244,0.4557
245,0.4591
246,0.4579
247,0.4667
248,0.4647
249,0.4685
250,0.4631
251,0.4656
252,0.4621
253,0.4678
254,0.4742
255,0.458
256,0.4646
257,0.4502
258,0.4645
259,0.469
260,0.4746
261,0.4662
262,0.4579
263,0.4615
264,0.4702
265,0.4596
266,0.4723
267,0.4742
268,0.4664
269,0.4692
270,0.4625
271,0.4689
272,0.4663
273,0.4553
274,0.466
275,0.4618
276,0.4687
277,0.4678
278,0.4758
279,0.4755
280,0.4763
281,0.4535
282,0.4677
283,0.4705
284,0.4767
285,0.4717
286,0.4753
287,0.4735
288,0.4688
289,0.4677
290,0.4631
291,0.4777
292,0.468
293,0.4651
294,0.4748
295,0.4752
296,0.4785
297,0.478
298,0.4709
299,0.4743
300,0.4759
301,0.4737
302,0.4693
303,0.4681
304,0.4666
305,0.4755
306,0.4675
307,0.4737
308,0.4734
309,0.4635
310,0.4666
311,0.4701
312,0.4717
313,0.4649
314,0.4696
315,0.4635
316,0.4755
317,0.4834
318,0.4799
319,0.4813
320,0.4768
321,0.4714
322,0.4768
323,0.4748
324,0.4768
325,0.4801
326,0.4799
327,0.4666
328,0.4787
329,0.4837
330,0.475
331,0.4843
332,0.4648
333,0.4798
334,0.479
335,0.4801
336,0.4858
337,0.4883
338,0.4744
339,0.476
340,0.4845
341,0.4854
342,0.4839
343,0.484
344,0.4814
345,0.4861
346,0.4837
347,0.4877
348,0.478
349,0.4884
350,0.4928
351,0.49
352,0.4875
353,0.481
354,0.4841
355,0.4892
356,0.4838
357,0.4898
358,0.4916
359,0.4837
360,0.488
361,0.4794
362,0.4846
