,accuracy
0,0.1069
1,0.3575
2,0.3478
3,0.3943
4,0.322
5,0.2443
6,0.4007
7,0.3767
8,0.2837
9,0.4026
10,0.4137
11,0.3645
12,0.4549
13,0.3763
14,0.3914
15,0.3753
16,0.4434
17,0.4467
18,0.4626
19,0.4502
20,0.4653
21,0.4688
22,0.4685
23,0.4812
24,0.5158
25,0.4886
26,0.4759
27,0.4696
28,0.4616
29,0.4969
30,0.4934
31,0.4762
32,0.4909
33,0.4949
34,0.5081
35,0.4922
36,0.4969
37,0.4778
38,0.5104
39,0.4983
40,0.5166
41,0.4887
42,0.4619
43,0.5011
44,0.4802
45,0.5086
46,0.5112
47,0.498
48,0.4994
49,0.5147
50,0.4805
51,0.5086
52,0.5114
53,0.5133
54,0.5092
55,0.5093
56,0.4621
57,0.4619
58,0.5207
59,0.5084
60,0.5174
61,0.4973
62,0.5224
63,0.508
64,0.5154
65,0.4849
66,0.5286
67,0.5075
68,0.5091
69,0.5227
70,0.5183
71,0.5372
72,0.4768
73,0.4949
74,0.4968
75,0.5111
76,0.5236
77,0.5351
78,0.5171
79,0.5146
80,0.5246
81,0.5337
82,0.5018
83,0.5237
84,0.5182
85,0.5361
86,0.5289
87,0.5195
88,0.525
89,0.544
90,0.5032
91,0.5259
92,0.4986
93,0.5218
94,0.5396
95,0.5248
96,0.5297
97,0.5365
98,0.5231
99,0.5223
100,0.5735
101,0.6105
102,0.6205
103,0.6178
104,0.6091
105,0.6108
106,0.584
107,0.5635
108,0.5935
109,0.5973
110,0.6004
111,0.5808
112,0.5935
113,0.5922
114,0.6088
115,0.5965
116,0.6071
117,0.5971
118,0.5955
119,0.5645
120,0.6011
121,0.5997
122,0.6001
123,0.5888
124,0.6076
125,0.5992
126,0.6059
127,0.5815
128,0.6052
129,0.6069
130,0.6068
131,0.6142
132,0.606
133,0.6254
134,0.615
135,0.6019
136,0.5998
137,0.6143
138,0.6121
139,0.6137
140,0.6082
141,0.6115
142,0.6138
143,0.6147
144,0.6013
145,0.6146
146,0.6032
147,0.6269
148,0.5919
149,0.6027
150,0.6232
151,0.6145
152,0.6014
153,0.5951
154,0.6211
155,0.6092
156,0.6094
157,0.6013
158,0.5936
159,0.602
160,0.6043
161,0.6234
162,0.6126
163,0.6139
164,0.6018
165,0.6162
166,0.6092
167,0.606
168,0.6053
169,0.6211
170,0.6275
171,0.6171
172,0.6274
173,0.6204
174,0.6222
175,0.6135
176,0.6206
177,0.595
178,0.598
179,0.5949
180,0.6091
181,0.6162
182,0.6149
183,0.6079
184,0.6182
185,0.6199
186,0.6195
187,0.6181
188,0.6223
189,0.6097
190,0.613
191,0.6263
192,0.6142
193,0.6211
194,0.609
195,0.616
196,0.6186
197,0.6247
198,0.6251
199,0.6011
200,0.6426
201,0.6606
202,0.6722
203,0.6751
204,0.669
205,0.6669
206,0.6619
207,0.661
208,0.6477
209,0.6539
210,0.6482
211,0.6681
212,0.6635
213,0.6584
214,0.6543
215,0.6667
216,0.6689
217,0.664
218,0.6596
219,0.6678
