,accuracy
0,0.1075
1,0.3626
2,0.3879
3,0.4089
4,0.3627
5,0.3164
6,0.3847
7,0.2575
8,0.3572
9,0.3819
10,0.3946
11,0.4199
12,0.3836
13,0.3696
14,0.4619
15,0.4565
16,0.422
17,0.4669
18,0.4009
19,0.495
20,0.4715
21,0.4171
22,0.4689
23,0.4852
24,0.4777
25,0.4815
26,0.4742
27,0.4737
28,0.4862
29,0.4761
30,0.4712
31,0.4241
32,0.476
33,0.4711
34,0.4888
35,0.4783
36,0.5212
37,0.5052
38,0.4865
39,0.4909
40,0.4911
41,0.5201
42,0.5007
43,0.5032
44,0.4997
45,0.4948
46,0.5083
47,0.5196
48,0.4935
49,0.5036
50,0.4876
51,0.5331
52,0.499
53,0.4891
54,0.4775
55,0.5299
56,0.4924
57,0.4667
58,0.5073
59,0.5126
60,0.5033
61,0.5008
62,0.5199
63,0.5277
64,0.5362
65,0.5256
66,0.5184
67,0.5138
68,0.5074
69,0.5191
70,0.5324
71,0.5243
72,0.5311
73,0.5271
74,0.5445
75,0.5238
76,0.5339
77,0.507
78,0.5221
79,0.5273
80,0.5284
81,0.522
82,0.5248
83,0.5294
84,0.5053
85,0.5157
86,0.5282
87,0.5152
88,0.522
89,0.5214
90,0.5319
91,0.5265
92,0.5235
93,0.5336
94,0.5306
95,0.5267
96,0.5466
97,0.5201
98,0.5427
99,0.5482
100,0.5827
101,0.6158
102,0.6257
103,0.6187
104,0.6063
105,0.6035
106,0.6118
107,0.5933
108,0.622
109,0.5958
110,0.6093
111,0.5974
112,0.5951
113,0.6063
114,0.5926
115,0.5926
116,0.6047
117,0.6001
118,0.6145
119,0.604
120,0.6051
121,0.59
122,0.601
123,0.611
124,0.6174
125,0.6123
126,0.605
127,0.5916
128,0.6031
129,0.5941
130,0.6109
131,0.6191
132,0.5932
133,0.6091
134,0.6082
135,0.6202
136,0.6161
137,0.5939
138,0.6136
139,0.6059
140,0.6123
141,0.6196
142,0.6204
143,0.6137
144,0.6108
145,0.6085
146,0.6219
147,0.6176
148,0.6113
149,0.6186
150,0.6037
151,0.6249
152,0.6205
153,0.6201
154,0.6078
155,0.6066
156,0.5922
157,0.6165
158,0.619
159,0.6251
160,0.6174
161,0.5948
162,0.6158
163,0.6181
164,0.623
165,0.629
166,0.6314
167,0.6148
168,0.6205
169,0.6247
170,0.6217
171,0.622
172,0.6171
173,0.6155
174,0.6242
175,0.6211
176,0.6258
177,0.6179
178,0.6281
179,0.6214
180,0.6196
181,0.6294
182,0.6153
183,0.6183
184,0.6221
185,0.6231
186,0.6302
187,0.6298
188,0.6261
189,0.6201
190,0.627
191,0.622
192,0.6085
193,0.6314
194,0.6197
195,0.6249
196,0.6185
197,0.6177
198,0.6235
199,0.623
200,0.6521
201,0.6725
202,0.6796
203,0.6843
204,0.679
205,0.6774
206,0.6766
207,0.6687
208,0.6654
209,0.6589
210,0.6652
211,0.6618
212,0.6648
213,0.665
214,0.6739
215,0.653
216,0.6754
217,0.6673
218,0.6675
219,0.6737
220,0.6756
221,0.6616
222,0.6686
223,0.6692
224,0.6621
225,0.6709
226,0.6716
227,0.6688
228,0.6723
229,0.6556
230,0.677
231,0.6658
232,0.6659
233,0.6579
234,0.6729
235,0.6791
236,0.6786
237,0.6785
238,0.6743
239,0.6765
240,0.6617
241,0.6703
242,0.6624
243,0.6779
244,0.6523
245,0.6718
246,0.6736
