,accuracy
0,0.1131
1,0.3675
2,0.3298
3,0.4009
4,0.3735
5,0.31
6,0.3307
7,0.4124
8,0.3752
9,0.3788
10,0.3994
11,0.4437
12,0.3791
13,0.4096
14,0.4536
15,0.3765
16,0.467
17,0.4719
18,0.4783
19,0.3929
20,0.4547
21,0.4295
22,0.4644
23,0.4751
24,0.485
25,0.461
26,0.481
27,0.446
28,0.4667
29,0.497
30,0.4814
31,0.4971
32,0.496
33,0.521
34,0.4876
35,0.5141
36,0.4881
37,0.5106
38,0.4789
39,0.5176
40,0.4773
41,0.5132
42,0.5075
43,0.5265
44,0.4924
45,0.5091
46,0.5223
47,0.5007
48,0.519
49,0.5093
50,0.5028
51,0.5084
52,0.5128
53,0.4902
54,0.513
55,0.5317
56,0.5246
57,0.5298
58,0.537
59,0.5216
60,0.5018
61,0.5276
62,0.5284
63,0.526
64,0.5352
65,0.5319
66,0.502
67,0.5323
68,0.5339
69,0.5357
70,0.5436
71,0.5484
72,0.5194
73,0.5258
74,0.5099
75,0.5128
76,0.4731
77,0.5228
78,0.5277
79,0.5303
80,0.5259
81,0.5262
82,0.5183
83,0.5254
84,0.509
85,0.5187
86,0.5386
87,0.5125
88,0.5332
89,0.5354
90,0.5348
91,0.5373
92,0.5328
93,0.5399
94,0.5388
95,0.5428
96,0.5456
97,0.5168
98,0.5387
99,0.5549
100,0.5915
101,0.6179
102,0.6302
103,0.6269
104,0.6241
105,0.6216
106,0.5999
107,0.6019
108,0.6099
109,0.5951
110,0.6036
111,0.6035
112,0.6127
113,0.5605
114,0.6108
115,0.5988
116,0.6008
117,0.6152
118,0.6086
119,0.599
120,0.602
121,0.6273
122,0.6019
123,0.6037
124,0.5985
125,0.5979
126,0.5938
127,0.6171
128,0.6176
129,0.6091
130,0.6014
131,0.6071
132,0.6024
133,0.5796
134,0.6236
135,0.6193
136,0.6128
137,0.5749
138,0.615
139,0.6228
140,0.6241
141,0.628
142,0.6205
143,0.6165
144,0.6138
145,0.6149
146,0.6085
147,0.6183
148,0.6148
149,0.618
150,0.6156
151,0.6173
152,0.6189
153,0.617
154,0.6202
155,0.6312
156,0.6235
157,0.6299
158,0.6163
159,0.6233
160,0.6261
161,0.6262
162,0.6236
163,0.6265
164,0.6161
165,0.6278
166,0.6357
167,0.6086
168,0.6241
169,0.6266
170,0.6111
171,0.6254
172,0.6121
173,0.6323
174,0.6214
175,0.6158
176,0.6235
177,0.6083
178,0.6162
179,0.6234
