,accuracy
0,0.1072
1,0.366
2,0.4013
3,0.3651
4,0.3724
5,0.351
6,0.3578
7,0.4074
8,0.3129
9,0.2361
10,0.4204
11,0.4401
12,0.4041
13,0.4426
14,0.4189
15,0.4133
16,0.4149
17,0.4721
18,0.4776
19,0.4575
20,0.4102
21,0.479
22,0.4945
23,0.4627
24,0.4782
25,0.4542
26,0.4766
27,0.497
28,0.4828
29,0.4914
30,0.4967
31,0.5016
32,0.4503
33,0.4456
34,0.4707
35,0.4403
36,0.482
37,0.4662
38,0.5153
39,0.4526
40,0.4952
41,0.484
42,0.5133
43,0.5145
44,0.5014
45,0.487
46,0.4881
47,0.5038
48,0.5004
49,0.5045
50,0.4772
51,0.4907
52,0.5123
53,0.5016
54,0.5046
55,0.5009
56,0.5076
57,0.5112
58,0.4804
59,0.5011
60,0.5111
61,0.5168
62,0.5155
63,0.5078
64,0.5064
65,0.48
66,0.5208
67,0.5311
68,0.5153
69,0.5142
70,0.5194
71,0.5325
72,0.5367
73,0.5248
74,0.4962
75,0.5166
76,0.5379
77,0.5295
78,0.5221
79,0.5239
80,0.5222
81,0.534
82,0.5186
83,0.5223
84,0.5008
85,0.5214
86,0.5188
87,0.538
88,0.5398
89,0.5349
90,0.5178
91,0.5232
92,0.5119
93,0.527
94,0.5336
95,0.4965
96,0.5293
97,0.5238
98,0.5157
99,0.4952
100,0.565
101,0.6038
102,0.6142
103,0.6071
104,0.608
105,0.5888
106,0.5891
107,0.5913
108,0.5869
109,0.5792
110,0.595
111,0.5881
112,0.6044
113,0.5965
114,0.6036
115,0.5846
116,0.5999
117,0.5911
118,0.5961
119,0.583
120,0.5884
121,0.5954
122,0.6069
123,0.5865
124,0.6039
125,0.5979
126,0.5976
127,0.5914
128,0.5829
129,0.5964
130,0.5877
131,0.6135
132,0.6061
133,0.5997
134,0.5986
135,0.6064
136,0.5959
137,0.6128
138,0.6099
139,0.6084
140,0.6194
141,0.6166
142,0.6
143,0.6238
144,0.598
145,0.6056
146,0.6033
147,0.5913
148,0.6088
149,0.5976
150,0.6044
151,0.596
152,0.6108
153,0.6058
154,0.6095
155,0.6106
156,0.6045
157,0.6147
158,0.5993
159,0.6114
160,0.6059
161,0.6029
162,0.622
163,0.6177
164,0.6163
165,0.6125
166,0.6154
167,0.61
168,0.6232
169,0.62
170,0.5985
171,0.6188
172,0.6159
173,0.5999
174,0.6205
175,0.6054
176,0.6001
177,0.6195
178,0.626
179,0.6103
180,0.6216
181,0.6194
182,0.6195
183,0.6201
184,0.6118
185,0.6169
186,0.623
187,0.6213
188,0.6206
189,0.6184
190,0.6232
191,0.6119
192,0.6127
193,0.6143
194,0.6104
195,0.6158
196,0.6209
197,0.6239
198,0.6225
199,0.629
200,0.648
201,0.6612
202,0.6767
203,0.6762
204,0.6685
205,0.6719
206,0.6711
207,0.6627
208,0.6552
209,0.6533
210,0.6644
211,0.663
212,0.6682
213,0.6529
214,0.6595
215,0.6672
216,0.6648
217,0.6632
218,0.6628
219,0.6569
220,0.6699
221,0.6684
222,0.6698
223,0.6606
224,0.6683
225,0.6607
226,0.6676
227,0.6658
228,0.6673
229,0.6625
230,0.6541
231,0.6593
232,0.66
233,0.6652
234,0.6645
235,0.6551
236,0.6662
237,0.6627
238,0.6706
239,0.6703
240,0.6726
241,0.6697
242,0.6622
243,0.6683
244,0.6757
245,0.6686
246,0.6604
247,0.6697
248,0.6754
249,0.67
250,0.6745
251,0.669
252,0.6544
253,0.6637
254,0.6602
255,0.6745
256,0.6622
257,0.6699
258,0.6666
259,0.6687
260,0.6617
261,0.6701
262,0.6621
263,0.6839
264,0.6698
265,0.6628
266,0.6775
267,0.6677
268,0.6764
269,0.6751
270,0.6763
271,0.6763
272,0.6786
273,0.6785
274,0.6796
275,0.6811
276,0.6829
277,0.6818
278,0.6815
279,0.6807
280,0.6815
281,0.6808
282,0.6814
283,0.6815
284,0.6813
285,0.6807
286,0.6823
287,0.6821
288,0.6818
289,0.6815
290,0.6816
291,0.683
292,0.6815
293,0.6812
294,0.6828
295,0.6831
296,0.6833
297,0.6825
298,0.6828
299,0.6826
300,0.6891
301,0.6941
302,0.707
303,0.7049
304,0.7036
305,0.7056
306,0.6981
307,0.6902
308,0.6875
309,0.6863
310,0.6904
311,0.6905
312,0.6955
313,0.7001
314,0.6956
315,0.6951
316,0.702
317,0.6958
318,0.7031
319,0.6842
320,0.689
321,0.6958
322,0.6938
323,0.6939
324,0.6962
325,0.6996
326,0.7018
327,0.7053
328,0.7096
329,0.7006
330,0.702
331,0.6993
332,0.6936
333,0.6984
334,0.6901
335,0.707
336,0.6943
337,0.7017
338,0.7037
339,0.6976
340,0.6937
341,0.7021
342,0.6926
343,0.7029
344,0.6956
345,0.7046
346,0.6973
347,0.6987
348,0.6974
349,0.6945
350,0.7027
351,0.7067
352,0.7078
353,0.7034
354,0.7046
355,0.7055
356,0.6956
357,0.7035
358,0.7022
359,0.6975
360,0.7032
361,0.7008
362,0.7053
363,0.7046
364,0.7059
365,0.7116
366,0.7119
367,0.7019
368,0.6989
369,0.6957
370,0.7105
371,0.7053
372,0.7024
373,0.688
374,0.6973
375,0.6907
376,0.7037
377,0.7136
378,0.7084
379,0.7025
380,0.6906
381,0.6994
382,0.7091
383,0.6977
384,0.7081
385,0.7014
386,0.7007
387,0.7018
388,0.7083
389,0.7057
390,0.7056
391,0.7058
392,0.7123
393,0.711
394,0.7065
395,0.6991
396,0.6994
397,0.7073
398,0.7112
399,0.716
400,0.7237
401,0.7306
402,0.7345
403,0.7333
404,0.7316
405,0.7323
406,0.7312
407,0.7274
408,0.7198
409,0.7072
410,0.7155
411,0.7297
412,0.7213
413,0.7289
414,0.7287
415,0.7299
416,0.7294
417,0.7292
418,0.7253
419,0.7235
420,0.7157
421,0.7347
422,0.6909
423,0.7282
424,0.7296
425,0.733
426,0.7328
427,0.7321
428,0.7306
429,0.7307
430,0.7318
431,0.7323
432,0.7325
433,0.733
434,0.7327
435,0.7273
436,0.731
437,0.7317
438,0.7337
439,0.7315
440,0.7331
441,0.7338
442,0.732
443,0.7329
444,0.7338
445,0.7337
446,0.7329
447,0.7342
448,0.7338
449,0.7224
450,0.7153
451,0.7261
452,0.7275
453,0.7304
454,0.7312
455,0.7311
456,0.7321
457,0.731
458,0.7312
459,0.7308
460,0.7313
461,0.7323
462,0.7246
463,0.7254
464,0.7294
465,0.7269
466,0.7185
467,0.7245
468,0.7265
469,0.7276
470,0.7294
471,0.7285
472,0.7257
473,0.725
474,0.7277
475,0.7283
476,0.7276
477,0.7268
478,0.7286
479,0.7303
480,0.7308
481,0.7313
482,0.7314
483,0.7313
484,0.7309
485,0.7306
486,0.7222
487,0.728
488,0.7241
489,0.7226
490,0.7283
491,0.7281
492,0.7314
493,0.7292
494,0.7313
495,0.7284
496,0.7307
497,0.7294
498,0.7284
499,0.7304
500,0.7344
501,0.736
502,0.7385
503,0.74
504,0.7428
505,0.7407
506,0.7441
507,0.7407
508,0.7398
509,0.7415
510,0.7405
511,0.7389
512,0.7413
513,0.741
514,0.7419
515,0.7417
516,0.7409
517,0.7396
518,0.7381
519,0.7389
520,0.7371
521,0.7388
522,0.7367
523,0.7376
524,0.7363
525,0.7403
526,0.7374
527,0.7427
528,0.7451
529,0.7388
530,0.7378
531,0.7412
532,0.743
533,0.7417
534,0.7357
535,0.74
536,0.7407
537,0.7375
538,0.7391
539,0.744
540,0.7417
541,0.741
542,0.7389
543,0.7417
544,0.7387
545,0.7374
546,0.7411
547,0.7416
548,0.7416
549,0.7438
550,0.7439
551,0.7415
552,0.7427
553,0.7415
554,0.7416
