,accuracy
0,0.1082
1,0.3627
2,0.3596
3,0.3881
4,0.3567
5,0.3223
6,0.3761
7,0.3045
8,0.4088
9,0.4273
10,0.3453
11,0.3714
12,0.388
13,0.3203
14,0.3803
15,0.4596
16,0.4696
17,0.4152
18,0.4332
19,0.4723
20,0.4682
21,0.4534
22,0.4282
23,0.4496
24,0.4742
25,0.4718
26,0.4804
27,0.5014
28,0.4583
29,0.496
30,0.4875
31,0.485
32,0.4795
33,0.4667
34,0.5064
35,0.5081
36,0.4885
37,0.4944
38,0.4655
39,0.5093
40,0.5055
41,0.4948
42,0.479
43,0.5175
44,0.4834
45,0.4749
46,0.506
47,0.4979
48,0.5107
49,0.4922
50,0.5147
51,0.4919
52,0.4917
53,0.5228
54,0.4972
55,0.5019
56,0.4994
57,0.5159
58,0.5036
59,0.4858
60,0.5249
61,0.5007
62,0.5011
63,0.5032
64,0.5039
65,0.5266
66,0.5227
67,0.5036
68,0.4979
69,0.5094
70,0.4918
71,0.5098
72,0.5158
73,0.5229
74,0.521
75,0.5027
76,0.5303
77,0.5339
78,0.5259
79,0.5229
80,0.5229
81,0.5284
82,0.5243
83,0.5208
84,0.5268
85,0.5214
86,0.5196
87,0.516
88,0.5179
89,0.5246
90,0.5325
91,0.5262
92,0.5272
93,0.5093
94,0.5232
95,0.5274
96,0.532
97,0.5195
98,0.4986
99,0.5346
100,0.5794
101,0.6087
102,0.6214
103,0.6258
104,0.6177
105,0.6183
106,0.5954
107,0.5948
108,0.5864
109,0.5843
110,0.6083
111,0.5976
112,0.5849
113,0.6019
114,0.605
115,0.6228
116,0.6116
117,0.6019
118,0.6015
119,0.5944
120,0.6026
121,0.6222
122,0.5909
123,0.6121
124,0.6093
125,0.608
126,0.6133
127,0.6025
128,0.6085
129,0.6077
130,0.6165
131,0.602
132,0.606
133,0.5905
134,0.5967
135,0.5979
136,0.6123
137,0.5919
138,0.6141
139,0.6091
140,0.6021
141,0.6115
142,0.6177
143,0.6148
144,0.6041
145,0.6053
146,0.6228
147,0.6297
148,0.6304
149,0.6146
150,0.6274
151,0.6183
152,0.6149
153,0.6211
154,0.6158
155,0.6034
156,0.6293
157,0.6298
158,0.6196
159,0.6169
160,0.6215
161,0.6107
162,0.6156
163,0.6067
164,0.6183
165,0.6231
166,0.605
167,0.6102
168,0.6209
169,0.6209
170,0.6327
171,0.6204
172,0.625
173,0.6184
174,0.6316
175,0.6306
176,0.6325
177,0.6287
178,0.6289
179,0.6264
180,0.6231
181,0.631
182,0.6252
183,0.6286
184,0.6244
185,0.6226
186,0.6316
187,0.6328
188,0.6264
189,0.6228
190,0.6218
191,0.6309
192,0.6265
193,0.6341
194,0.6333
