,accuracy
0,0.1121
1,0.2988
2,0.4315
3,0.3909
4,0.3429
5,0.3912
6,0.25
7,0.3501
8,0.3409
9,0.2976
10,0.3535
11,0.4332
12,0.4399
13,0.3995
14,0.4422
15,0.4396
16,0.4781
17,0.4382
18,0.4443
19,0.4313
20,0.4403
21,0.4341
22,0.5008
23,0.5238
24,0.4827
25,0.4671
26,0.4488
27,0.4816
28,0.4693
29,0.4819
30,0.5069
31,0.4682
32,0.5267
33,0.4905
34,0.5009
35,0.4942
36,0.4978
37,0.5177
38,0.5256
39,0.4779
40,0.4933
41,0.4769
42,0.4904
43,0.4935
44,0.5251
45,0.5323
46,0.5178
47,0.494
48,0.535
49,0.5278
50,0.5156
51,0.5221
52,0.5238
53,0.5195
54,0.5107
55,0.5237
56,0.5296
57,0.5174
58,0.5044
59,0.5228
60,0.4754
61,0.5317
62,0.5161
63,0.527
64,0.5314
65,0.5387
66,0.5236
67,0.5075
68,0.5137
69,0.522
70,0.5329
71,0.5108
72,0.5415
73,0.5284
74,0.5065
75,0.5153
76,0.5376
77,0.5401
78,0.5435
79,0.5375
80,0.5507
81,0.5218
82,0.5271
83,0.5359
84,0.5349
85,0.5297
86,0.5293
87,0.518
88,0.5132
89,0.5345
90,0.5335
91,0.514
92,0.5022
93,0.5238
94,0.5366
95,0.5411
96,0.5217
97,0.5104
98,0.5393
99,0.5418
100,0.5871
101,0.6179
102,0.6294
103,0.6308
104,0.6254
105,0.6138
106,0.6128
107,0.5969
108,0.6054
109,0.6122
110,0.6116
111,0.6093
112,0.6075
113,0.6214
114,0.5921
115,0.6132
116,0.6088
117,0.6023
118,0.6169
119,0.6184
120,0.6257
121,0.6069
122,0.6025
123,0.6122
124,0.6202
125,0.6187
126,0.612
127,0.6187
128,0.62
129,0.6193
130,0.6066
131,0.6109
132,0.5971
133,0.6169
134,0.6168
135,0.612
136,0.6282
137,0.6253
138,0.6276
139,0.6086
140,0.5995
141,0.5922
142,0.6213
143,0.5793
144,0.6214
145,0.6013
146,0.6225
147,0.6095
148,0.6095
149,0.6115
150,0.6305
151,0.6301
152,0.6176
153,0.6203
154,0.617
155,0.6033
156,0.609
157,0.6252
158,0.6156
159,0.6356
160,0.6075
161,0.6096
162,0.6235
163,0.6249
164,0.6249
165,0.6257
166,0.6222
167,0.6261
168,0.628
169,0.6174
170,0.6096
171,0.6234
172,0.6271
173,0.6261
174,0.6334
175,0.6424
176,0.6433
177,0.636
178,0.6266
179,0.6271
180,0.6129
181,0.6073
182,0.6298
183,0.6354
184,0.6226
185,0.6361
186,0.6279
