,accuracy
0,0.1082
1,0.3627
2,0.3969
3,0.3892
4,0.392
5,0.2942
6,0.3629
7,0.3094
8,0.3919
9,0.4132
10,0.4083
11,0.3398
12,0.4786
13,0.4663
14,0.4594
15,0.3418
16,0.4924
17,0.3908
18,0.3864
19,0.458
20,0.4607
21,0.4685
22,0.4866
23,0.5021
24,0.4593
25,0.4757
26,0.4662
27,0.5037
28,0.5127
29,0.479
30,0.4987
31,0.4828
32,0.4685
33,0.4654
34,0.4992
35,0.4949
36,0.4702
37,0.4729
38,0.4908
39,0.5064
40,0.5047
41,0.5153
42,0.4909
43,0.4963
44,0.4737
45,0.4882
46,0.4669
47,0.4792
48,0.498
49,0.5172
50,0.5068
51,0.4806
52,0.4753
53,0.5204
54,0.5017
55,0.4945
56,0.5185
57,0.5198
58,0.5054
59,0.4939
60,0.5123
61,0.5218
62,0.4997
63,0.5116
64,0.5087
65,0.5022
66,0.4823
67,0.5083
68,0.5277
69,0.5019
70,0.5185
71,0.506
72,0.5209
73,0.5099
74,0.5092
75,0.5082
76,0.48
77,0.4915
78,0.5276
79,0.5194
80,0.5098
81,0.5204
82,0.5156
83,0.5243
84,0.5276
85,0.5179
86,0.5258
87,0.5267
88,0.5234
89,0.5143
90,0.5308
91,0.5233
92,0.5093
93,0.5181
94,0.5128
95,0.5253
96,0.5052
97,0.5215
98,0.5354
99,0.5155
100,0.5775
101,0.608
102,0.6236
103,0.624
104,0.6101
105,0.5934
106,0.5975
107,0.6034
108,0.5908
109,0.5727
110,0.5984
111,0.5753
112,0.5988
113,0.6071
114,0.5924
115,0.5911
116,0.5967
117,0.5969
118,0.6151
119,0.6009
120,0.6157
121,0.5988
122,0.5787
123,0.601
124,0.6007
125,0.615
126,0.6124
127,0.6064
128,0.6033
129,0.6188
130,0.6019
131,0.5997
132,0.6073
133,0.6127
134,0.6083
135,0.6179
136,0.6027
137,0.5891
138,0.6116
139,0.6216
140,0.617
141,0.6198
142,0.6255
143,0.6039
144,0.5918
145,0.6118
146,0.6027
147,0.6149
148,0.6209
149,0.6247
150,0.6134
151,0.6064
152,0.6169
153,0.6098
154,0.6175
155,0.6123
156,0.6124
157,0.6043
158,0.6176
159,0.6201
160,0.6211
161,0.6117
162,0.6254
163,0.6164
164,0.6187
165,0.6238
166,0.6217
167,0.6151
168,0.6222
169,0.5988
170,0.5972
171,0.617
172,0.6258
173,0.6262
174,0.6022
175,0.6195
176,0.6216
177,0.6077
178,0.6125
179,0.6094
180,0.6213
181,0.6184
182,0.5997
183,0.6218
184,0.6311
185,0.6127
186,0.6157
187,0.6154
188,0.6242
189,0.613
190,0.6265
191,0.6231
192,0.6272
193,0.6038
194,0.6301
