,accuracy
0,0.1302
1,0.2051
2,0.3671
3,0.4201
4,0.435
5,0.4171
6,0.3683
7,0.3995
8,0.4074
9,0.3363
10,0.2589
11,0.3212
12,0.3473
13,0.3655
14,0.3719
15,0.4051
16,0.4121
17,0.3918
18,0.4128
19,0.3493
20,0.3181
21,0.4202
22,0.406
23,0.4362
24,0.4612
25,0.46
26,0.4434
27,0.4233
28,0.4462
29,0.4244
30,0.4461
31,0.456
32,0.4059
33,0.4932
34,0.4723
35,0.476
36,0.4785
37,0.4514
38,0.4468
39,0.4602
40,0.4855
41,0.4762
42,0.4475
43,0.4677
44,0.4317
45,0.4885
46,0.4397
47,0.4364
48,0.4917
49,0.4395
50,0.476
51,0.4295
52,0.4696
53,0.4716
54,0.4909
55,0.47
56,0.4497
57,0.44
58,0.4723
59,0.4417
60,0.4982
61,0.48
62,0.498
63,0.493
64,0.4926
65,0.4202
66,0.4652
67,0.5066
68,0.4726
69,0.5005
70,0.4992
71,0.4908
72,0.4903
73,0.4661
74,0.4816
75,0.5009
76,0.4696
77,0.4939
78,0.5049
79,0.4511
80,0.4897
81,0.4849
82,0.487
83,0.5156
84,0.503
85,0.4943
86,0.5104
87,0.5005
88,0.4946
89,0.4955
90,0.5048
91,0.505
92,0.4824
93,0.4781
94,0.4803
95,0.4846
96,0.505
97,0.5034
98,0.4978
99,0.521
100,0.5605
101,0.5787
102,0.5829
103,0.5752
104,0.5806
105,0.5647
106,0.5602
107,0.5388
108,0.56
109,0.5441
110,0.5596
111,0.5319
112,0.5414
113,0.5653
114,0.5529
115,0.575
116,0.553
117,0.5533
118,0.5741
119,0.5796
120,0.5784
121,0.5555
122,0.5606
123,0.5246
124,0.5642
125,0.5565
126,0.5739
127,0.5666
128,0.5819
129,0.5692
130,0.5736
131,0.5689
132,0.587
133,0.583
134,0.5913
135,0.5525
136,0.5812
137,0.5584
138,0.5608
139,0.5741
140,0.58
141,0.5766
142,0.5749
143,0.5575
144,0.5761
145,0.5897
146,0.578
147,0.5525
148,0.527
149,0.579
150,0.553
151,0.5906
152,0.589
153,0.5739
154,0.5899
155,0.5879
156,0.5971
157,0.586
158,0.5825
159,0.6056
160,0.5936
161,0.5883
162,0.6
163,0.5908
164,0.607
165,0.6038
166,0.5813
167,0.5967
168,0.6052
169,0.5945
170,0.5908
171,0.5877
172,0.5727
173,0.5993
174,0.6077
175,0.5866
176,0.6008
177,0.6043
178,0.5769
179,0.6027
180,0.6036
181,0.6084
182,0.6104
183,0.5978
184,0.6065
185,0.6186
186,0.6028
187,0.5895
188,0.6071
189,0.6116
190,0.6021
191,0.6228
192,0.6042
193,0.593
194,0.5973
195,0.6059
196,0.6013
197,0.6055
198,0.5997
199,0.5886
200,0.6362
201,0.6474
202,0.6531
203,0.6503
204,0.6498
205,0.651
206,0.6312
207,0.6424
208,0.632
209,0.6367
210,0.6413
211,0.6456
212,0.64
213,0.634
214,0.6395
215,0.6257
216,0.6479
217,0.626
218,0.6427
219,0.6295
220,0.6498
221,0.6413
222,0.6394
223,0.6536
224,0.6572
225,0.6446
226,0.6434
227,0.6457
228,0.639
229,0.6485
230,0.6503
231,0.636
232,0.6355
233,0.6194
234,0.6317
235,0.636
236,0.6466
237,0.6353
238,0.6427
239,0.6503
240,0.6508
241,0.6302
242,0.6584
243,0.6564
244,0.5898
245,0.6231
246,0.6434
247,0.6413
248,0.6395
249,0.6436
250,0.6297
251,0.6454
252,0.6572
253,0.6416
254,0.6573
255,0.651
256,0.6469
257,0.6347
258,0.658
259,0.6493
260,0.6542
261,0.6651
262,0.6589
263,0.6614
264,0.6491
265,0.6565
266,0.6495
267,0.6617
268,0.6552
269,0.6559
270,0.6536
271,0.6534
272,0.6245
273,0.6606
274,0.6639
275,0.6552
276,0.6486
277,0.6403
278,0.6525
279,0.6529
280,0.6552
281,0.6575
282,0.6534
283,0.6619
284,0.656
285,0.6521
286,0.6508
287,0.6458
288,0.6593
289,0.6577
290,0.6588
291,0.6417
292,0.6465
293,0.6603
294,0.6583
295,0.656
296,0.6618
