,accuracy
237,0.6868
238,0.6919
239,0.6609
240,0.6864
241,0.6767
242,0.6839
243,0.6855
244,0.6808
245,0.6792
246,0.3757
247,0.6832
248,0.6729
249,0.5321
250,0.6866
251,0.6782
252,0.6188
253,0.6884
254,0.6837
255,0.6042
256,0.6842
257,0.6745
258,0.668
259,0.689
260,0.6922
261,0.6751
262,0.676
263,0.6834
264,0.6957
265,0.5691
266,0.6807
267,0.6909
268,0.6463
269,0.6941
270,0.6807
271,0.6626
272,0.6864
273,0.684
274,0.6522
275,0.6882
276,0.689
277,0.6622
278,0.6775
279,0.6901
280,0.6856
281,0.3317
282,0.6816
283,0.6836
284,0.5206
285,0.6891
286,0.6789
287,0.586
288,0.6861
289,0.6925
290,0.6626
291,0.6811
292,0.6949
293,0.6767
294,0.6932
295,0.683
296,0.6829
297,0.4056
298,0.6804
299,0.6851
300,0.7008
301,0.7096
302,0.7038
303,0.6148
304,0.7287
305,0.7281
306,0.7229
307,0.7179
308,0.7165
309,0.7177
310,0.7089
311,0.7222
312,0.716
313,0.7034
314,0.6953
315,0.598
316,0.7145
317,0.7153
318,0.7191
319,0.7167
320,0.7149
321,0.711
322,0.7109
323,0.713
324,0.7117
325,0.7056
326,0.6974
327,0.5497
328,0.4185
329,0.7215
330,0.7064
331,0.7209
332,0.7103
333,0.7228
334,0.7122
335,0.7168
336,0.7225
337,0.7094
338,0.6935
339,0.6751
340,0.4956
341,0.7181
342,0.7103
343,0.7191
344,0.7176
345,0.7273
346,0.72
347,0.7185
348,0.7174
349,0.7225
350,0.711
351,0.6785
352,0.6428
353,0.7197
354,0.7196
355,0.7167
356,0.7177
357,0.7162
358,0.7225
359,0.7167
360,0.7172
361,0.7097
362,0.7178
363,0.7106
364,0.5913
365,0.1736
366,0.7229
367,0.7233
368,0.7212
369,0.7237
370,0.7227
371,0.7191
372,0.7221
373,0.7107
374,0.705
375,0.7128
376,0.6958
377,0.34
378,0.7208
379,0.7161
380,0.7261
381,0.7294
382,0.7272
383,0.7224
384,0.7242
385,0.711
386,0.7128
387,0.7105
388,0.6042
389,0.6717
390,0.7188
391,0.7171
392,0.719
393,0.7158
394,0.724
395,0.7186
396,0.7232
397,0.7243
398,0.7182
399,0.72
400,0.7309
401,0.7395
402,0.7426
403,0.7537
404,0.7489
405,0.7068
406,0.7431
407,0.7471
408,0.7429
409,0.7412
410,0.7375
411,0.7378
412,0.6979
413,0.7317
414,0.7372
415,0.7463
416,0.7427
417,0.7388
418,0.7461
419,0.6397
420,0.7288
421,0.733
422,0.7304
423,0.7434
424,0.7433
425,0.7388
426,0.4074
427,0.7227
428,0.7445
429,0.7489
430,0.7441
431,0.7456
432,0.7476
433,0.7439
434,0.7179
435,0.7404
436,0.7503
437,0.7452
438,0.7444
439,0.7434
440,0.746
441,0.73
442,0.733
443,0.7455
444,0.7446
445,0.7448
446,0.7426
447,0.7355
448,0.7268
449,0.7386
450,0.7465
451,0.741
452,0.748
453,0.7428
454,0.7453
455,0.6924
456,0.7391
457,0.7395
458,0.7414
459,0.7385
460,0.7442
461,0.7479
462,0.498
463,0.7408
464,0.7457
465,0.7467
466,0.7416
467,0.7464
468,0.7513
469,0.6913
470,0.7351
471,0.7426
472,0.7474
473,0.7473
474,0.7474
475,0.7466
476,0.752
477,0.7381
478,0.747
479,0.7535
480,0.7507
481,0.7481
482,0.7484
483,0.7519
484,0.7541
485,0.7565
486,0.7496
487,0.7504
488,0.7535
489,0.7493
490,0.7488
491,0.7186
492,0.7501
493,0.7429
494,0.7469
495,0.7397
496,0.7492
497,0.7535
498,0.7365
499,0.7417
500,0.7529
501,0.7603
502,0.7647
503,0.7657
504,0.7268
505,0.7669
506,0.7659
507,0.7574
508,0.7625
509,0.7624
510,0.7646
511,0.7623
512,0.7216
513,0.7568
514,0.7587
515,0.7554
516,0.7607
517,0.7653
518,0.7541
519,0.7628
520,0.6187
521,0.7668
522,0.7701
523,0.7446
524,0.757
525,0.763
526,0.7648
527,0.7686
528,0.7664
529,0.7697
530,0.7614
531,0.7489
532,0.77
533,0.7639
534,0.7631
535,0.7675
536,0.7654
537,0.7677
538,0.7669
539,0.7465
540,0.7629
541,0.7705
542,0.7673
543,0.7597
544,0.7679
545,0.7678
546,0.7689
547,0.7475
548,0.7682
549,0.7642
550,0.7665
551,0.7667
552,0.7599
553,0.7636
554,0.7693
555,0.7486
556,0.7636
557,0.7636
558,0.7637
559,0.7648
560,0.7689
561,0.7527
562,0.7674
563,0.6886
564,0.7686
565,0.7701
566,0.7582
567,0.755
568,0.7662
569,0.7657
570,0.7665
571,0.7633
572,0.7709
573,0.7704
574,0.7563
575,0.7627
576,0.7691
577,0.7654
578,0.7659
579,0.7669
580,0.7668
581,0.7668
582,0.7374
583,0.7673
584,0.7627
585,0.7609
586,0.7662
587,0.7716
588,0.7669
589,0.7706
590,0.7574
591,0.7667
592,0.7681
593,0.7687
594,0.769
595,0.7708
596,0.7672
597,0.7634
598,0.7039
599,0.7688
600,0.777
601,0.7743
602,0.776
603,0.7793
604,0.7801
605,0.7808
606,0.7847
607,0.7762
608,0.7842
609,0.7767
610,0.7793
611,0.777
612,0.7716
613,0.776
614,0.7751
615,0.7766
616,0.778
617,0.7553
618,0.7746
619,0.7831
620,0.7737
621,0.7782
622,0.7713
623,0.7737
624,0.777
625,0.7798
626,0.7724
627,0.7261
628,0.7783
629,0.771
630,0.7759
631,0.7777
632,0.777
633,0.776
634,0.769
635,0.7713
636,0.7808
637,0.7756
638,0.7831
639,0.7754
640,0.7775
641,0.7827
642,0.7814
643,0.7765
644,0.7681
645,0.7755
646,0.7773
647,0.7802
648,0.7791
649,0.7623
650,0.7819
651,0.7805
652,0.7811
653,0.7799
654,0.7613
655,0.7851
656,0.7773
657,0.7826
658,0.7787
659,0.7831
660,0.776
661,0.7815
662,0.7813
663,0.7826
664,0.7789
665,0.7794
666,0.7812
667,0.7795
668,0.7872
669,0.7803
670,0.7788
671,0.7786
672,0.7821
673,0.7823
674,0.7843
675,0.7757
676,0.7709
677,0.7833
678,0.7825
679,0.7862
680,0.7809
681,0.7777
682,0.781
683,0.786
684,0.7792
685,0.7723
686,0.7758
687,0.7783
688,0.7797
689,0.7821
690,0.7801
691,0.7819
692,0.7817
693,0.7808
694,0.7815
695,0.7743
696,0.7786
697,0.7783
698,0.7814
699,0.7805
700,0.7842
701,0.7855
702,0.7871
703,0.7834
704,0.7894
705,0.7905
706,0.7885
707,0.7894
708,0.7886
709,0.7863
710,0.7893
711,0.7852
712,0.784
713,0.7874
714,0.7861
715,0.7829
716,0.7855
717,0.7879
718,0.784
719,0.79
720,0.7765
721,0.7898
722,0.7874
723,0.7888
724,0.7834
725,0.7853
726,0.7882
727,0.7882
728,0.7842
729,0.787
730,0.7916
731,0.7919
732,0.7944
733,0.7894
734,0.7871
735,0.7894
736,0.7872
737,0.7862
738,0.7931
739,0.7919
740,0.786
741,0.7903
742,0.79
743,0.7828
744,0.7918
745,0.7928
746,0.7922
747,0.789
748,0.7825
749,0.7859
750,0.791
751,0.7894
752,0.7927
753,0.7917
754,0.7879
755,0.7856
756,0.7807
757,0.7856
758,0.7881
759,0.7869
760,0.7865
761,0.7915
762,0.7913
763,0.7908
764,0.7919
765,0.7931
766,0.7897
767,0.7906
768,0.7929
769,0.7885
770,0.793
771,0.792
772,0.7902
773,0.7932
774,0.7948
775,0.7932
776,0.7875
777,0.7947
778,0.7896
779,0.7964
780,0.7915
781,0.7896
782,0.7929
783,0.7924
784,0.7881
785,0.7881
786,0.7923
787,0.7932
788,0.7926
789,0.7906
790,0.7912
791,0.7929
792,0.7926
793,0.7893
794,0.7897
795,0.7892
796,0.7923
797,0.7888
798,0.7924
799,0.7931
800,0.7953
801,0.7964
802,0.7993
803,0.8006
804,0.802
805,0.8008
806,0.8012
807,0.8003
808,0.7977
809,0.8008
810,0.8002
811,0.7994
812,0.7996
813,0.7777
814,0.7947
815,0.7959
816,0.797
817,0.7965
818,0.7953
819,0.7965
820,0.7953
821,0.7926
822,0.7951
823,0.7936
824,0.7975
825,0.7985
826,0.796
827,0.7931
828,0.7982
829,0.8018
830,0.7972
831,0.7995
832,0.7984
833,0.7977
834,0.7953
835,0.7995
836,0.7923
837,0.7996
838,0.7968
839,0.7995
840,0.797
841,0.8008
842,0.7932
843,0.7953
844,0.7951
845,0.7955
846,0.7918
847,0.7856
848,0.7929
849,0.7944
850,0.7959
851,0.7956
852,0.7927
853,0.7983
854,0.7968
855,0.7947
856,0.7941
857,0.7969
858,0.7965
859,0.8011
860,0.7984
861,0.8017
862,0.7972
863,0.7976
864,0.7943
865,0.7968
866,0.7919
867,0.7984
868,0.7982
869,0.8004
870,0.8003
871,0.802
872,0.7986
873,0.7935
874,0.7921
875,0.7916
876,0.7937
877,0.7945
878,0.8024
879,0.7982
880,0.7975
881,0.7962
882,0.798
883,0.799
884,0.8002
885,0.7996
886,0.801
887,0.8024
888,0.7945
889,0.7914
890,0.7898
891,0.7991
892,0.7983
893,0.8015
894,0.7991
895,0.7992
896,0.7981
897,0.7936
898,0.7964
899,0.7991
900,0.7994
901,0.8003
902,0.8027
903,0.8032
904,0.804
905,0.8049
906,0.803
907,0.8027
908,0.8031
909,0.8028
910,0.8035
911,0.8041
912,0.8035
913,0.7921
914,0.7966
915,0.7951
916,0.7998
917,0.801
918,0.801
919,0.8021
920,0.8056
921,0.8008
922,0.8028
923,0.8024
924,0.8024
925,0.8027
926,0.8032
927,0.8031
928,0.8023
929,0.8014
930,0.7995
931,0.7958
932,0.8014
933,0.8006
934,0.8009
935,0.7996
936,0.802
937,0.8003
938,0.8016
939,0.8029
940,0.8046
941,0.8033
942,0.8019
943,0.8038
944,0.7991
945,0.8046
946,0.802
947,0.806
948,0.8033
949,0.8002
950,0.8066
951,0.8012
952,0.8054
953,0.803
954,0.7989
955,0.8029
956,0.8012
957,0.8073
958,0.8051
959,0.806
960,0.8005
961,0.8004
962,0.7992
963,0.8054
964,0.8055
965,0.8075
966,0.806
967,0.8046
968,0.8066
969,0.8005
970,0.8038
971,0.8049
972,0.8053
973,0.8088
974,0.8094
975,0.8045
976,0.8023
977,0.7986
978,0.8001
979,0.8069
980,0.8052
981,0.8083
982,0.8054
983,0.8024
984,0.806
985,0.8068
986,0.8085
987,0.8077
988,0.8012
989,0.8
990,0.8056
991,0.8085
992,0.8088
993,0.8093
994,0.8099
995,0.8082
996,0.8105
997,0.8105
998,0.8077
999,0.803
