,accuracy
0,0.1089
1,0.3261
2,0.4235
3,0.4428
4,0.3152
5,0.3683
6,0.3664
7,0.3998
8,0.3857
9,0.3031
10,0.4458
11,0.4383
12,0.3827
13,0.4581
14,0.4428
15,0.4526
16,0.4171
17,0.5036
18,0.4776
19,0.5097
20,0.4946
21,0.4881
22,0.5007
23,0.4851
24,0.4837
25,0.5026
26,0.499
27,0.4866
28,0.4916
29,0.4939
30,0.4924
31,0.5058
32,0.4428
33,0.5193
34,0.486
35,0.5052
36,0.5098
37,0.4917
38,0.5078
39,0.49
40,0.4736
41,0.5156
42,0.4881
43,0.5034
44,0.5357
45,0.5098
46,0.5249
47,0.4945
48,0.5224
49,0.4536
50,0.5049
51,0.4849
52,0.5147
53,0.5178
54,0.518
55,0.4976
56,0.5263
57,0.5404
58,0.5122
59,0.5273
60,0.5284
61,0.5382
62,0.5284
63,0.5136
64,0.5274
65,0.527
66,0.4967
67,0.4912
68,0.5299
69,0.4958
70,0.5182
71,0.4869
72,0.5381
73,0.5094
74,0.5375
75,0.529
76,0.543
77,0.5185
78,0.5174
79,0.511
80,0.5125
81,0.5459
82,0.5204
83,0.531
84,0.5295
85,0.5434
86,0.5331
87,0.538
88,0.5307
89,0.5369
90,0.5518
91,0.5501
92,0.5557
93,0.5473
94,0.5669
95,0.5358
96,0.5137
97,0.5361
98,0.5447
99,0.5552
100,0.5861
101,0.6187
102,0.6367
103,0.6236
104,0.6266
105,0.6242
106,0.6183
107,0.6174
108,0.612
109,0.6183
110,0.6049
111,0.6035
112,0.5934
113,0.6119
114,0.6232
115,0.6174
116,0.6093
117,0.5919
118,0.6085
119,0.5839
120,0.5971
121,0.5892
122,0.6144
123,0.6198
124,0.6159
125,0.6054
126,0.6103
127,0.6039
128,0.6248
129,0.6141
130,0.6172
131,0.6207
132,0.6217
133,0.603
134,0.6274
135,0.6169
136,0.5972
137,0.6103
138,0.6033
139,0.6185
140,0.6245
141,0.6194
142,0.6048
143,0.6217
144,0.6024
145,0.591
146,0.6354
147,0.6147
148,0.6256
149,0.6146
150,0.606
151,0.6064
152,0.6151
153,0.6034
154,0.6268
155,0.6289
156,0.6145
157,0.6327
158,0.6296
159,0.6088
160,0.6284
161,0.6047
162,0.6312
163,0.6246
164,0.6305
165,0.618
166,0.6198
167,0.6254
168,0.6314
169,0.6285
170,0.6262
171,0.6216
172,0.6139
173,0.6153
174,0.6209
175,0.6274
176,0.6246
177,0.6338
178,0.6337
179,0.6107
180,0.6119
181,0.6104
182,0.6371
183,0.6173
184,0.636
185,0.6412
186,0.6416
187,0.6292
188,0.6315
189,0.6265
190,0.6291
191,0.6238
192,0.6172
193,0.6373
194,0.6245
195,0.6084
196,0.6442
197,0.6299
198,0.6285
199,0.6271
200,0.6596
201,0.673
202,0.689
203,0.6876
204,0.6807
205,0.6833
206,0.6715
207,0.6628
208,0.6721
209,0.6716
210,0.6615
211,0.658
212,0.6746
213,0.6678
214,0.6728
215,0.6724
216,0.6647
217,0.6757
218,0.6718
219,0.6794
220,0.6702
221,0.6582
222,0.6663
223,0.6663
224,0.6624
225,0.6709
226,0.6735
227,0.6697
228,0.6572
229,0.6515
230,0.6812
231,0.6745
232,0.6743
233,0.6778
234,0.6696
235,0.6775
236,0.6738
237,0.6713
238,0.6743
239,0.6692
240,0.681
241,0.6597
242,0.6682
243,0.6724
244,0.6641
245,0.6715
246,0.6721
247,0.6715
248,0.6635
249,0.6773
250,0.681
251,0.6762
252,0.6732
253,0.6625
254,0.6696
255,0.6621
256,0.6784
257,0.6775
258,0.6614
259,0.6622
260,0.6712
261,0.6662
262,0.6708
263,0.6609
264,0.6573
265,0.6771
266,0.667
267,0.6669
268,0.6736
269,0.6752
270,0.6694
271,0.6707
272,0.6674
273,0.6762
274,0.6735
275,0.6788
276,0.671
277,0.6805
278,0.6657
279,0.6632
280,0.6752
281,0.6834
282,0.6742
283,0.6785
284,0.6789
285,0.6681
286,0.673
287,0.6666
288,0.6603
289,0.6727
290,0.6712
291,0.6717
292,0.6813
293,0.6716
294,0.6857
295,0.667
296,0.6758
297,0.6816
298,0.6695
299,0.6792
300,0.6892
301,0.6932
302,0.7022
303,0.7041
304,0.7042
305,0.7035
306,0.7099
307,0.705
308,0.6923
309,0.6997
310,0.6926
311,0.6988
312,0.7009
313,0.7033
314,0.7047
315,0.7042
316,0.6937
317,0.7063
318,0.6975
319,0.6959
320,0.6993
321,0.6995
322,0.7057
323,0.704
324,0.7049
325,0.7124
326,0.705
327,0.7063
328,0.7049
329,0.7069
330,0.71
331,0.7042
332,0.697
333,0.7078
334,0.7073
335,0.7017
336,0.701
337,0.6996
338,0.7002
339,0.7022
340,0.7014
341,0.7037
342,0.6971
343,0.7047
344,0.7053
345,0.7098
346,0.7069
347,0.7036
348,0.7008
349,0.7014
350,0.7025
351,0.7065
352,0.7144
353,0.7072
354,0.7048
355,0.7064
356,0.706
357,0.7059
358,0.7061
359,0.6922
360,0.6969
361,0.7055
362,0.7074
363,0.7065
364,0.7096
365,0.7086
366,0.7028
367,0.7074
368,0.7092
369,0.7121
370,0.7075
371,0.7107
372,0.7009
373,0.7072
374,0.712
375,0.7029
376,0.6897
377,0.6934
378,0.7168
379,0.7147
380,0.7119
381,0.7154
382,0.7172
383,0.7144
384,0.7128
385,0.7069
386,0.71
387,0.707
388,0.7033
389,0.7067
390,0.7089
391,0.7015
392,0.7053
393,0.7209
394,0.7201
395,0.7151
396,0.7086
397,0.7133
398,0.711
399,0.7147
400,0.7244
401,0.7301
402,0.7386
403,0.7393
404,0.7367
405,0.734
406,0.7333
407,0.7326
408,0.7276
409,0.7218
410,0.7208
411,0.7191
412,0.7335
413,0.7338
414,0.7408
415,0.7365
416,0.729
417,0.733
418,0.738
419,0.728
420,0.7256
421,0.7278
422,0.7284
423,0.7329
424,0.7248
425,0.73
426,0.7319
427,0.738
428,0.7259
429,0.7269
430,0.7326
431,0.7249
432,0.7306
433,0.7265
434,0.7353
435,0.73
436,0.7337
437,0.7329
438,0.7335
439,0.7307
440,0.7277
441,0.7287
442,0.7343
443,0.7365
444,0.7324
445,0.7297
446,0.7264
447,0.7296
448,0.7305
449,0.7304
450,0.7315
451,0.7274
452,0.7354
453,0.723
454,0.7288
455,0.7295
456,0.7361
457,0.7269
458,0.733
459,0.7276
460,0.7301
461,0.7367
462,0.732
463,0.7268
464,0.7319
465,0.7274
466,0.7319
467,0.7359
468,0.7347
469,0.735
470,0.7345
471,0.7375
472,0.7304
473,0.7265
474,0.7315
475,0.7334
476,0.7312
477,0.7263
478,0.7287
479,0.7297
480,0.7321
481,0.7352
482,0.7277
483,0.7407
484,0.7357
485,0.7338
486,0.7324
487,0.7278
488,0.7247
489,0.7269
490,0.7333
491,0.7355
492,0.7346
493,0.7374
494,0.7306
495,0.7305
496,0.7334
497,0.7343
498,0.728
499,0.7331
500,0.7386
501,0.7429
502,0.7451
503,0.7487
504,0.7477
505,0.7475
506,0.7484
507,0.7461
508,0.7456
509,0.7466
510,0.7351
511,0.7369
512,0.7404
513,0.7426
514,0.7487
515,0.749
516,0.747
517,0.742
518,0.7463
519,0.7471
520,0.7504
521,0.7471
522,0.7487
523,0.7508
524,0.7465
525,0.7445
526,0.7468
527,0.7508
528,0.7493
529,0.7489
530,0.7454
531,0.7399
532,0.7471
533,0.7532
534,0.7551
535,0.7527
536,0.7533
537,0.7448
538,0.7473
539,0.7498
540,0.748
541,0.7504
542,0.7531
543,0.7493
544,0.7515
545,0.7527
546,0.7532
547,0.7455
548,0.7494
549,0.7475
550,0.7479
551,0.7504
552,0.7468
553,0.7399
554,0.7421
555,0.7483
556,0.7527
557,0.7463
558,0.7456
559,0.7462
560,0.7502
561,0.7525
562,0.7505
563,0.754
564,0.7518
565,0.7501
566,0.7512
567,0.7437
568,0.7552
569,0.7474
570,0.7484
571,0.7517
572,0.7582
573,0.7559
574,0.7557
575,0.7473
576,0.7469
577,0.7536
578,0.7544
579,0.755
580,0.7546
581,0.7568
582,0.7567
583,0.7554
584,0.7412
585,0.7452
586,0.7477
587,0.7505
588,0.7509
589,0.7548
590,0.75
591,0.7497
592,0.7519
593,0.7476
594,0.7399
595,0.7544
596,0.7513
597,0.7441
598,0.7496
599,0.7583
600,0.7629
601,0.7657
602,0.7689
603,0.7709
604,0.7686
605,0.7672
606,0.768
607,0.7666
608,0.7692
609,0.7688
610,0.7672
611,0.7611
612,0.7536
613,0.7615
614,0.7617
615,0.7653
616,0.7659
617,0.772
618,0.7734
619,0.7711
620,0.7693
621,0.7624
622,0.7582
623,0.7642
624,0.7579
625,0.7653
626,0.7659
627,0.7633
628,0.7656
629,0.7665
630,0.7708
631,0.7666
632,0.7666
633,0.7629
634,0.7664
635,0.7648
636,0.7687
637,0.7649
638,0.76
639,0.7578
640,0.7655
641,0.7641
642,0.765
643,0.76
644,0.764
645,0.7661
646,0.7687
647,0.7638
648,0.7655
649,0.7631
650,0.7646
651,0.7647
652,0.7711
653,0.7673
654,0.7676
655,0.7702
656,0.7668
657,0.7637
658,0.7597
659,0.7575
660,0.7664
661,0.7626
662,0.7661
663,0.765
664,0.7654
665,0.7621
666,0.7633
667,0.768
668,0.7654
669,0.7644
670,0.7583
671,0.7631
672,0.7624
673,0.7591
674,0.7712
675,0.7703
676,0.7689
677,0.768
678,0.771
679,0.7709
680,0.7704
681,0.7708
682,0.7693
683,0.7703
684,0.7702
685,0.771
686,0.7716
687,0.7705
688,0.7493
689,0.7601
690,0.7679
691,0.7667
692,0.7662
693,0.7673
694,0.765
695,0.7659
696,0.7697
697,0.7599
698,0.7589
699,0.7587
700,0.7663
701,0.7735
702,0.7762
703,0.7794
704,0.7789
705,0.7786
706,0.7793
707,0.7753
708,0.7739
709,0.7693
710,0.7719
711,0.7721
712,0.7704
713,0.7737
714,0.7761
715,0.774
716,0.7712
717,0.7702
718,0.7737
719,0.7746
720,0.7752
721,0.775
722,0.7766
723,0.7759
724,0.7702
725,0.7711
726,0.7756
727,0.7743
728,0.7734
729,0.7733
730,0.7735
731,0.7742
732,0.7725
733,0.7776
734,0.7744
735,0.7778
736,0.7796
737,0.7786
738,0.7776
739,0.775
740,0.7721
741,0.7747
742,0.7775
743,0.78
744,0.7696
745,0.7806
746,0.7728
747,0.7783
748,0.7785
749,0.774
750,0.7718
751,0.7771
752,0.7746
753,0.7784
754,0.7773
755,0.7742
756,0.775
757,0.7792
758,0.7793
759,0.7747
760,0.781
761,0.7846
762,0.7844
763,0.7877
764,0.7759
765,0.7681
766,0.7716
767,0.7813
768,0.7778
769,0.777
770,0.7747
771,0.7739
772,0.7764
773,0.7792
774,0.7714
775,0.7768
776,0.7806
777,0.7783
778,0.7833
779,0.781
780,0.7758
781,0.7734
782,0.7783
783,0.7795
784,0.7801
785,0.7792
786,0.779
787,0.7812
788,0.774
789,0.7768
790,0.7736
791,0.7757
