,accuracy
0,0.1067
1,0.3513
2,0.3462
3,0.3928
4,0.3192
5,0.4104
6,0.2724
7,0.4704
8,0.4183
9,0.3595
10,0.4333
11,0.399
12,0.4427
13,0.5293
14,0.4953
15,0.4735
16,0.4456
17,0.5159
18,0.4988
19,0.4274
20,0.4785
21,0.4853
22,0.5103
23,0.4449
24,0.5342
25,0.5328
26,0.5079
27,0.5448
28,0.5111
29,0.5209
30,0.54
31,0.5164
32,0.5004
33,0.525
34,0.4916
35,0.4787
36,0.5354
37,0.5484
38,0.5463
39,0.4814
40,0.5129
41,0.5407
42,0.5449
43,0.5251
44,0.5434
45,0.508
46,0.5484
47,0.5197
48,0.5425
49,0.5449
50,0.5284
51,0.5464
52,0.5661
53,0.5542
54,0.559
55,0.5663
56,0.5634
57,0.5174
58,0.5504
59,0.5542
60,0.5747
61,0.4999
62,0.5475
63,0.5489
64,0.5614
65,0.5499
66,0.5724
67,0.5039
68,0.5747
69,0.5577
70,0.5577
71,0.5329
72,0.5446
73,0.572
74,0.5614
75,0.5675
76,0.5509
77,0.537
78,0.5336
79,0.5623
80,0.5715
81,0.5681
82,0.5655
83,0.5816
84,0.5492
85,0.555
86,0.5578
87,0.5689
88,0.555
89,0.5783
90,0.5362
91,0.5671
92,0.5429
93,0.5742
94,0.5839
95,0.5694
96,0.5574
97,0.5617
98,0.5634
99,0.527
100,0.6318
101,0.6426
102,0.6525
103,0.6446
104,0.6369
105,0.6324
106,0.6284
107,0.6014
108,0.6172
109,0.5896
110,0.6163
111,0.5726
112,0.5763
113,0.6319
114,0.6198
115,0.6339
116,0.6078
117,0.6276
118,0.5832
119,0.6369
120,0.6153
121,0.6319
122,0.595
123,0.64
124,0.6455
125,0.6101
126,0.5832
127,0.651
128,0.6178
129,0.6469
130,0.6553
131,0.6307
132,0.6278
133,0.5642
134,0.6495
135,0.6368
136,0.6519
137,0.6495
138,0.6377
139,0.6341
140,0.6528
141,0.6441
142,0.622
143,0.6377
144,0.6255
145,0.6486
146,0.6441
147,0.6508
148,0.6474
149,0.6332
150,0.6296
151,0.6381
152,0.6372
153,0.6201
154,0.6597
155,0.6437
156,0.6449
157,0.6501
158,0.6436
159,0.6527
160,0.651
161,0.649
162,0.6486
163,0.6319
164,0.6517
165,0.6483
166,0.6458
167,0.6448
168,0.6524
169,0.6467
170,0.6443
171,0.6544
172,0.6497
173,0.6386
174,0.6474
175,0.6401
176,0.6428
177,0.639
178,0.6474
179,0.6501
180,0.6287
181,0.6452
182,0.6474
183,0.6635
184,0.6438
185,0.6529
186,0.6443
187,0.6435
188,0.6521
189,0.6574
190,0.6597
191,0.6499
192,0.6447
193,0.6312
194,0.641
195,0.647
196,0.6542
197,0.6556
198,0.651
199,0.6572
200,0.6894
201,0.6985
202,0.7034
203,0.7068
204,0.7017
205,0.6952
206,0.6934
207,0.6977
208,0.681
209,0.6777
210,0.689
211,0.6898
212,0.6852
213,0.6901
214,0.6946
215,0.6872
216,0.685
217,0.6874
218,0.6978
219,0.6866
220,0.6926
221,0.6967
222,0.7019
223,0.6869
224,0.6877
225,0.6865
226,0.6928
227,0.6705
228,0.6869
229,0.6937
230,0.6925
231,0.6934
232,0.6911
233,0.6972
234,0.6885
235,0.677
236,0.6878
237,0.6871
238,0.6882
239,0.6995
240,0.6944
241,0.6953
242,0.6936
243,0.692
244,0.6987
245,0.6926
246,0.6884
247,0.6954
248,0.6973
249,0.6886
250,0.6799
251,0.6925
252,0.6964
253,0.6934
254,0.7028
255,0.686
256,0.6901
257,0.6907
258,0.695
259,0.7068
260,0.706
261,0.7004
262,0.6971
263,0.7022
264,0.686
265,0.7044
266,0.6887
267,0.6904
268,0.6995
269,0.6929
270,0.7044
271,0.6991
272,0.7027
273,0.6967
274,0.6967
275,0.6909
276,0.6992
277,0.6893
278,0.6874
279,0.6914
280,0.7025
281,0.6977
282,0.7
283,0.7098
284,0.6854
285,0.6944
286,0.6979
287,0.6932
288,0.7002
289,0.6969
290,0.7034
291,0.687
292,0.6982
293,0.6951
294,0.6962
295,0.6969
296,0.694
297,0.6967
298,0.6842
299,0.6878
300,0.7137
301,0.717
302,0.7207
303,0.7181
304,0.7165
305,0.7203
306,0.7155
307,0.7152
308,0.7002
309,0.7051
310,0.7064
311,0.7043
312,0.7148
313,0.7094
314,0.7171
315,0.7192
316,0.7196
317,0.7227
318,0.7196
319,0.7176
320,0.7129
321,0.7208
322,0.7161
323,0.7147
324,0.7033
325,0.7124
326,0.7096
327,0.7174
328,0.7239
329,0.7222
330,0.7203
331,0.7166
332,0.7113
333,0.7192
334,0.7209
335,0.7223
336,0.7269
337,0.7265
338,0.7301
339,0.7216
340,0.7219
341,0.7244
342,0.7168
343,0.7134
344,0.7248
345,0.7204
346,0.7214
347,0.7235
348,0.7162
349,0.7212
350,0.7193
351,0.7119
352,0.7213
353,0.7148
354,0.7222
355,0.7179
356,0.7164
357,0.7247
358,0.7193
359,0.7212
360,0.7284
361,0.7279
362,0.7232
363,0.7169
364,0.7219
365,0.7169
366,0.7183
367,0.7229
368,0.7208
369,0.7193
370,0.7153
371,0.7176
372,0.72
373,0.7219
374,0.7262
375,0.7195
376,0.7224
377,0.7218
378,0.7179
379,0.727
380,0.7288
381,0.7291
382,0.7247
383,0.7239
384,0.72
385,0.7185
386,0.7117
387,0.7219
388,0.7206
389,0.7178
390,0.7217
391,0.7032
392,0.715
393,0.7287
394,0.7248
395,0.729
396,0.7221
397,0.7279
398,0.7279
399,0.7241
400,0.7372
401,0.743
402,0.7459
403,0.7433
404,0.7429
405,0.744
406,0.7441
407,0.74
408,0.7307
409,0.7387
410,0.7207
411,0.7336
412,0.7341
413,0.7325
414,0.733
415,0.7398
416,0.7381
417,0.7332
418,0.7379
419,0.7425
420,0.7401
421,0.7449
422,0.7444
423,0.7437
424,0.7431
425,0.7417
426,0.7416
427,0.7442
428,0.7418
429,0.7416
430,0.7442
431,0.7466
432,0.7384
433,0.7394
434,0.7419
435,0.7393
436,0.7428
437,0.7393
438,0.7407
439,0.7437
440,0.7416
441,0.7362
442,0.7368
443,0.7407
444,0.7439
445,0.7457
446,0.7466
447,0.7478
448,0.7438
449,0.7443
450,0.7434
451,0.7392
452,0.7377
453,0.7374
454,0.7462
455,0.744
456,0.7514
457,0.7484
458,0.7409
459,0.7399
460,0.7396
461,0.7461
462,0.7398
463,0.7463
464,0.746
465,0.7484
466,0.7486
467,0.7481
468,0.7458
469,0.7453
470,0.7437
471,0.7374
472,0.7437
473,0.7396
474,0.7418
475,0.7393
476,0.7454
477,0.7476
478,0.7446
479,0.7316
480,0.7416
481,0.7482
482,0.7436
483,0.7462
484,0.7535
485,0.7536
486,0.7556
487,0.7571
488,0.7564
489,0.7573
490,0.7569
491,0.7568
492,0.7572
493,0.7583
494,0.7565
495,0.756
496,0.7578
497,0.7571
498,0.7575
499,0.7566
500,0.7592
501,0.7614
502,0.7656
503,0.7633
504,0.7637
505,0.7626
506,0.7612
507,0.7602
508,0.7538
509,0.7474
510,0.7501
511,0.7549
512,0.7575
513,0.758
514,0.7592
515,0.7562
516,0.7602
517,0.7589
518,0.7595
519,0.7621
520,0.7606
521,0.763
522,0.7557
