wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 9oqhpd7k
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_201931-9oqhpd7k
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.95_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/9oqhpd7k
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.95
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.95 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 88:  88%|████████▊ | 88/100 [31:14<04:12, 21.05s/it, acc=1, lr=0.001, test_acc=0.75] 
Iter 8 | Epoch 88:  89%|████████▉ | 89/100 [31:14<03:37, 19.82s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [31:14<03:37, 19.82s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [31:24<03:37, 19.82s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 89:  90%|█████████ | 90/100 [31:24<02:46, 16.64s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:24<02:46, 16.64s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:33<02:46, 16.64s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 90:  91%|█████████ | 91/100 [31:33<02:09, 14.42s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:33<02:09, 14.42s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:42<02:09, 14.42s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 91:  92%|█████████▏| 92/100 [31:42<01:42, 12.87s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:42<01:42, 12.87s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:51<01:42, 12.87s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 92:  93%|█████████▎| 93/100 [31:51<01:22, 11.78s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [31:51<01:22, 11.78s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [32:01<01:22, 11.78s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 93:  94%|█████████▍| 94/100 [32:01<01:06, 11.01s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [32:01<01:06, 11.01s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [32:10<01:06, 11.01s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 94:  95%|█████████▌| 95/100 [32:10<00:52, 10.48s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [32:10<00:52, 10.48s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [32:19<00:52, 10.48s/it, acc=1, lr=0.001, test_acc=0.749]    
Iter 8 | Epoch 95:  96%|█████████▌| 96/100 [32:19<00:40, 10.11s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [32:19<00:40, 10.11s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [32:28<00:40, 10.11s/it, acc=1, lr=0.001, test_acc=0.75] 
Iter 8 | Epoch 96:  97%|█████████▋| 97/100 [32:28<00:29,  9.84s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:28<00:29,  9.84s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:37<00:29,  9.84s/it, acc=1, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 97:  98%|█████████▊| 98/100 [32:37<00:19,  9.66s/it, acc=1, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:37<00:19,  9.66s/it, acc=1, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:47<00:19,  9.66s/it, acc=1, lr=0.001, test_acc=0.75] 
Iter 8 | Epoch 98:  99%|█████████▉| 99/100 [32:47<00:09,  9.53s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:47<00:09,  9.53s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:56<00:09,  9.53s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:56<00:00,  9.44s/it, acc=1, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:56<00:00, 19.76s/it, acc=1, lr=0.001, test_acc=0.75]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:10<?, ?it/s, acc=0.974, lr=0.0001, test_acc=0.75]
Iter 9 | Epoch 0:   1%|          | 1/100 [00:10<16:41, 10.12s/it, acc=0.974, lr=0.0001, test_acc=0.75]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:10<16:41, 10.12s/it, acc=0.974, lr=0.0001, test_acc=0.75]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:20<16:41, 10.12s/it, acc=0.976, lr=0.0002, test_acc=0.748]
Iter 9 | Epoch 1:   2%|▏         | 2/100 [00:20<16:31, 10.11s/it, acc=0.976, lr=0.0002, test_acc=0.748]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:20<16:31, 10.11s/it, acc=0.976, lr=0.0002, test_acc=0.748]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:30<16:31, 10.11s/it, acc=0.979, lr=0.0003, test_acc=0.751]
Iter 9 | Epoch 2:   3%|▎         | 3/100 [00:30<16:20, 10.11s/it, acc=0.979, lr=0.0003, test_acc=0.751]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:30<16:20, 10.11s/it, acc=0.979, lr=0.0003, test_acc=0.751]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:40<16:20, 10.11s/it, acc=0.984, lr=0.0004, test_acc=0.75] 
Iter 9 | Epoch 3:   4%|▍         | 4/100 [00:40<16:10, 10.11s/it, acc=0.984, lr=0.0004, test_acc=0.75]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:40<16:10, 10.11s/it, acc=0.984, lr=0.0004, test_acc=0.75]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:50<16:10, 10.11s/it, acc=0.989, lr=0.0005, test_acc=0.749]
Iter 9 | Epoch 4:   5%|▌         | 5/100 [00:50<16:00, 10.11s/it, acc=0.989, lr=0.0005, test_acc=0.749]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [00:50<16:00, 10.11s/it, acc=0.989, lr=0.0005, test_acc=0.749]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [01:00<16:00, 10.11s/it, acc=0.994, lr=0.0006, test_acc=0.749]
Iter 9 | Epoch 5:   6%|▌         | 6/100 [01:00<15:50, 10.11s/it, acc=0.994, lr=0.0006, test_acc=0.749]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:00<15:50, 10.11s/it, acc=0.994, lr=0.0006, test_acc=0.749]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:10<15:50, 10.11s/it, acc=0.997, lr=0.0007, test_acc=0.746]
Iter 9 | Epoch 6:   7%|▋         | 7/100 [01:10<15:39, 10.11s/it, acc=0.997, lr=0.0007, test_acc=0.746]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:10<15:39, 10.11s/it, acc=0.997, lr=0.0007, test_acc=0.746]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:20<15:39, 10.11s/it, acc=0.999, lr=0.0008, test_acc=0.75] 
Iter 9 | Epoch 7:   8%|▊         | 8/100 [01:20<15:30, 10.11s/it, acc=0.999, lr=0.0008, test_acc=0.75]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:20<15:30, 10.11s/it, acc=0.999, lr=0.0008, test_acc=0.75]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:30<15:30, 10.11s/it, acc=1, lr=0.0009, test_acc=0.751]   
Iter 9 | Epoch 8:   9%|▉         | 9/100 [01:30<15:19, 10.11s/it, acc=1, lr=0.0009, test_acc=0.751]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:30<15:19, 10.11s/it, acc=1, lr=0.0009, test_acc=0.751]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:41<15:19, 10.11s/it, acc=1, lr=0.001, test_acc=0.753] 
Iter 9 | Epoch 9:  10%|█         | 10/100 [01:41<15:09, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:41<15:09, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:51<15:09, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 10:  11%|█         | 11/100 [01:51<14:59, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 11:  11%|█         | 11/100 [01:51<14:59, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 11:  11%|█         | 11/100 [02:01<14:59, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 11:  12%|█▏        | 12/100 [02:01<14:49, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:01<14:49, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:11<14:49, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 12:  13%|█▎        | 13/100 [02:11<14:39, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:11<14:39, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:21<14:39, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 13:  14%|█▍        | 14/100 [02:21<14:29, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:21<14:29, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:31<14:29, 10.11s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 14:  15%|█▌        | 15/100 [02:31<14:18, 10.10s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:31<14:18, 10.10s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:41<14:18, 10.10s/it, acc=1, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 15:  16%|█▌        | 16/100 [02:41<14:08, 10.10s/it, acc=1, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:41<14:08, 10.10s/it, acc=1, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:51<14:08, 10.10s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 16:  17%|█▋        | 17/100 [02:51<13:58, 10.10s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [02:51<13:58, 10.10s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [03:01<13:58, 10.10s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 17:  18%|█▊        | 18/100 [03:01<13:48, 10.10s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:01<13:48, 10.10s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:12<13:48, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 18:  19%|█▉        | 19/100 [03:12<13:38, 10.11s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:12<13:38, 10.11s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:22<13:38, 10.11s/it, acc=0.996, lr=0.001, test_acc=0.742]
Iter 9 | Epoch 19:  20%|██        | 20/100 [03:22<13:28, 10.11s/it, acc=0.996, lr=0.001, test_acc=0.742]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:22<13:28, 10.11s/it, acc=0.996, lr=0.001, test_acc=0.742]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:32<13:28, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 20:  21%|██        | 21/100 [03:32<13:18, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:32<13:18, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:42<13:18, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 21:  22%|██▏       | 22/100 [03:42<13:08, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:42<13:08, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:52<13:08, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 22:  23%|██▎       | 23/100 [03:52<12:58, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [03:52<12:58, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [04:02<12:58, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]    
Iter 9 | Epoch 23:  24%|██▍       | 24/100 [04:02<12:48, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:02<12:48, 10.11s/it, acc=1, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:12<12:48, 10.11s/it, acc=1, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 24:  25%|██▌       | 25/100 [04:12<12:38, 10.11s/it, acc=1, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:12<12:38, 10.11s/it, acc=1, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:22<12:38, 10.11s/it, acc=1, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 25:  26%|██▌       | 26/100 [04:22<12:28, 10.11s/it, acc=1, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:22<12:28, 10.11s/it, acc=1, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:32<12:28, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 26:  27%|██▋       | 27/100 [04:32<12:17, 10.10s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:32<12:17, 10.10s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:42<12:17, 10.10s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 27:  28%|██▊       | 28/100 [04:42<12:07, 10.11s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:42<12:07, 10.11s/it, acc=1, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:53<12:07, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 28:  29%|██▉       | 29/100 [04:53<11:57, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [04:53<11:57, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [05:03<11:57, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 29:  30%|███       | 30/100 [05:03<11:47, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:03<11:47, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:13<11:47, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 30:  31%|███       | 31/100 [05:13<11:37, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:13<11:37, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:23<11:37, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 31:  32%|███▏      | 32/100 [05:23<11:27, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:23<11:27, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:33<11:27, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 32:  33%|███▎      | 33/100 [05:33<11:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:33<11:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.752]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:43<11:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.75] 
Iter 9 | Epoch 33:  34%|███▍      | 34/100 [05:43<11:06, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:43<11:06, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:53<11:06, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 34:  35%|███▌      | 35/100 [05:53<10:56, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [05:53<10:56, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [06:03<10:56, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 35:  36%|███▌      | 36/100 [06:03<10:46, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:03<10:46, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:13<10:46, 10.11s/it, acc=1, lr=0.001, test_acc=0.756]    
Iter 9 | Epoch 36:  37%|███▋      | 37/100 [06:13<10:36, 10.10s/it, acc=1, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:13<10:36, 10.10s/it, acc=1, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:24<10:36, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 37:  38%|███▊      | 38/100 [06:24<10:26, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:24<10:26, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:34<10:26, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 38:  39%|███▉      | 39/100 [06:34<10:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:34<10:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:44<10:16, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 9 | Epoch 39:  40%|████      | 40/100 [06:44<10:06, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:44<10:06, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:54<10:06, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 40:  41%|████      | 41/100 [06:54<09:56, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 41:  41%|████      | 41/100 [06:54<09:56, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 41:  41%|████      | 41/100 [07:04<09:56, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 41:  42%|████▏     | 42/100 [07:04<09:46, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:04<09:46, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:14<09:46, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 42:  43%|████▎     | 43/100 [07:14<09:35, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:14<09:35, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:24<09:35, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 43:  44%|████▍     | 44/100 [07:24<09:26, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:24<09:26, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:34<09:26, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]    
Iter 9 | Epoch 44:  45%|████▌     | 45/100 [07:34<09:16, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:34<09:16, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:44<09:16, 10.11s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 45:  46%|████▌     | 46/100 [07:44<09:05, 10.11s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:44<09:05, 10.11s/it, acc=1, lr=0.001, test_acc=0.755]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:55<09:05, 10.11s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 46:  47%|████▋     | 47/100 [07:55<08:55, 10.11s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [07:55<08:55, 10.11s/it, acc=1, lr=0.001, test_acc=0.749]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [08:05<08:55, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 47:  48%|████▊     | 48/100 [08:05<08:45, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:05<08:45, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.754]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:15<08:45, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.758]
Iter 9 | Epoch 48:  49%|████▉     | 49/100 [08:15<08:35, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.758]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:15<08:35, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.758]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:25<08:35, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 49:  50%|█████     | 50/100 [08:25<08:25, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:25<08:25, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:35<08:25, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 50:  51%|█████     | 51/100 [08:35<08:14, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:35<08:14, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:45<08:14, 10.10s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 51:  52%|█████▏    | 52/100 [08:45<08:05, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 52:  52%|█████▏    | 52/100 [08:45<08:05, 10.11s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 9 | Epoch 52:  52%|█████▏    | 52/100 [08:55<08:05, 10.11s/it, acc=1, lr=0.001, test_acc=0.753]    
