wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run bwnptjto
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_203540-bwnptjto
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.99_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/bwnptjto
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.99
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.99 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 5 | Epoch 8:   8%|▊         | 8/100 [02:11<22:29, 14.67s/it, acc=0.95, lr=0.0009, test_acc=0.526] 
Iter 5 | Epoch 8:   9%|▉         | 9/100 [02:11<22:14, 14.67s/it, acc=0.95, lr=0.0009, test_acc=0.526]
Iter 5 | Epoch 9:   9%|▉         | 9/100 [02:11<22:14, 14.67s/it, acc=0.95, lr=0.0009, test_acc=0.526]
Iter 5 | Epoch 9:   9%|▉         | 9/100 [02:26<22:14, 14.67s/it, acc=0.955, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 9:  10%|█         | 10/100 [02:26<21:59, 14.66s/it, acc=0.955, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 10:  10%|█         | 10/100 [02:26<21:59, 14.66s/it, acc=0.955, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 10:  10%|█         | 10/100 [02:41<21:59, 14.66s/it, acc=0.957, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 10:  11%|█         | 11/100 [02:41<21:44, 14.66s/it, acc=0.957, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 11:  11%|█         | 11/100 [02:41<21:44, 14.66s/it, acc=0.957, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 11:  11%|█         | 11/100 [02:55<21:44, 14.66s/it, acc=0.96, lr=0.001, test_acc=0.454] 
Iter 5 | Epoch 11:  12%|█▏        | 12/100 [02:55<21:29, 14.66s/it, acc=0.96, lr=0.001, test_acc=0.454]
Iter 5 | Epoch 12:  12%|█▏        | 12/100 [02:55<21:29, 14.66s/it, acc=0.96, lr=0.001, test_acc=0.454]
Iter 5 | Epoch 12:  12%|█▏        | 12/100 [03:10<21:29, 14.66s/it, acc=0.961, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 12:  13%|█▎        | 13/100 [03:10<21:15, 14.66s/it, acc=0.961, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 13:  13%|█▎        | 13/100 [03:10<21:15, 14.66s/it, acc=0.961, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 13:  13%|█▎        | 13/100 [03:25<21:15, 14.66s/it, acc=0.967, lr=0.001, test_acc=0.537]
Iter 5 | Epoch 13:  14%|█▍        | 14/100 [03:25<21:00, 14.66s/it, acc=0.967, lr=0.001, test_acc=0.537]
Iter 5 | Epoch 14:  14%|█▍        | 14/100 [03:25<21:00, 14.66s/it, acc=0.967, lr=0.001, test_acc=0.537]
Iter 5 | Epoch 14:  14%|█▍        | 14/100 [03:39<21:00, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 14:  15%|█▌        | 15/100 [03:39<20:45, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 15:  15%|█▌        | 15/100 [03:39<20:45, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 15:  15%|█▌        | 15/100 [03:54<20:45, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.495]
Iter 5 | Epoch 15:  16%|█▌        | 16/100 [03:54<20:31, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.495]
Iter 5 | Epoch 16:  16%|█▌        | 16/100 [03:54<20:31, 14.66s/it, acc=0.968, lr=0.001, test_acc=0.495]
Iter 5 | Epoch 16:  16%|█▌        | 16/100 [04:09<20:31, 14.66s/it, acc=0.971, lr=0.001, test_acc=0.489]
Iter 5 | Epoch 16:  17%|█▋        | 17/100 [04:09<20:16, 14.66s/it, acc=0.971, lr=0.001, test_acc=0.489]
Iter 5 | Epoch 17:  17%|█▋        | 17/100 [04:09<20:16, 14.66s/it, acc=0.971, lr=0.001, test_acc=0.489]
Iter 5 | Epoch 17:  17%|█▋        | 17/100 [04:23<20:16, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 17:  18%|█▊        | 18/100 [04:23<20:02, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 18:  18%|█▊        | 18/100 [04:23<20:02, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 18:  18%|█▊        | 18/100 [04:38<20:02, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 18:  19%|█▉        | 19/100 [04:38<19:46, 14.65s/it, acc=0.972, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 19:  19%|█▉        | 19/100 [04:38<19:46, 14.65s/it, acc=0.972, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 19:  19%|█▉        | 19/100 [04:53<19:46, 14.65s/it, acc=0.972, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 19:  20%|██        | 20/100 [04:53<19:32, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 20:  20%|██        | 20/100 [04:53<19:32, 14.66s/it, acc=0.972, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 20:  20%|██        | 20/100 [05:07<19:32, 14.66s/it, acc=0.975, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 20:  21%|██        | 21/100 [05:07<19:18, 14.66s/it, acc=0.975, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 21:  21%|██        | 21/100 [05:07<19:18, 14.66s/it, acc=0.975, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 21:  21%|██        | 21/100 [05:22<19:18, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 21:  22%|██▏       | 22/100 [05:22<19:03, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 22:  22%|██▏       | 22/100 [05:22<19:03, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 22:  22%|██▏       | 22/100 [05:37<19:03, 14.66s/it, acc=0.976, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 22:  23%|██▎       | 23/100 [05:37<18:49, 14.66s/it, acc=0.976, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 23:  23%|██▎       | 23/100 [05:37<18:49, 14.66s/it, acc=0.976, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 23:  23%|██▎       | 23/100 [05:51<18:49, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.527]
Iter 5 | Epoch 23:  24%|██▍       | 24/100 [05:51<18:34, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.527]
Iter 5 | Epoch 24:  24%|██▍       | 24/100 [05:51<18:34, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.527]
Iter 5 | Epoch 24:  24%|██▍       | 24/100 [06:06<18:34, 14.67s/it, acc=0.976, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 24:  25%|██▌       | 25/100 [06:06<18:20, 14.67s/it, acc=0.976, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 25:  25%|██▌       | 25/100 [06:06<18:20, 14.67s/it, acc=0.976, lr=0.001, test_acc=0.545]
Iter 5 | Epoch 25:  25%|██▌       | 25/100 [06:21<18:20, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 25:  26%|██▌       | 26/100 [06:21<18:05, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 26:  26%|██▌       | 26/100 [06:21<18:05, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 26:  26%|██▌       | 26/100 [06:35<18:05, 14.67s/it, acc=0.977, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 26:  27%|██▋       | 27/100 [06:35<17:50, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 27:  27%|██▋       | 27/100 [06:35<17:50, 14.66s/it, acc=0.977, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 27:  27%|██▋       | 27/100 [06:50<17:50, 14.66s/it, acc=0.978, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 27:  28%|██▊       | 28/100 [06:50<17:35, 14.66s/it, acc=0.978, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 28:  28%|██▊       | 28/100 [06:50<17:35, 14.66s/it, acc=0.978, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 28:  28%|██▊       | 28/100 [07:05<17:35, 14.66s/it, acc=0.978, lr=0.001, test_acc=0.552]
Iter 5 | Epoch 28:  29%|██▉       | 29/100 [07:05<17:21, 14.67s/it, acc=0.978, lr=0.001, test_acc=0.552]
Iter 5 | Epoch 29:  29%|██▉       | 29/100 [07:05<17:21, 14.67s/it, acc=0.978, lr=0.001, test_acc=0.552]
Iter 5 | Epoch 29:  29%|██▉       | 29/100 [07:19<17:21, 14.67s/it, acc=0.978, lr=0.001, test_acc=0.565]
Iter 5 | Epoch 29:  30%|███       | 30/100 [07:19<17:06, 14.67s/it, acc=0.978, lr=0.001, test_acc=0.565]
Iter 5 | Epoch 30:  30%|███       | 30/100 [07:19<17:06, 14.67s/it, acc=0.978, lr=0.001, test_acc=0.565]
Iter 5 | Epoch 30:  30%|███       | 30/100 [07:34<17:06, 14.67s/it, acc=0.979, lr=0.001, test_acc=0.56] 
Iter 5 | Epoch 30:  31%|███       | 31/100 [07:34<16:52, 14.67s/it, acc=0.979, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 31:  31%|███       | 31/100 [07:34<16:52, 14.67s/it, acc=0.979, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 31:  31%|███       | 31/100 [07:49<16:52, 14.67s/it, acc=0.98, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 31:  32%|███▏      | 32/100 [07:49<16:37, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 32:  32%|███▏      | 32/100 [07:49<16:37, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.556]
Iter 5 | Epoch 32:  32%|███▏      | 32/100 [08:03<16:37, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.553]
Iter 5 | Epoch 32:  33%|███▎      | 33/100 [08:03<16:22, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.553]
Iter 5 | Epoch 33:  33%|███▎      | 33/100 [08:03<16:22, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.553]
Iter 5 | Epoch 33:  33%|███▎      | 33/100 [08:18<16:22, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.561] 
Iter 5 | Epoch 33:  34%|███▍      | 34/100 [08:18<16:07, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 34:  34%|███▍      | 34/100 [08:18<16:07, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 34:  34%|███▍      | 34/100 [08:33<16:07, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.536]
Iter 5 | Epoch 34:  35%|███▌      | 35/100 [08:33<15:52, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.536]
Iter 5 | Epoch 35:  35%|███▌      | 35/100 [08:33<15:52, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.536]
Iter 5 | Epoch 35:  35%|███▌      | 35/100 [08:47<15:52, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 35:  36%|███▌      | 36/100 [08:47<15:38, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 36:  36%|███▌      | 36/100 [08:47<15:38, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 36:  36%|███▌      | 36/100 [09:02<15:38, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.555] 
Iter 5 | Epoch 36:  37%|███▋      | 37/100 [09:02<15:23, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 37:  37%|███▋      | 37/100 [09:02<15:23, 14.66s/it, acc=0.98, lr=0.001, test_acc=0.555]
Iter 5 | Epoch 37:  37%|███▋      | 37/100 [09:17<15:23, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 37:  38%|███▊      | 38/100 [09:17<15:09, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 38:  38%|███▊      | 38/100 [09:17<15:09, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 38:  38%|███▊      | 38/100 [09:31<15:09, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 38:  39%|███▉      | 39/100 [09:31<14:54, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 39:  39%|███▉      | 39/100 [09:31<14:54, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 39:  39%|███▉      | 39/100 [09:46<14:54, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 39:  40%|████      | 40/100 [09:46<14:39, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 40:  40%|████      | 40/100 [09:46<14:39, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.539]
Iter 5 | Epoch 40:  40%|████      | 40/100 [10:01<14:39, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 40:  41%|████      | 41/100 [10:01<14:24, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 41:  41%|████      | 41/100 [10:01<14:24, 14.66s/it, acc=0.981, lr=0.001, test_acc=0.554]
Iter 5 | Epoch 41:  41%|████      | 41/100 [10:15<14:24, 14.66s/it, acc=0.982, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 41:  42%|████▏     | 42/100 [10:15<14:09, 14.65s/it, acc=0.982, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 42:  42%|████▏     | 42/100 [10:15<14:09, 14.65s/it, acc=0.982, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 42:  42%|████▏     | 42/100 [10:30<14:09, 14.65s/it, acc=0.982, lr=0.001, test_acc=0.567]
Iter 5 | Epoch 42:  43%|████▎     | 43/100 [10:30<13:55, 14.65s/it, acc=0.982, lr=0.001, test_acc=0.567]
Iter 5 | Epoch 43:  43%|████▎     | 43/100 [10:30<13:55, 14.65s/it, acc=0.982, lr=0.001, test_acc=0.567]
Iter 5 | Epoch 43:  43%|████▎     | 43/100 [10:45<13:55, 14.65s/it, acc=0.98, lr=0.001, test_acc=0.393] 
Iter 5 | Epoch 43:  44%|████▍     | 44/100 [10:45<13:40, 14.65s/it, acc=0.98, lr=0.001, test_acc=0.393]
Iter 5 | Epoch 44:  44%|████▍     | 44/100 [10:45<13:40, 14.65s/it, acc=0.98, lr=0.001, test_acc=0.393]
Iter 5 | Epoch 44:  44%|████▍     | 44/100 [10:59<13:40, 14.65s/it, acc=0.983, lr=0.001, test_acc=0.534]
Iter 5 | Epoch 44:  45%|████▌     | 45/100 [10:59<13:26, 14.66s/it, acc=0.983, lr=0.001, test_acc=0.534]
Iter 5 | Epoch 45:  45%|████▌     | 45/100 [10:59<13:26, 14.66s/it, acc=0.983, lr=0.001, test_acc=0.534]
Iter 5 | Epoch 45:  45%|████▌     | 45/100 [11:14<13:26, 14.66s/it, acc=0.983, lr=0.001, test_acc=0.549]
Iter 5 | Epoch 45:  46%|████▌     | 46/100 [11:14<13:12, 14.67s/it, acc=0.983, lr=0.001, test_acc=0.549]
Iter 5 | Epoch 46:  46%|████▌     | 46/100 [11:14<13:12, 14.67s/it, acc=0.983, lr=0.001, test_acc=0.549]
Iter 5 | Epoch 46:  46%|████▌     | 46/100 [11:29<13:12, 14.67s/it, acc=0.984, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 46:  47%|████▋     | 47/100 [11:29<12:59, 14.70s/it, acc=0.984, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 47:  47%|████▋     | 47/100 [11:29<12:59, 14.70s/it, acc=0.984, lr=0.001, test_acc=0.559]
Iter 5 | Epoch 47:  47%|████▋     | 47/100 [11:43<12:59, 14.70s/it, acc=0.982, lr=0.001, test_acc=0.566]
Iter 5 | Epoch 47:  48%|████▊     | 48/100 [11:43<12:45, 14.72s/it, acc=0.982, lr=0.001, test_acc=0.566]
Iter 5 | Epoch 48:  48%|████▊     | 48/100 [11:43<12:45, 14.72s/it, acc=0.982, lr=0.001, test_acc=0.566]
Iter 5 | Epoch 48:  48%|████▊     | 48/100 [11:58<12:45, 14.72s/it, acc=0.983, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 48:  49%|████▉     | 49/100 [11:58<12:29, 14.70s/it, acc=0.983, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 49:  49%|████▉     | 49/100 [11:58<12:29, 14.70s/it, acc=0.983, lr=0.001, test_acc=0.547]
Iter 5 | Epoch 49:  49%|████▉     | 49/100 [12:13<12:29, 14.70s/it, acc=0.982, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 49:  50%|█████     | 50/100 [12:13<12:14, 14.68s/it, acc=0.982, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 50:  50%|█████     | 50/100 [12:13<12:14, 14.68s/it, acc=0.982, lr=0.001, test_acc=0.557]
Iter 5 | Epoch 50:  50%|█████     | 50/100 [12:27<12:14, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.436]
Iter 5 | Epoch 50:  51%|█████     | 51/100 [12:27<11:59, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.436]
Iter 5 | Epoch 51:  51%|█████     | 51/100 [12:27<11:59, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.436]
Iter 5 | Epoch 51:  51%|█████     | 51/100 [12:42<11:59, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 51:  52%|█████▏    | 52/100 [12:42<11:44, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 52:  52%|█████▏    | 52/100 [12:42<11:44, 14.68s/it, acc=0.984, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 52:  52%|█████▏    | 52/100 [12:57<11:44, 14.68s/it, acc=0.985, lr=0.001, test_acc=0.526]
Iter 5 | Epoch 52:  53%|█████▎    | 53/100 [12:57<11:29, 14.67s/it, acc=0.985, lr=0.001, test_acc=0.526]
Iter 5 | Epoch 53:  53%|█████▎    | 53/100 [12:57<11:29, 14.67s/it, acc=0.985, lr=0.001, test_acc=0.526]
Iter 5 | Epoch 53:  53%|█████▎    | 53/100 [13:11<11:29, 14.67s/it, acc=0.983, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 53:  54%|█████▍    | 54/100 [13:11<11:14, 14.67s/it, acc=0.983, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 54:  54%|█████▍    | 54/100 [13:11<11:14, 14.67s/it, acc=0.983, lr=0.001, test_acc=0.548]
Iter 5 | Epoch 54:  54%|█████▍    | 54/100 [13:26<11:14, 14.67s/it, acc=0.984, lr=0.001, test_acc=0.315]
Iter 5 | Epoch 54:  55%|█████▌    | 55/100 [13:26<11:00, 14.67s/it, acc=0.984, lr=0.001, test_acc=0.315]
Iter 5 | Epoch 55:  55%|█████▌    | 55/100 [13:26<11:00, 14.67s/it, acc=0.984, lr=0.001, test_acc=0.315]
Iter 5 | Epoch 55:  55%|█████▌    | 55/100 [13:41<11:00, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 55:  56%|█████▌    | 56/100 [13:41<10:45, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 56:  56%|█████▌    | 56/100 [13:41<10:45, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 56:  56%|█████▌    | 56/100 [13:55<10:45, 14.67s/it, acc=0.985, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 56:  57%|█████▋    | 57/100 [13:55<10:30, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 57:  57%|█████▋    | 57/100 [13:55<10:30, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 57:  57%|█████▋    | 57/100 [14:10<10:30, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.413]
Iter 5 | Epoch 57:  58%|█████▊    | 58/100 [14:10<10:15, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.413]
Iter 5 | Epoch 58:  58%|█████▊    | 58/100 [14:10<10:15, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.413]
Iter 5 | Epoch 58:  58%|█████▊    | 58/100 [14:25<10:15, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.367]
Iter 5 | Epoch 58:  59%|█████▉    | 59/100 [14:25<10:01, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.367]
Iter 5 | Epoch 59:  59%|█████▉    | 59/100 [14:25<10:01, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.367]
Iter 5 | Epoch 59:  59%|█████▉    | 59/100 [14:39<10:01, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 59:  60%|██████    | 60/100 [14:39<09:46, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 60:  60%|██████    | 60/100 [14:39<09:46, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.564]
Iter 5 | Epoch 60:  60%|██████    | 60/100 [14:54<09:46, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.56] 
Iter 5 | Epoch 60:  61%|██████    | 61/100 [14:54<09:31, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 61:  61%|██████    | 61/100 [14:54<09:31, 14.66s/it, acc=0.984, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 61:  61%|██████    | 61/100 [15:09<09:31, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 61:  62%|██████▏   | 62/100 [15:09<09:17, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 62:  62%|██████▏   | 62/100 [15:09<09:17, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 62:  62%|██████▏   | 62/100 [15:23<09:17, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.563]
Iter 5 | Epoch 62:  63%|██████▎   | 63/100 [15:23<09:02, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.563]
Iter 5 | Epoch 63:  63%|██████▎   | 63/100 [15:23<09:02, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.563]
Iter 5 | Epoch 63:  63%|██████▎   | 63/100 [15:38<09:02, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.488]
Iter 5 | Epoch 63:  64%|██████▍   | 64/100 [15:38<08:47, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.488]
Iter 5 | Epoch 64:  64%|██████▍   | 64/100 [15:38<08:47, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.488]
Iter 5 | Epoch 64:  64%|██████▍   | 64/100 [15:53<08:47, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.57] 
Iter 5 | Epoch 64:  65%|██████▌   | 65/100 [15:53<08:33, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.57]
Iter 5 | Epoch 65:  65%|██████▌   | 65/100 [15:53<08:33, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.57]
Iter 5 | Epoch 65:  65%|██████▌   | 65/100 [16:07<08:33, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 65:  66%|██████▌   | 66/100 [16:07<08:18, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 66:  66%|██████▌   | 66/100 [16:07<08:18, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.546]
Iter 5 | Epoch 66:  66%|██████▌   | 66/100 [16:22<08:18, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.501]
Iter 5 | Epoch 66:  67%|██████▋   | 67/100 [16:22<08:03, 14.65s/it, acc=0.986, lr=0.001, test_acc=0.501]
Iter 5 | Epoch 67:  67%|██████▋   | 67/100 [16:22<08:03, 14.65s/it, acc=0.986, lr=0.001, test_acc=0.501]
Iter 5 | Epoch 67:  67%|██████▋   | 67/100 [16:37<08:03, 14.65s/it, acc=0.986, lr=0.001, test_acc=0.56] 
Iter 5 | Epoch 67:  68%|██████▊   | 68/100 [16:37<07:49, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 68:  68%|██████▊   | 68/100 [16:37<07:49, 14.66s/it, acc=0.986, lr=0.001, test_acc=0.56]
Iter 5 | Epoch 68:  68%|██████▊   | 68/100 [16:51<07:49, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.383]
Iter 5 | Epoch 68:  69%|██████▉   | 69/100 [16:51<07:34, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.383]
Iter 5 | Epoch 69:  69%|██████▉   | 69/100 [16:51<07:34, 14.66s/it, acc=0.985, lr=0.001, test_acc=0.383]
Iter 5 | Epoch 69:  69%|██████▉   | 69/100 [17:06<07:34, 14.66s/it, acc=0.988, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 69:  70%|███████   | 70/100 [17:06<07:20, 14.67s/it, acc=0.988, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 70:  70%|███████   | 70/100 [17:06<07:20, 14.67s/it, acc=0.988, lr=0.001, test_acc=0.569]
Iter 5 | Epoch 70:  70%|███████   | 70/100 [17:21<07:20, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 70:  71%|███████   | 71/100 [17:21<07:05, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 71:  71%|███████   | 71/100 [17:21<07:05, 14.67s/it, acc=0.986, lr=0.001, test_acc=0.531]
Iter 5 | Epoch 71:  71%|███████   | 71/100 [17:35<07:05, 14.67s/it, acc=0.987, lr=0.001, test_acc=0.561]
Iter 5 | Epoch 71:  72%|███████▏  | 72/100 [17:35<06:50, 14.67s/it, acc=0.987, lr=0.001, test_acc=0.561]
