wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 89sk39hu
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260708_030509-89sk39hu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.9_pruning_ratio_0.9_delta_t_8
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/89sk39hu
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.9
num_mask_updates: 10000
t_end_ratio: 0.8
pruning_ratio: 0.9
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.9 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 6 | Epoch 3:   3%|▎         | 3/100 [00:26<14:12,  8.79s/it, acc=0.971, lr=0.0003, test_acc=0.772]
Iter 6 | Epoch 3:   3%|▎         | 3/100 [00:35<14:12,  8.79s/it, acc=0.974, lr=0.0004, test_acc=0.772]
Iter 6 | Epoch 3:   4%|▍         | 4/100 [00:35<14:03,  8.78s/it, acc=0.974, lr=0.0004, test_acc=0.772]
Iter 6 | Epoch 4:   4%|▍         | 4/100 [00:35<14:03,  8.78s/it, acc=0.974, lr=0.0004, test_acc=0.772]
Iter 6 | Epoch 4:   4%|▍         | 4/100 [00:43<14:03,  8.78s/it, acc=0.977, lr=0.0005, test_acc=0.778]
Iter 6 | Epoch 4:   5%|▌         | 5/100 [00:43<13:55,  8.79s/it, acc=0.977, lr=0.0005, test_acc=0.778]
Iter 6 | Epoch 5:   5%|▌         | 5/100 [00:43<13:55,  8.79s/it, acc=0.977, lr=0.0005, test_acc=0.778]
Iter 6 | Epoch 5:   5%|▌         | 5/100 [00:52<13:55,  8.79s/it, acc=0.981, lr=0.0006, test_acc=0.783]
Iter 6 | Epoch 5:   6%|▌         | 6/100 [00:52<13:46,  8.79s/it, acc=0.981, lr=0.0006, test_acc=0.783]
Iter 6 | Epoch 6:   6%|▌         | 6/100 [00:52<13:46,  8.79s/it, acc=0.981, lr=0.0006, test_acc=0.783]
Iter 6 | Epoch 6:   6%|▌         | 6/100 [01:01<13:46,  8.79s/it, acc=0.985, lr=0.0007, test_acc=0.775]
Iter 6 | Epoch 6:   7%|▋         | 7/100 [01:01<13:37,  8.79s/it, acc=0.985, lr=0.0007, test_acc=0.775]
Iter 6 | Epoch 7:   7%|▋         | 7/100 [01:01<13:37,  8.79s/it, acc=0.985, lr=0.0007, test_acc=0.775]
Iter 6 | Epoch 7:   7%|▋         | 7/100 [01:10<13:37,  8.79s/it, acc=0.988, lr=0.0008, test_acc=0.767]
Iter 6 | Epoch 7:   8%|▊         | 8/100 [01:10<13:31,  8.82s/it, acc=0.988, lr=0.0008, test_acc=0.767]
Iter 6 | Epoch 8:   8%|▊         | 8/100 [01:10<13:31,  8.82s/it, acc=0.988, lr=0.0008, test_acc=0.767]
Iter 6 | Epoch 8:   8%|▊         | 8/100 [01:19<13:31,  8.82s/it, acc=0.991, lr=0.0009, test_acc=0.757]
Iter 6 | Epoch 8:   9%|▉         | 9/100 [01:19<13:20,  8.80s/it, acc=0.991, lr=0.0009, test_acc=0.757]
Iter 6 | Epoch 9:   9%|▉         | 9/100 [01:19<13:20,  8.80s/it, acc=0.991, lr=0.0009, test_acc=0.757]
Iter 6 | Epoch 9:   9%|▉         | 9/100 [01:27<13:20,  8.80s/it, acc=0.993, lr=0.001, test_acc=0.766] 
Iter 6 | Epoch 9:  10%|█         | 10/100 [01:27<13:11,  8.80s/it, acc=0.993, lr=0.001, test_acc=0.766]
Iter 6 | Epoch 10:  10%|█         | 10/100 [01:27<13:11,  8.80s/it, acc=0.993, lr=0.001, test_acc=0.766]
Iter 6 | Epoch 10:  10%|█         | 10/100 [01:36<13:11,  8.80s/it, acc=0.994, lr=0.001, test_acc=0.761]
Iter 6 | Epoch 10:  11%|█         | 11/100 [01:36<13:02,  8.79s/it, acc=0.994, lr=0.001, test_acc=0.761]
Iter 6 | Epoch 11:  11%|█         | 11/100 [01:36<13:02,  8.79s/it, acc=0.994, lr=0.001, test_acc=0.761]
Iter 6 | Epoch 11:  11%|█         | 11/100 [01:45<13:02,  8.79s/it, acc=0.995, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 11:  12%|█▏        | 12/100 [01:45<12:52,  8.78s/it, acc=0.995, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 12:  12%|█▏        | 12/100 [01:45<12:52,  8.78s/it, acc=0.995, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 12:  12%|█▏        | 12/100 [01:54<12:52,  8.78s/it, acc=0.996, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 12:  13%|█▎        | 13/100 [01:54<12:44,  8.78s/it, acc=0.996, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 13:  13%|█▎        | 13/100 [01:54<12:44,  8.78s/it, acc=0.996, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 13:  13%|█▎        | 13/100 [02:03<12:44,  8.78s/it, acc=0.997, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 13:  14%|█▍        | 14/100 [02:03<12:35,  8.78s/it, acc=0.997, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 14:  14%|█▍        | 14/100 [02:03<12:35,  8.78s/it, acc=0.997, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 14:  14%|█▍        | 14/100 [02:11<12:35,  8.78s/it, acc=0.996, lr=0.001, test_acc=0.78] 
Iter 6 | Epoch 14:  15%|█▌        | 15/100 [02:11<12:27,  8.80s/it, acc=0.996, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 15:  15%|█▌        | 15/100 [02:11<12:27,  8.80s/it, acc=0.996, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 15:  15%|█▌        | 15/100 [02:20<12:27,  8.80s/it, acc=0.997, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 15:  16%|█▌        | 16/100 [02:20<12:20,  8.82s/it, acc=0.997, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 16:  16%|█▌        | 16/100 [02:20<12:20,  8.82s/it, acc=0.997, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 16:  16%|█▌        | 16/100 [02:29<12:20,  8.82s/it, acc=0.997, lr=0.001, test_acc=0.758]
Iter 6 | Epoch 16:  17%|█▋        | 17/100 [02:29<12:11,  8.81s/it, acc=0.997, lr=0.001, test_acc=0.758]
Iter 6 | Epoch 17:  17%|█▋        | 17/100 [02:29<12:11,  8.81s/it, acc=0.997, lr=0.001, test_acc=0.758]
Iter 6 | Epoch 17:  17%|█▋        | 17/100 [02:38<12:11,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 17:  18%|█▊        | 18/100 [02:38<12:01,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 18:  18%|█▊        | 18/100 [02:38<12:01,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 18:  18%|█▊        | 18/100 [02:47<12:01,  8.80s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 18:  19%|█▉        | 19/100 [02:47<11:52,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 19:  19%|█▉        | 19/100 [02:47<11:52,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 19:  19%|█▉        | 19/100 [02:55<11:52,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 19:  20%|██        | 20/100 [02:55<11:43,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 20:  20%|██        | 20/100 [02:55<11:43,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.767]
Iter 6 | Epoch 20:  20%|██        | 20/100 [03:04<11:43,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 20:  21%|██        | 21/100 [03:04<11:34,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 21:  21%|██        | 21/100 [03:04<11:34,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 21:  21%|██        | 21/100 [03:13<11:34,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.763]
Iter 6 | Epoch 21:  22%|██▏       | 22/100 [03:13<11:25,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.763]
Iter 6 | Epoch 22:  22%|██▏       | 22/100 [03:13<11:25,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.763]
Iter 6 | Epoch 22:  22%|██▏       | 22/100 [03:22<11:25,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 22:  23%|██▎       | 23/100 [03:22<11:16,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 23:  23%|██▎       | 23/100 [03:22<11:16,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 23:  23%|██▎       | 23/100 [03:31<11:16,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.76] 
Iter 6 | Epoch 23:  24%|██▍       | 24/100 [03:31<11:09,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.76]
Iter 6 | Epoch 24:  24%|██▍       | 24/100 [03:31<11:09,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.76]
Iter 6 | Epoch 24:  24%|██▍       | 24/100 [03:39<11:09,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 6 | Epoch 24:  25%|██▌       | 25/100 [03:39<11:00,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 6 | Epoch 25:  25%|██▌       | 25/100 [03:39<11:00,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 6 | Epoch 25:  25%|██▌       | 25/100 [03:48<11:00,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 25:  26%|██▌       | 26/100 [03:48<10:51,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 26:  26%|██▌       | 26/100 [03:48<10:51,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 26:  26%|██▌       | 26/100 [03:57<10:51,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.759]
Iter 6 | Epoch 26:  27%|██▋       | 27/100 [03:57<10:42,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.759]
Iter 6 | Epoch 27:  27%|██▋       | 27/100 [03:57<10:42,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.759]
Iter 6 | Epoch 27:  27%|██▋       | 27/100 [04:06<10:42,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 27:  28%|██▊       | 28/100 [04:06<10:33,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 28:  28%|██▊       | 28/100 [04:06<10:33,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 28:  28%|██▊       | 28/100 [04:15<10:33,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 28:  29%|██▉       | 29/100 [04:15<10:23,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 29:  29%|██▉       | 29/100 [04:15<10:23,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 29:  29%|██▉       | 29/100 [04:23<10:23,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 29:  30%|███       | 30/100 [04:23<10:15,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 30:  30%|███       | 30/100 [04:23<10:15,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 30:  30%|███       | 30/100 [04:32<10:15,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 30:  31%|███       | 31/100 [04:32<10:06,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 31:  31%|███       | 31/100 [04:32<10:06,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 31:  31%|███       | 31/100 [04:41<10:06,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.76] 
Iter 6 | Epoch 31:  32%|███▏      | 32/100 [04:41<09:58,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.76]
Iter 6 | Epoch 32:  32%|███▏      | 32/100 [04:41<09:58,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.76]
Iter 6 | Epoch 32:  32%|███▏      | 32/100 [04:50<09:58,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.678]
Iter 6 | Epoch 32:  33%|███▎      | 33/100 [04:50<09:49,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.678]
Iter 6 | Epoch 33:  33%|███▎      | 33/100 [04:50<09:49,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.678]
Iter 6 | Epoch 33:  33%|███▎      | 33/100 [04:59<09:49,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 33:  34%|███▍      | 34/100 [04:59<09:41,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 34:  34%|███▍      | 34/100 [04:59<09:41,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.775]
Iter 6 | Epoch 34:  34%|███▍      | 34/100 [05:07<09:41,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77] 
Iter 6 | Epoch 34:  35%|███▌      | 35/100 [05:07<09:32,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 35:  35%|███▌      | 35/100 [05:07<09:32,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 35:  35%|███▌      | 35/100 [05:16<09:32,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 35:  36%|███▌      | 36/100 [05:16<09:23,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 36:  36%|███▌      | 36/100 [05:16<09:23,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.754]
Iter 6 | Epoch 36:  36%|███▌      | 36/100 [05:25<09:23,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.764]
Iter 6 | Epoch 36:  37%|███▋      | 37/100 [05:25<09:14,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.764]
Iter 6 | Epoch 37:  37%|███▋      | 37/100 [05:25<09:14,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.764]
Iter 6 | Epoch 37:  37%|███▋      | 37/100 [05:34<09:14,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 37:  38%|███▊      | 38/100 [05:34<09:04,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 38:  38%|███▊      | 38/100 [05:34<09:04,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 38:  38%|███▊      | 38/100 [05:43<09:04,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 38:  39%|███▉      | 39/100 [05:43<08:56,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 39:  39%|███▉      | 39/100 [05:43<08:56,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 39:  39%|███▉      | 39/100 [05:51<08:56,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 39:  40%|████      | 40/100 [05:51<08:48,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 40:  40%|████      | 40/100 [05:51<08:48,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 40:  40%|████      | 40/100 [06:00<08:48,  8.81s/it, acc=0.998, lr=0.001, test_acc=0.75] 
Iter 6 | Epoch 40:  41%|████      | 41/100 [06:00<08:39,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.75]
Iter 6 | Epoch 41:  41%|████      | 41/100 [06:00<08:39,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.75]
Iter 6 | Epoch 41:  41%|████      | 41/100 [06:09<08:39,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 41:  42%|████▏     | 42/100 [06:09<08:30,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 42:  42%|████▏     | 42/100 [06:09<08:30,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 42:  42%|████▏     | 42/100 [06:18<08:30,  8.80s/it, acc=0.997, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 42:  43%|████▎     | 43/100 [06:18<08:21,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 43:  43%|████▎     | 43/100 [06:18<08:21,  8.79s/it, acc=0.997, lr=0.001, test_acc=0.771]
Iter 6 | Epoch 43:  43%|████▎     | 43/100 [06:27<08:21,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.77] 
Iter 6 | Epoch 43:  44%|████▍     | 44/100 [06:27<08:12,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 44:  44%|████▍     | 44/100 [06:27<08:12,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 44:  44%|████▍     | 44/100 [06:35<08:12,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 44:  45%|████▌     | 45/100 [06:35<08:03,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 45:  45%|████▌     | 45/100 [06:35<08:03,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.77]
Iter 6 | Epoch 45:  45%|████▌     | 45/100 [06:44<08:03,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 45:  46%|████▌     | 46/100 [06:44<07:54,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 46:  46%|████▌     | 46/100 [06:44<07:54,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 46:  46%|████▌     | 46/100 [06:53<07:54,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 6 | Epoch 46:  47%|████▋     | 47/100 [06:53<07:45,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 6 | Epoch 47:  47%|████▋     | 47/100 [06:53<07:45,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.781]
Iter 6 | Epoch 47:  47%|████▋     | 47/100 [07:02<07:45,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 47:  48%|████▊     | 48/100 [07:02<07:37,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 48:  48%|████▊     | 48/100 [07:02<07:37,  8.80s/it, acc=0.998, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 48:  48%|████▊     | 48/100 [07:10<07:37,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 48:  49%|████▉     | 49/100 [07:10<07:28,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 49:  49%|████▉     | 49/100 [07:10<07:28,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.772]
Iter 6 | Epoch 49:  49%|████▉     | 49/100 [07:19<07:28,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 49:  50%|█████     | 50/100 [07:19<07:18,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 50:  50%|█████     | 50/100 [07:19<07:18,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 50:  50%|█████     | 50/100 [07:28<07:18,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.78] 
Iter 6 | Epoch 50:  51%|█████     | 51/100 [07:28<07:09,  8.77s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 51:  51%|█████     | 51/100 [07:28<07:09,  8.77s/it, acc=0.998, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 51:  51%|█████     | 51/100 [07:37<07:09,  8.77s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 51:  52%|█████▏    | 52/100 [07:37<07:01,  8.77s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 52:  52%|█████▏    | 52/100 [07:37<07:01,  8.77s/it, acc=0.998, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 52:  52%|█████▏    | 52/100 [07:46<07:01,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 52:  53%|█████▎    | 53/100 [07:46<06:52,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 53:  53%|█████▎    | 53/100 [07:46<06:52,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.778]
Iter 6 | Epoch 53:  53%|█████▎    | 53/100 [07:54<06:52,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 53:  54%|█████▍    | 54/100 [07:54<06:43,  8.78s/it, acc=0.999, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 54:  54%|█████▍    | 54/100 [07:54<06:43,  8.78s/it, acc=0.999, lr=0.001, test_acc=0.774]
Iter 6 | Epoch 54:  54%|█████▍    | 54/100 [08:03<06:43,  8.78s/it, acc=0.999, lr=0.001, test_acc=0.78] 
Iter 6 | Epoch 54:  55%|█████▌    | 55/100 [08:03<06:34,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 55:  55%|█████▌    | 55/100 [08:03<06:34,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.78]
Iter 6 | Epoch 55:  55%|█████▌    | 55/100 [08:12<06:34,  8.77s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 55:  56%|█████▌    | 56/100 [08:12<06:26,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 56:  56%|█████▌    | 56/100 [08:12<06:26,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 56:  56%|█████▌    | 56/100 [08:21<06:26,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 56:  57%|█████▋    | 57/100 [08:21<06:17,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 57:  57%|█████▋    | 57/100 [08:21<06:17,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.756]
Iter 6 | Epoch 57:  57%|█████▋    | 57/100 [08:29<06:17,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 57:  58%|█████▊    | 58/100 [08:29<06:09,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 58:  58%|█████▊    | 58/100 [08:29<06:09,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.773]
Iter 6 | Epoch 58:  58%|█████▊    | 58/100 [08:38<06:09,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 58:  59%|█████▉    | 59/100 [08:38<06:00,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 59:  59%|█████▉    | 59/100 [08:38<06:00,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.769]
Iter 6 | Epoch 59:  59%|█████▉    | 59/100 [08:47<06:00,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 59:  60%|██████    | 60/100 [08:47<05:51,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 60:  60%|██████    | 60/100 [08:47<05:51,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.776]
Iter 6 | Epoch 60:  60%|██████    | 60/100 [08:56<05:51,  8.78s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 60:  61%|██████    | 61/100 [08:56<05:42,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 61:  61%|██████    | 61/100 [08:56<05:42,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.777]
Iter 6 | Epoch 61:  61%|██████    | 61/100 [09:05<05:42,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 61:  62%|██████▏   | 62/100 [09:05<05:34,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 62:  62%|██████▏   | 62/100 [09:05<05:34,  8.79s/it, acc=0.998, lr=0.001, test_acc=0.779]
Iter 6 | Epoch 62:  62%|██████▏   | 62/100 [09:13<05:34,  8.79s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 6 | Epoch 62:  63%|██████▎   | 63/100 [09:13<05:25,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 6 | Epoch 63:  63%|██████▎   | 63/100 [09:13<05:25,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.782]
Iter 6 | Epoch 63:  63%|██████▎   | 63/100 [09:22<05:25,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 63:  64%|██████▍   | 64/100 [09:22<05:17,  8.81s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 64:  64%|██████▍   | 64/100 [09:22<05:17,  8.81s/it, acc=0.999, lr=0.001, test_acc=0.765]
Iter 6 | Epoch 64:  64%|██████▍   | 64/100 [09:31<05:17,  8.81s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 6 | Epoch 64:  65%|██████▌   | 65/100 [09:31<05:07,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 6 | Epoch 65:  65%|██████▌   | 65/100 [09:31<05:07,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.757]
Iter 6 | Epoch 65:  65%|██████▌   | 65/100 [09:40<05:07,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 65:  66%|██████▌   | 66/100 [09:40<04:59,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 66:  66%|██████▌   | 66/100 [09:40<04:59,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.762]
Iter 6 | Epoch 66:  66%|██████▌   | 66/100 [09:49<04:59,  8.80s/it, acc=0.999, lr=0.001, test_acc=0.765]
