,accuracy
0,0.1116
1,0.3201
2,0.2148
3,0.2497
4,0.2973
5,0.4049
6,0.4155
7,0.3609
8,0.409
9,0.4021
10,0.3983
11,0.3758
12,0.4302
13,0.3277
14,0.4675
15,0.453
16,0.4902
17,0.449
18,0.4582
19,0.4613
20,0.5206
21,0.4931
22,0.4998
23,0.463
24,0.4801
25,0.4722
26,0.5204
27,0.5316
28,0.4874
29,0.5187
30,0.5416
31,0.5258
32,0.539
33,0.51
34,0.522
35,0.5049
36,0.519
37,0.5394
38,0.5047
39,0.5568
40,0.501
41,0.4896
42,0.5589
43,0.5577
44,0.5443
45,0.571
46,0.5369
47,0.5627
48,0.5524
49,0.5527
50,0.5149
51,0.5579
52,0.5434
53,0.5424
54,0.5361
55,0.4935
56,0.5075
57,0.5278
58,0.5659
59,0.5293
60,0.5717
61,0.5524
62,0.566
63,0.554
64,0.5591
65,0.551
66,0.5669
67,0.5556
68,0.5805
69,0.5439
70,0.5347
71,0.5469
72,0.5776
73,0.583
74,0.5531
75,0.5823
76,0.5683
77,0.5665
78,0.5299
79,0.5745
80,0.5626
81,0.5467
82,0.5439
83,0.5597
84,0.5493
85,0.5457
86,0.5611
87,0.5844
88,0.5657
89,0.5655
90,0.5734
91,0.5338
92,0.5131
93,0.487
94,0.5546
95,0.5629
96,0.5819
97,0.5853
98,0.5745
99,0.5783
100,0.6057
101,0.6208
102,0.6105
103,0.6332
104,0.6226
105,0.6422
106,0.6318
107,0.6394
108,0.6408
109,0.6344
110,0.6386
111,0.6148
112,0.5932
113,0.6317
114,0.6327
115,0.6237
116,0.6455
117,0.6371
118,0.6386
119,0.5894
120,0.631
121,0.6254
122,0.6364
123,0.6397
124,0.6398
125,0.6529
126,0.6366
127,0.634
128,0.618
129,0.6318
130,0.6294
131,0.6277
132,0.5914
133,0.6369
134,0.64
135,0.6136
136,0.6198
137,0.6296
138,0.6416
139,0.6351
140,0.6267
141,0.6084
142,0.6268
143,0.6312
144,0.6303
145,0.6204
146,0.6358
147,0.6336
148,0.6421
149,0.6161
150,0.6367
151,0.6374
152,0.6087
153,0.646
154,0.6459
155,0.6461
156,0.6413
157,0.6406
158,0.6267
