,timestamp,accuracy
260,1783451064.061779,0.6434
261,1783451077.6953216,0.646
262,1783451091.4449267,0.6467
263,1783451104.95863,0.6534
264,1783451118.2981918,0.6516
265,1783451131.6421607,0.6609
266,1783451145.0594795,0.6503
267,1783451157.9985273,0.6525
268,1783451170.7406673,0.6469
269,1783451183.4112625,0.6505
270,1783451196.1872845,0.6588
271,1783451208.954227,0.66
272,1783451221.8216457,0.644
273,1783451234.6719525,0.6566
274,1783451247.6300554,0.6574
275,1783451260.8601408,0.6561
276,1783451274.3613682,0.6659
277,1783451287.4757848,0.649
278,1783451300.6146896,0.6573
279,1783451313.942159,0.65
280,1783451327.1623173,0.6604
281,1783451340.604288,0.6524
282,1783451354.3448696,0.653
283,1783451367.6237826,0.6651
284,1783451381.1962042,0.6655
285,1783451394.7144167,0.6708
286,1783451408.2087293,0.6536
287,1783451421.7808895,0.6566
288,1783451435.249103,0.6477
289,1783451448.7525756,0.6535
290,1783451462.3506386,0.6627
291,1783451476.2255485,0.6396
292,1783451489.7195008,0.6557
293,1783451503.1227758,0.6659
294,1783451516.5592964,0.6539
295,1783451529.8872588,0.6538
296,1783451543.6690269,0.6536
297,1783451557.1575181,0.6572
298,1783451570.4240441,0.6468
299,1783451583.6602685,0.6553
300,1783451603.3808033,0.6771
301,1783451619.4768732,0.6834
302,1783451636.0020764,0.6872
303,1783451652.7777052,0.6826
304,1783451669.5394645,0.6809
305,1783451685.7670712,0.6829
306,1783451701.7336457,0.6827
307,1783451717.8122003,0.6874
308,1783451734.4105415,0.6806
309,1783451751.234019,0.6626
310,1783451768.2446883,0.6743
311,1783451785.1744385,0.6696
312,1783451801.973987,0.6707
313,1783451819.0224457,0.6719
314,1783451835.753144,0.6697
315,1783451852.5106485,0.6813
316,1783451869.319787,0.682
317,1783451886.0930932,0.6821
318,1783451902.9643981,0.6857
319,1783451920.3617487,0.6742
320,1783451937.1781251,0.68
321,1783451954.010707,0.6817
322,1783451970.9191368,0.6619
323,1783451987.7613266,0.6709
324,1783452004.709595,0.677
325,1783452021.6573293,0.6846
326,1783452038.6069553,0.6847
327,1783452055.5930264,0.6836
328,1783452073.5899453,0.686
329,1783452091.193493,0.6666
330,1783452108.9332771,0.6922
331,1783452125.9034982,0.6904
332,1783452143.097854,0.6813
333,1783452159.9722047,0.6895
334,1783452176.8025126,0.6878
335,1783452193.7627814,0.6848
336,1783452210.413857,0.6919
337,1783452227.4307435,0.6875
338,1783452244.224655,0.6883
339,1783452261.371983,0.686
340,1783452278.1844468,0.6797
341,1783452295.1341553,0.6871
342,1783452312.0634904,0.6851
343,1783452329.094033,0.6941
344,1783452346.1133354,0.6842
345,1783452363.0128725,0.6903
346,1783452380.0635397,0.6845
347,1783452397.2498012,0.6945
348,1783452414.2500024,0.6945
349,1783452430.9616764,0.6815
350,1783452447.5038857,0.6769
351,1783452464.1670802,0.6832
352,1783452481.8845177,0.6849
353,1783452499.3650854,0.6726
354,1783452516.812429,0.6874
355,1783452534.6705356,0.6879
356,1783452551.1475487,0.6911
357,1783452568.7163966,0.694
358,1783452585.376649,0.6849
359,1783452602.1101382,0.6866
360,1783452619.1986005,0.6802
361,1783452636.0320752,0.6787
362,1783452652.9670563,0.6926
363,1783452669.814566,0.6828
364,1783452686.8126578,0.69
365,1783452703.5463514,0.6842
366,1783452720.2786264,0.6886
367,1783452737.231187,0.6829
368,1783452754.125237,0.6882
369,1783452770.9999006,0.6791
370,1783452787.6895614,0.6985
371,1783452804.409764,0.6879
372,1783452821.270659,0.6942
373,1783452838.3613744,0.7015
374,1783452855.2051954,0.7
375,1783452872.1087701,0.6995
376,1783452889.5270865,0.6902
377,1783452906.841107,0.696
378,1783452923.9549265,0.686
379,1783452941.6214383,0.6973
380,1783452959.064888,0.6947
381,1783452976.2440555,0.6931
382,1783452993.3716133,0.6816
383,1783453010.5081918,0.6918
384,1783453027.5798118,0.6913
385,1783453044.6864576,0.6852
386,1783453061.7092972,0.6967
387,1783453078.7872815,0.6885
388,1783453095.843766,0.6878
389,1783453112.854511,0.6928
390,1783453129.9453447,0.691
391,1783453147.0025878,0.6958
392,1783453164.0146155,0.7014
393,1783453182.355212,0.7023
394,1783453200.016498,0.6978
395,1783453217.361297,0.6948
396,1783453233.5959187,0.6894
397,1783453250.0219333,0.695
398,1783453266.930277,0.696
399,1783453283.5195067,0.6901
400,1783453306.481264,0.7065
401,1783453325.7519734,0.7128
402,1783453345.7027905,0.7165
403,1783453365.863883,0.7151
404,1783453384.2099447,0.7176
405,1783453404.3179154,0.7177
406,1783453424.6948807,0.718
407,1783453445.2914948,0.7188
408,1783453465.8861709,0.7206
409,1783453486.4179897,0.7198
410,1783453506.739037,0.7204
411,1783453527.9483118,0.7204
412,1783453548.137132,0.7202
413,1783453568.2745442,0.7208
414,1783453588.2607992,0.7198
415,1783453608.519464,0.7212
416,1783453628.4682262,0.72
417,1783453648.5491266,0.7192
418,1783453668.5363808,0.7197
419,1783453688.7916944,0.7205
420,1783453708.7784576,0.7198
421,1783453729.2362747,0.719
422,1783453748.9404671,0.7196
423,1783453769.0777023,0.7207
424,1783453789.426672,0.6793
425,1783453809.5596862,0.7081
426,1783453830.1420844,0.7071
427,1783453850.4803464,0.7126
428,1783453870.513755,0.7223
429,1783453890.5268943,0.7167
430,1783453910.659861,0.7163
431,1783453931.5323563,0.7135
432,1783453951.9643054,0.7185
433,1783453972.0386307,0.7207
434,1783453991.8004062,0.7125
435,1783454011.5873687,0.7225
436,1783454032.5903463,0.7149
437,1783454053.0759256,0.7174
438,1783454073.0792973,0.7161
439,1783454092.7654977,0.7159
440,1783454113.8863053,0.7195
441,1783454133.8579829,0.718
442,1783454153.8829482,0.7168
443,1783454174.2856002,0.7166
444,1783454194.0971029,0.723
445,1783454214.136499,0.7266
446,1783454234.3277483,0.7198
447,1783454254.5412085,0.7279
448,1783454274.9546964,0.7184
449,1783454295.5522847,0.7227
450,1783454315.7178078,0.7152
451,1783454336.014606,0.7258
452,1783454356.4555082,0.7259
453,1783454376.7712343,0.7219
454,1783454397.3664901,0.7227
455,1783454417.6258848,0.7226
456,1783454437.910044,0.7241
457,1783454458.2467828,0.7098
458,1783454478.538078,0.7218
459,1783454498.9804544,0.7134
460,1783454519.487815,0.7109
461,1783454540.123059,0.7134
462,1783454560.6878638,0.71
463,1783454581.3549156,0.7155
464,1783454601.9519634,0.7179
465,1783454623.4856853,0.7223
466,1783454644.9039233,0.7263
467,1783454665.3731327,0.7263
468,1783454686.710427,0.7266
469,1783454707.8253057,0.723
470,1783454727.9794817,0.7196
471,1783454748.3680172,0.7044
472,1783454768.5640156,0.7152
473,1783454789.1209657,0.714
474,1783454809.3127484,0.7168
475,1783454831.224792,0.7161
476,1783454852.6337311,0.7227
477,1783454873.48647,0.7157
478,1783454894.1770003,0.7215
479,1783454915.4649282,0.7246
480,1783454936.357589,0.7217
481,1783454958.0246098,0.725
482,1783454978.9535053,0.7188
483,1783455000.1922598,0.7188
484,1783455021.0728154,0.7208
485,1783455041.9583251,0.7179
486,1783455062.626374,0.7245
487,1783455083.4769485,0.7179
488,1783455104.2256382,0.717
489,1783455125.232648,0.7078
490,1783455146.2896035,0.7064
491,1783455167.3093061,0.7166
492,1783455188.2816997,0.7143
493,1783455209.590242,0.7106
494,1783455230.7157056,0.7166
495,1783455251.682499,0.7165
496,1783455273.2362819,0.7214
497,1783455294.5347607,0.7177
498,1783455315.6710117,0.721
499,1783455336.7662165,0.7042
500,1783455364.0195389,0.7254
501,1783455387.7218828,0.7325
502,1783455411.8860033,0.7356
503,1783455443.0115683,0.7354
504,1783455474.879352,0.733
505,1783455506.9449198,0.7334
506,1783455539.0308177,0.7338
507,1783455571.0888665,0.731
508,1783455603.2787044,0.7343
509,1783455635.3136122,0.7298
510,1783455667.7255135,0.7144
511,1783455699.98245,0.7276
512,1783455732.0695322,0.7224
513,1783455764.170888,0.7213
514,1783455796.783574,0.7298
515,1783455828.9871955,0.7294
516,1783455861.0918424,0.7241
517,1783455893.2144606,0.737
518,1783455925.3051977,0.7334
519,1783455957.392443,0.7332
520,1783455989.2248876,0.7298
521,1783456021.144931,0.732
522,1783456053.1178014,0.7328
523,1783456084.9981847,0.7314
524,1783456116.8391867,0.7298
525,1783456148.6393542,0.7275
526,1783456180.0433626,0.7354
527,1783456211.9037998,0.7372
528,1783456243.4146974,0.7305
529,1783456275.234064,0.728
530,1783456306.957056,0.7362
531,1783456338.7156541,0.7342
532,1783456370.457483,0.7333
533,1783456402.7098293,0.7296
534,1783456434.8519301,0.735
535,1783456466.7333632,0.7329
536,1783456498.9497526,0.7358
537,1783456531.6525953,0.7344
538,1783456565.2706199,0.7327
539,1783456598.5765684,0.736
540,1783456631.8755744,0.7333
541,1783456665.2720323,0.7339
542,1783456698.5269601,0.7211
543,1783456731.5841277,0.7317
544,1783456765.2832608,0.7363
545,1783456799.087349,0.7347
546,1783456832.7030542,0.735
547,1783456865.8164432,0.7346
548,1783456898.791724,0.732
549,1783456932.2258782,0.7361
550,1783456966.1832337,0.7347
551,1783457000.1232975,0.7375
552,1783457033.2088206,0.7338
553,1783457066.4754012,0.7309
554,1783457099.9631252,0.7397
555,1783457133.7293675,0.7301
556,1783457167.480589,0.7356
557,1783457200.8578014,0.7281
558,1783457233.929408,0.7255
559,1783457267.2285004,0.7315
560,1783457300.9316282,0.73
561,1783457334.048856,0.7362
562,1783457367.363709,0.7302
563,1783457400.2501054,0.7362
564,1783457433.0533288,0.7417
565,1783457466.3288698,0.7417
566,1783457499.7504838,0.7326
567,1783457533.2117841,0.7301
568,1783457566.1613114,0.7287
569,1783457598.9335332,0.7316
570,1783457632.0182467,0.7373
571,1783457665.7981267,0.7332
572,1783457699.660479,0.7399
573,1783457732.9552388,0.7346
574,1783457765.8784306,0.7314
575,1783457799.1733313,0.737
576,1783457832.7726948,0.7337
577,1783457866.4415276,0.7421
578,1783457899.0756705,0.7443
579,1783457931.9189558,0.7403
580,1783457964.9156408,0.7436
581,1783457997.5077124,0.7353
582,1783458031.2948322,0.7389
583,1783458064.4831321,0.7406
584,1783458098.7576103,0.7282
585,1783458132.6952682,0.7265
586,1783458166.1182275,0.7323
587,1783458199.8705032,0.7362
588,1783458234.7359118,0.7379
589,1783458268.1288722,0.7403
590,1783458301.5694335,0.7439
591,1783458336.1199632,0.7423
592,1783458369.2332454,0.7373
593,1783458402.414382,0.7459
594,1783458437.2237096,0.7425
595,1783458471.1649525,0.7416
596,1783458504.7521179,0.7387
597,1783458539.1547685,0.7383
598,1783458573.7552936,0.732
599,1783458605.762581,0.7241
600,1783458646.9972942,0.741
601,1783458685.9028518,0.7442
602,1783458724.8282845,0.7463
603,1783458763.6696582,0.7464
604,1783458802.6682143,0.745
605,1783458841.57661,0.745
606,1783458880.1728077,0.7435
607,1783458918.98994,0.7449
608,1783458957.894036,0.7452
609,1783458996.7818515,0.7463
610,1783459036.2876866,0.7467
611,1783459075.8355386,0.7463
612,1783459115.1110268,0.7458
613,1783459154.9745219,0.7456
614,1783459194.6581097,0.7471
615,1783459233.754075,0.7454
616,1783459272.5772078,0.7459
617,1783459311.5312474,0.7469
618,1783459350.249069,0.7475
619,1783459389.2536993,0.7447
620,1783459428.0885975,0.7453
621,1783459467.2134817,0.7464
622,1783459506.3366425,0.7455
623,1783459545.4238524,0.7463
624,1783459584.3836012,0.7467
625,1783459623.2662883,0.7473
626,1783459662.2154791,0.7467
627,1783459701.2275295,0.7458
628,1783459740.616605,0.7469
629,1783459779.6932425,0.7464
630,1783459818.969098,0.7469
631,1783459858.2926424,0.7466
632,1783459897.332534,0.7469
633,1783459936.4582465,0.7466
634,1783459975.1329048,0.7459
635,1783460012.758292,0.7449
636,1783460052.276133,0.7447
637,1783460091.840831,0.7452
638,1783460130.5482955,0.7469
639,1783460170.651537,0.7461
640,1783460209.5063229,0.7462
641,1783460250.0379572,0.7466
642,1783460289.9364405,0.7453
643,1783460329.355142,0.745
644,1783460370.0405006,0.7296
645,1783460409.3210664,0.7423
646,1783460449.6513608,0.7457
647,1783460489.6259594,0.7488
648,1783460529.230179,0.7507
649,1783460569.7665052,0.7534
650,1783460609.0322125,0.7536
651,1783460648.8109949,0.755
652,1783460688.8421977,0.754
653,1783460727.9480557,0.7544
654,1783460768.51658,0.7539
655,1783460807.4255872,0.7488
656,1783460847.1038742,0.7353
657,1783460887.183279,0.7424
658,1783460926.759811,0.7461
659,1783460967.0939517,0.7528
660,1783461005.8918371,0.7558
661,1783461045.0144303,0.7521
662,1783461085.1981516,0.7541
663,1783461124.0641313,0.749
664,1783461164.5390813,0.7478
665,1783461203.8932142,0.7447
666,1783461243.3783004,0.7519
667,1783461284.1806335,0.7546
668,1783461323.4192593,0.7493
669,1783461363.3495393,0.7533
670,1783461402.713927,0.7464
671,1783461441.5485265,0.7454
672,1783461481.8030221,0.7506
673,1783461520.8396306,0.7507
674,1783461561.129822,0.7427
675,1783461600.5173745,0.7529
676,1783461639.733713,0.7475
677,1783461679.8435497,0.756
678,1783461718.7961638,0.7509
679,1783461759.1614683,0.7541
680,1783461798.2609508,0.754
681,1783461837.6735473,0.752
682,1783461877.756497,0.7489
683,1783461916.422327,0.7536
684,1783461956.883905,0.7557
685,1783461995.848975,0.7541
686,1783462035.1658263,0.7551
687,1783462075.1898503,0.7506
688,1783462114.1875956,0.75
689,1783462154.3621452,0.7507
690,1783462193.013261,0.7528
691,1783462232.3258832,0.7547
692,1783462271.9505477,0.7559
693,1783462310.5491605,0.7521
694,1783462350.8449337,0.7473
695,1783462389.6796181,0.753
696,1783462429.5345058,0.7541
697,1783462469.512434,0.7569
698,1783462508.1730485,0.7543
699,1783462547.0031753,0.7566
700,1783462596.3208866,0.7609
701,1783462640.4756992,0.7653
702,1783462686.24545,0.7615
703,1783462730.199189,0.7643
704,1783462775.506288,0.7658
705,1783462819.7924788,0.7646
706,1783462864.8602195,0.7635
707,1783462909.3904898,0.7628
708,1783462954.4241035,0.7614
709,1783462999.584262,0.7634
710,1783463044.7637055,0.7644
711,1783463090.3578708,0.762
712,1783463135.514602,0.7604
713,1783463180.9639173,0.7507
714,1783463225.6143386,0.7582
715,1783463271.017773,0.7621
716,1783463315.3659842,0.7652
717,1783463361.1046913,0.7677
718,1783463405.4965334,0.765
719,1783463451.4100163,0.7602
720,1783463495.7993805,0.7673
721,1783463541.5470765,0.7675
722,1783463586.1488223,0.7454
723,1783463632.244061,0.7539
724,1783463676.6377254,0.757
725,1783463722.5249438,0.7648
726,1783463767.242648,0.768
727,1783463813.3658504,0.7664
728,1783463857.580689,0.7633
729,1783463903.1791136,0.7658
730,1783463947.0156078,0.7587
731,1783463992.2839315,0.7591
732,1783464036.4895663,0.7563
733,1783464081.6649156,0.7585
734,1783464126.3693275,0.7638
735,1783464171.2265103,0.7653
736,1783464216.7393262,0.7651
737,1783464261.7939415,0.7617
738,1783464307.855922,0.7661
739,1783464352.3337495,0.763
740,1783464398.3324895,0.7537
741,1783464442.9144683,0.7558
742,1783464488.5325117,0.7496
743,1783464532.712666,0.759
744,1783464578.627175,0.7632
745,1783464623.1215987,0.7686
746,1783464668.8704884,0.7709
747,1783464713.5951006,0.7695
748,1783464759.4005706,0.7711
749,1783464803.8055916,0.7672
750,1783464849.494327,0.7698
751,1783464894.129094,0.7699
752,1783464939.714176,0.7685
753,1783464984.6148472,0.767
754,1783465029.8740423,0.7702
755,1783465075.0811856,0.7692
756,1783465119.9526663,0.7683
757,1783465165.2902224,0.7519
758,1783465209.7318525,0.7538
759,1783465254.6894193,0.7667
760,1783465298.7246504,0.7677
761,1783465343.850585,0.7653
762,1783465388.0579927,0.7622
763,1783465434.1050408,0.7685
764,1783465478.6105378,0.7624
765,1783465523.1381044,0.757
766,1783465569.2447135,0.7691
767,1783465615.289021,0.7673
768,1783465659.8708355,0.7715
769,1783465705.7934449,0.7691
770,1783465751.7371986,0.7702
771,1783465796.2793298,0.7697
772,1783465842.3355129,0.7657
773,1783465888.234837,0.7631
774,1783465932.6806636,0.764
775,1783465978.6629896,0.7648
776,1783466024.202117,0.7602
777,1783466069.1399775,0.7629
778,1783466115.3713982,0.7616
779,1783466161.336342,0.7607
780,1783466205.8548777,0.763
781,1783466251.814465,0.7663
782,1783466297.665653,0.7658
783,1783466342.3839204,0.766
784,1783466387.1735597,0.7715
785,1783466432.595358,0.7689
786,1783466477.6029704,0.7716
787,1783466522.4396682,0.7631
788,1783466568.3167715,0.764
789,1783466613.8839202,0.7532
790,1783466658.8120875,0.7632
791,1783466704.7927692,0.7619
792,1783466748.7921517,0.7675
793,1783466793.9869566,0.7647
794,1783466840.5061207,0.7674
795,1783466886.686112,0.7668
796,1783466930.9119685,0.7663
797,1783466976.7340658,0.7693
798,1783467022.3927934,0.7678
799,1783467066.681824,0.7702
800,1783467121.4220717,0.7731
801,1783467171.2205036,0.7766
802,1783467222.4758542,0.7777
803,1783467272.048164,0.7751
804,1783467322.7073607,0.7781
805,1783467372.3575134,0.7766
806,1783467422.3032725,0.7743
807,1783467472.9028363,0.7767
808,1783467522.479717,0.7748
809,1783467573.884443,0.7744
810,1783467623.7306547,0.7743
811,1783467675.2079864,0.7756
812,1783467724.6509879,0.7749
813,1783467775.903385,0.7761
814,1783467825.602129,0.7743
815,1783467876.4673073,0.7745
816,1783467926.10995,0.7754
817,1783467976.314863,0.771
818,1783468026.769569,0.7614
819,1783468076.6190457,0.7726
820,1783468127.3918574,0.769
821,1783468176.9570608,0.7775
822,1783468227.770542,0.7785
823,1783468277.4053419,0.7798
824,1783468328.4106672,0.7799
825,1783468378.5510383,0.7792
826,1783468429.7778442,0.7804
827,1783468479.6336312,0.7782
828,1783468530.1952376,0.7789
829,1783468581.0780177,0.7785
830,1783468631.137345,0.7796
831,1783468682.3846157,0.78
832,1783468731.8859813,0.7799
833,1783468783.1225882,0.7792
834,1783468832.4622219,0.7796
835,1783468883.2684598,0.7801
836,1783468932.3601763,0.7808
837,1783468981.6547563,0.7807
838,1783469032.6228964,0.7799
839,1783469083.9497025,0.7798
840,1783469133.535334,0.7806
841,1783469184.876347,0.7795
842,1783469236.2025287,0.7793
843,1783469286.8849723,0.7801
844,1783469337.2392461,0.7806
845,1783469388.5695386,0.7787
846,1783469439.8928003,0.7808
847,1783469489.7600958,0.7803
848,1783469540.9066737,0.7792
849,1783469592.1610043,0.7782
850,1783469642.4050949,0.7707
851,1783469693.4767513,0.769
852,1783469744.491999,0.7728
853,1783469795.5659552,0.7785
854,1783469845.9045253,0.7824
855,1783469897.2397082,0.7796
856,1783469948.4448884,0.781
857,1783469998.5147026,0.7803
858,1783470049.8037186,0.7806
859,1783470101.0320356,0.782
860,1783470151.1358075,0.7802
861,1783470201.995552,0.7815
862,1783470253.0503387,0.7808
863,1783470303.5926592,0.7817
864,1783470353.3944666,0.7822
865,1783470404.6055417,0.7801
866,1783470455.9800713,0.7807
867,1783470505.6556304,0.7815
868,1783470556.9718494,0.7811
869,1783470607.7671416,0.7807
870,1783470657.7127037,0.7817
871,1783470708.5984235,0.7816
872,1783470760.2729461,0.781
873,1783470811.359141,0.7811
874,1783470861.7145884,0.7816
875,1783470913.0540261,0.7809
876,1783470964.121831,0.782
877,1783471013.7449968,0.7818
878,1783471065.0891037,0.7812
879,1783471115.985123,0.7812
880,1783471166.7881002,0.7808
881,1783471217.0241313,0.7829
882,1783471268.3374133,0.7813
883,1783471319.6630085,0.7813
884,1783471369.5251908,0.7816
885,1783471420.432145,0.7824
886,1783471471.6874342,0.7812
887,1783471522.1168082,0.7818
888,1783471572.4561918,0.7817
889,1783471623.6459544,0.7374
890,1783471673.8853855,0.7718
891,1783471723.8587627,0.7775
